CAS	InChIKey	Pubchem_CID	CanonicalSMILES
16079-88-2	PQRDTUFVDILINV-UHFFFAOYSA-N	31335	CC1(C(=O)N(C(=O)N1Cl)Br)C
1610-18-0	ISEUFVQQFVOBCY-UHFFFAOYSA-N	4928	CC(C)NC1=NC(=NC(=N1)OC)NC(C)C
161050-58-4	QCAWEPFNJXQPAN-UHFFFAOYSA-N	105010	CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C
1617-90-9	RXPRRQLKFXBCSJ-UHFFFAOYSA-N	5668	CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O
16219-75-3	OJOWICOBYCXEKR-UHFFFAOYSA-N	27756	CC=C1CC2CC1C=C2
1622-61-3	DGBIGWXXNGSACT-UHFFFAOYSA-N	2802	C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl
1622-62-4	PPTYJKAXVCCBDU-UHFFFAOYSA-N	3380	CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F
1634-04-4	BZLVMXJERCGZMT-UHFFFAOYSA-N	15413	CC(C)(C)OC
1634-78-2	WSORODGWGUUOBO-UHFFFAOYSA-N	15415	CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC
163515-14-8	JLYFCTQDENRSOL-VIFPVBQESA-N	13633097	CC1=CSC(=C1N(C(C)COC)C(=O)CCl)C
1637-39-4	UZKQTCBAMSWPJD-UHFFFAOYSA-N	15419	CC(=CCNC1=NC=NC2=C1NC=N2)CO
1639-66-3	OXLXSOPFNVKUMU-UHFFFAOYSA-N	15426	CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)O
16423-68-0	OALHHIHQOFIMEF-UHFFFAOYSA-N	3259	C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I
1642-54-2	RCKMWOKWVGPNJF-UHFFFAOYSA-N	3052	CCN(CC)C(=O)N1CCN(CC1)C
1643-20-5	SYELZBGXAIXKHU-UHFFFAOYSA-N	15433	CCCCCCCCCCCC[N+](C)(C)[O-]
1649-08-7	SKDFWEPBABSFMG-UHFFFAOYSA-N	15442	C(C(F)(F)Cl)Cl
16506-27-7	YTKUWDBFDASYHO-UHFFFAOYSA-N	65628	CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O
165252-70-0	YKBZOVFACRVRJN-UHFFFAOYSA-N	197701	CN=C(NCC1CCOC1)N[N+](=O)[O-]
16543-55-8	XKABJYQDMJTNGQ-UHFFFAOYSA-N	27919	C1CC(N(C1)N=O)C2=CN=CC=C2
16590-41-3	DQCKKXVULJGBQN-UHFFFAOYSA-N	4428	C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
1663-35-0	GXZPMXGRNUXGHN-UHFFFAOYSA-N	15457	COCCOC=C
166412-78-8	HORIEOQXBKUKGQ-UHFFFAOYSA-N	11524680	CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C
16672-87-0	UDPGUMQDCGORJQ-UHFFFAOYSA-N	27982	C(CCl)P(=O)(O)O
1668-19-5	ODQWQRRAPPTVAG-UHFFFAOYSA-N	3158	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31
16721-80-5	HYHCSLBZRBJJCH-UHFFFAOYSA-M	28015	[Na+].[SH-]
16731-55-8	RWPGFSMJFRPDDP-UHFFFAOYSA-L	28019	[O-]S(=O)S(=O)(=O)[O-].[K+].[K+]
16752-77-5	UHXUZOCRWCRNSJ-UHFFFAOYSA-N	4109	CC(=NOC(=O)NC)SC
1675-54-3	LCFVJGUPQDGYKZ-UHFFFAOYSA-N	2286	CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4
16871-71-9	IRPUQLOSQCXHEW-UHFFFAOYSA-N	28116	F[Si-2](F)(F)(F)(F)F.[Zn+2]
16872-11-0	ODGCEQLVLXJUCC-UHFFFAOYSA-O	28118	[H+].[B-](F)(F)(F)F
16893-85-9	TWGUZEUZLCYTCG-UHFFFAOYSA-N	28127	F[Si-2](F)(F)(F)(F)F.[Na+].[Na+]
1689-82-3	JTSBGMZPPPULTA-UHFFFAOYSA-N	5354198	C1=CC=C(C=C1)NN=C2C=CC(=O)C=C2
1689-83-4	NRXQIUSYPAHGNM-UHFFFAOYSA-N	15530	C1=C(C=C(C(=C1I)O)I)C#N
1689-84-5	UPMXNNIRAGDFEH-UHFFFAOYSA-N	15531	C1=C(C=C(C(=C1Br)O)Br)C#N
1689-99-2	DQKWXTIYGWPGOO-UHFFFAOYSA-N	15533	CCCCCCCC(=O)OC1=C(C=C(C=C1Br)C#N)Br
16919-58-7	PCCGQTHFYHJATL-UHFFFAOYSA-J	16211460	[NH4+].[NH4+].Cl[Pt-2](Cl)(Cl)(Cl)(Cl)Cl
16923-95-8	VTAKGWAZTZCNOL-UHFFFAOYSA-H	44717622	F[Zr-2](F)(F)(F)(F)F.[K+]
16924-00-8	DPXAUKPQZOAHGF-UHFFFAOYSA-G	28146	F[Ta-2](F)(F)(F)(F)(F)F.[K+].[K+]
16940-66-2	XBYYRSFPNXOSEO-UHFFFAOYSA-N	1729134	CCOCC(=O)NC1=CC=C(C=C1)NC(=O)C
16961-83-4	OHORFAFFMDIQRR-UHFFFAOYSA-N	28117	F[Si-2](F)(F)(F)(F)F
1698-60-8	WYKYKTKDBLFHCY-UHFFFAOYSA-N	15546	C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl
1702-17-6	HUBANNPOLNYSAD-UHFFFAOYSA-N	15553	C1=CC(=NC(=C1Cl)C(=O)O)Cl
17090-79-8	GAOZTHIDHYLHMS-UHFFFAOYSA-M	4242	CCC1(CCC(O1)C2(CCC3(O2)CC(C(C(O3)C(C)C(C(C)C(=O)[O-])OC)C)O)C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C
17109-49-8	AWZOLILCOUMRDG-UHFFFAOYSA-N	28292	CCOP(=O)(SC1=CC=CC=C1)SC2=CC=CC=C2
1717-00-6	FDMFUZHCIRHGRG-UHFFFAOYSA-N	12672	C=CC(F)(F)F
17194-00-2	RQPZNWPYLFFXCP-UHFFFAOYSA-L	28387	[OH-].[OH-].[Ba+2]
1719-53-5	BYLOHCRAPOSXLY-UHFFFAOYSA-N	15589	CC[Si](CC)(Cl)Cl
173159-57-4	PXDNXJSDGQBLKS-UHFFFAOYSA-N	11419598	CN(C)C(=O)C1=C(C=C(C=C1)NC=O)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
173584-44-6	VBCVPMMZEGZULK-NRFANRHFSA-N	107720	COC(=O)C12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl
173792-58-0	DVXZVCNEGRKLMW-RPGUUIFVSA-N	11649137	CC1CC2CCC(C(=CC3C(=C(CCC34CCCN=C4CCC=C(C1O2)C)C5C=C(C(=O)O5)C)C)C)O
1738-25-6	MTPJEFOSTIKRSS-UHFFFAOYSA-N	15615	CN(C)CCC#N
1746-01-6	PHMNXPYGVPEQSJ-UHFFFAOYSA-N	13232	CC1CC(OC(O1)C)OC(=O)C
175013-18-0	HZRSNVGNWUDEFX-UHFFFAOYSA-N	6422843	COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC
1754-58-1	ZKIBFASDNPOJFP-UHFFFAOYSA-N	15643	CNP(=O)(NC)OC1=CC=CC=C1
17560-51-9	AQCHWTWZEMGIFD-UHFFFAOYSA-N	4170	CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
17617-23-1	SAADBVWGJQAEFS-UHFFFAOYSA-N	3393	CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
1762-95-4	SOIFLUNRINLCBN-UHFFFAOYSA-N	15666	C(#N)[S-].[NH4+]
1763-23-1	YFSUTJLHUFNCNZ-UHFFFAOYSA-N	74483	C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
17702-41-9	KGUZAUWGHAIUGS-UHFFFAOYSA-N	6328162	[B][B][B][B][B][B][B][B][B][B]
177406-68-7	USRKFGIXLGKMKU-UHFFFAOYSA-N	18772474	CC(C)C(C(=O)NC(C)C1=NC2=C(S1)C=C(C=C2)F)NC(=O)OC(C)C
17796-82-6	UEZWYKZHXASYJN-UHFFFAOYSA-N	28777	C1CCC(CC1)SN2C(=O)C3=CC=CC=C3C2=O
17804-35-2	RIOXQFHNBCKOKP-UHFFFAOYSA-N	28780	CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC
178928-70-6	MNHVNIJQQRJYDH-UHFFFAOYSA-N	6451142	C1CC1(C(CC2=CC=CC=C2Cl)(CN3C(=S)N=CN3)O)Cl
1809-19-4	UZEFVQBWJSFOFE-UHFFFAOYSA-N	15739	CCCCOP(O)OCCCC
181274-15-7	JRQGDDUXDKCWRF-UHFFFAOYSA-M	12056759	CCCOC1=NN(C(=O)N1C)C(=O)[N-]S(=O)(=O)C2=CC=CC=C2C(=O)OC.[Na+]
181274-17-9	UOUXAYAIONPXDH-UHFFFAOYSA-M	12056760	CN1C(=NN(C1=O)C(=O)[N-]S(=O)(=O)C2=CC=CC=C2OC(F)(F)F)OC.[Na+]
18172-33-3	VCRSBBFMODRGJP-UHFFFAOYSA-N	265712	COC1=CC2=C(C=C1)C(=O)C(C(O2)(C3=CC=CC=C3)OC)(O)O
18181-80-1	FOANIXZHAMJWOI-UHFFFAOYSA-N	28936	CC(C)OC(=O)C(C1=CC=C(C=C1)Br)(C2=CC=C(C=C2)Br)O
1825-21-4	BBABSCYTNHOKOG-UHFFFAOYSA-N	15767	COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl
18323-44-9	KDLRVYVGXIQJDK-UHFFFAOYSA-N	2786	CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl
1836-75-5	XITQUSLLOSKDTB-UHFFFAOYSA-N	15787	C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl
18378-89-7	CFCUWKMKBJTWLW-WZIVUMCRSA-N	29051	CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O
1843-05-6	QUAMTGJKVDWJEQ-UHFFFAOYSA-N	15797	CCCCCCCCOC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O
1847-58-1	UAJTZZNRJCKXJN-UHFFFAOYSA-N	21908550	CCCCCCCCCCCCOC(=O)CS(=O)(=O)O.[Na+]
18559-94-9	NDAUXUAQIAJITI-UHFFFAOYSA-N	2083	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
1861-32-1	NPOJQCVWMSKXDN-UHFFFAOYSA-N	2943	COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl
1861-40-1	SMDHCQAYESWHAE-UHFFFAOYSA-N	2319	CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
188425-85-6	WYEMLYFITZORAB-UHFFFAOYSA-N	213013	C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl
18854-01-8	SDMSCIWHRZJSRN-UHFFFAOYSA-N	29307	CCOP(=S)(OCC)OC1=NOC(=C1)C2=CC=CC=C2
18883-66-4	AGRCPNMCOXLKFO-UHFFFAOYSA-N	5299	CN(C(=O)NC(C=O)C(C(C(CO)O)O)O)N=O
1897-45-6	CRQQGFGUEAVUIL-UHFFFAOYSA-N	15910	C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl
19010-66-3	QGTHALAWFUFVCU-UHFFFAOYSA-L	29383	CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Pb+2]
19044-88-3	UNAHYJYOSSSJHH-UHFFFAOYSA-N	29393	CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-]
1912-24-9	MXWJVTOOROXGIU-UHFFFAOYSA-N	2256	CCNC1=NC(=NC(=N1)Cl)NC(C)C
1918-00-9	IWEDIXLBFLAXBO-UHFFFAOYSA-N	3030	COC1=C(C=CC(=C1C(=O)O)Cl)Cl
1918-02-1	NQQVFXUMIDALNH-UHFFFAOYSA-N	15965	C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N
1918-16-7	MFOUDYKPLGXPGO-UHFFFAOYSA-N	4931	CC(C)N(C1=CC=CC=C1)C(=O)CCl
1918-18-9	WOZQBERUBLYCEG-UHFFFAOYSA-N	15969	COC(=O)NC1=CC(=C(C=C1)Cl)Cl
1928-43-4	QZSFJRIWRPJUOH-UHFFFAOYSA-N	61286	CCCCC(CC)COC(=O)COC1=C(C=C(C=C1)Cl)Cl
1928-45-6	KZWPFFFDRDASOU-UHFFFAOYSA-N	15997	CCCCOCCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl
19287-45-7	ZOCHARZZJNPSEU-UHFFFAOYSA-N	6328200	B#B
1929-73-3	ZMWGIGHRZQTQRE-UHFFFAOYSA-N	16002	CCCCOCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl
1929-77-7	OKUGPJPKMAEJOE-UHFFFAOYSA-N	16003	CCCN(CCC)C(=O)SCCC
1934-21-0	RGZYLKSNVIEKQM-UHFFFAOYSA-N	121537	CCCCNCC(C1=CC=C(C=C1)[N+](=O)[O-])O.Cl
19387-91-8	HJLSLZFTEKNLFI-UHFFFAOYSA-N	5479	CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
19408-74-3	LGIRBUBHIWTVCK-UHFFFAOYSA-N	29575	C1=C2C(=C(C(=C1Cl)Cl)Cl)OC3=C(C(=C(C=C3O2)Cl)Cl)Cl
19525-15-6	CIEKQEIUQBBJNZ-UHFFFAOYSA-N	29645	OO.O=[U]=O
19624-22-7	XDBQOOLVPWHLAR-UHFFFAOYSA-N	12027532	[B][B][B][B][B]
19666-30-9	CHNUNORXWHYHNE-UHFFFAOYSA-N	29732	CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl
1967-16-4	ULBXWWGWDPVHAO-UHFFFAOYSA-N	16073	CC(C#C)OC(=O)NC1=CC(=CC=C1)Cl
1972-08-3	CYQFCXCEBYINGO-UHFFFAOYSA-N	2978	CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1)O
1977-10-2	XJGVXQDUIWGIRW-UHFFFAOYSA-N	3964	CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
19774-82-4	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	2157	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
1982-47-4	IVUXTESCPZUGJC-UHFFFAOYSA-N	16115	CN(C)C(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl
1982-49-6	JXVIIQLNUPXOII-UHFFFAOYSA-N	16116	CC1CCCCC1NC(=O)NC2=CC=CC=C2
20018-09-1	XOILGBPDXMVFIP-UHFFFAOYSA-N	62738	CC1=CC=C(C=C1)S(=O)(=O)C(I)I
2004-70-8	PMJHHCWVYXUKFD-UHFFFAOYSA-N	15301	CC=CC=C
2008-39-1	IUQJDHJVPLLKFL-UHFFFAOYSA-N	16180	CNC.C1=CC(=C(C=C1Cl)Cl)OCC(=O)O
2008-41-5	BMTAFVWTTFSTOG-UHFFFAOYSA-N	16181	CCSC(=O)N(CC(C)C)CC(C)C
2027-17-0	TVYVQNHYIHAJTD-UHFFFAOYSA-N	16238	CC(C)C1=CC2=CC=CC=C2C=C1
2032-59-9	IMIDOCRTMDIQIJ-UHFFFAOYSA-N	16247	CC1=C(C=CC(=C1)OC(=O)NC)N(C)C
2032-65-7	YFBPRJGDJKVWAH-UHFFFAOYSA-N	16248	CC1=CC(=CC(=C1SC)C)OC(=O)NC
20354-26-1	LRUUNMYPIBZBQH-UHFFFAOYSA-N	4690	CN1C(=O)N(OC1=O)C2=CC(=C(C=C2)Cl)Cl
2039-85-2	BOVQCIDBZXNFEJ-UHFFFAOYSA-N	14905	C=CC1=CC(=CC=C1)Cl
2039-87-4	ISRGONDNXBCDBM-UHFFFAOYSA-N	14906	C=CC1=CC=CC=C1Cl
20427-59-2	AEJIMXVJZFYIHN-UHFFFAOYSA-N	30154	O.O.[Cu]
2050-92-2	JACMPVXHEARCBO-UHFFFAOYSA-N	16316	CCCCCNCCCCC
20537-88-6	JKOQGQFVAUAYPM-UHFFFAOYSA-N	2141	C(CN)CNCCSP(=O)(O)O
206-44-0	GVEPBJHOBDJJJI-UHFFFAOYSA-N	9154	C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4
2079-00-7	CXNPLSGKWMLZPZ-UHFFFAOYSA-N	258	CN(CCC(CC(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=NC2=O)N)N)C(=N)N
20816-12-0	VUVGYHUDAICLFK-UHFFFAOYSA-N	30318	O=[Os](=O)(=O)=O
20830-81-3	STQGQHZAVUOBTE-UHFFFAOYSA-N	2958	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O
208465-21-8	NIFKBBMCXCMCAO-UHFFFAOYSA-N	11409499	COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC
20859-73-8	PPNXXZIBFHTHDM-UHFFFAOYSA-N	30332	[Al]#P
2097-19-0	IJOIPPSHQCEBDH-UHFFFAOYSA-N	16416	C1CO[Si]2(OCCN1CCO2)C3=CC=CC=C3
2104-64-5	AIGRXSNSLVJMEA-UHFFFAOYSA-N	16421	CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-]
2104-96-3	NYQDCVLCJXRDSK-UHFFFAOYSA-N	16422	COP(=S)(OC)OC1=CC(=C(C=C1Cl)Br)Cl
21087-64-9	FOXFZRUHNHCZPX-UHFFFAOYSA-N	30479	CC(C)(C)C1=NN=C(N(C1=O)N)SC
210880-92-5	PGOOBECODWQEAB-UHFFFAOYSA-N	213027	CN=C(NCC1=CN=C(S1)Cl)N[N+](=O)[O-]
21145-77-7	DNRJTBAOUJJKDY-UHFFFAOYSA-N	89440	CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C
21256-18-8	OFPXSFXSNFPTHF-UHFFFAOYSA-N	4614	C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
21259-20-1	BXFOFFBJRFZBQZ-FHAHJZMBSA-N	442400	CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
213464-77-8	UCDPMNSCCRBWIC-UHFFFAOYSA-N	11091168	CN(C)C(=O)C1=CC=CC=C1NS(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
21351-79-1	HUCVOHYBFXVBRW-UHFFFAOYSA-M	62750	[OH-].[Cs+]
2152-34-3	NRNCYVBFPDDJNE-UHFFFAOYSA-N	4723	C1=CC=C(C=C1)C2C(=O)N=C(O2)N
21548-32-3	RHJOIOVESMTJEK-UHFFFAOYSA-N	30684	CCOP(=O)(N=C1SCS1)OCC
2155-70-6	LPUCKLOWOWADAC-UHFFFAOYSA-M	16682828	CCCC[Sn](CCCC)(CCCC)OC(=O)C(=C)C
21564-17-0	TUBQDCKAWGHZPF-UHFFFAOYSA-N	30692	C1=CC=C2C(=C1)N=C(S2)SCSC#N
21609-90-5	CVRALZAYCYJELZ-UHFFFAOYSA-N	30709	COP(=S)(C1=CC=CC=C1)OC2=CC(=C(C=C2Cl)Br)Cl
2163-42-0	QWGRWMMWNDWRQN-UHFFFAOYSA-N	75103	CC(CO)CO
2163-80-6	SDIXRDNYIMOKSG-UHFFFAOYSA-L	8947	C[As](=O)([O-])[O-].[Na+].[Na+]
2164-17-2	RZILCCPWPBTYDO-UHFFFAOYSA-N	16562	CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F
21645-51-2	DRRPSTDRWJZCBV-UHFFFAOYSA-N	75023	C1=CC=C(C=C1)C(=NCCO)C2=C(C=CC(=C2)Cl)N
21725-46-2	MZZBPDKVEFVLFF-UHFFFAOYSA-N	30773	CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N
21738-42-1	XCGYUJZMCCFSRP-UHFFFAOYSA-N	4612	CC(C)NCC1CCC2=CC(=C(C=C2N1)[N+](=O)[O-])CO
2176-62-7	DNDPLEAVNVOOQZ-UHFFFAOYSA-N	16584	C1(=C(C(=NC(=C1Cl)Cl)Cl)Cl)Cl
21794-01-4	ZJTBTDVZNGBSNG-UHFFFAOYSA-N	30816	CCCCCCC(C1C(C2=C(CC(CC3=C1C(=O)OC3=O)C(C4CC=CC(=O)O4)O)C(=O)OC2=O)O)O
218-01-9	WDECIBYCCFPHNR-UHFFFAOYSA-N	9171	C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43
21829-25-4	HYIMSNHJOBLJNT-UHFFFAOYSA-N	4485	CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
21923-23-9	JAZJVWLGNLCNDD-UHFFFAOYSA-N	30859	CCOP(=S)(OCC)OC1=CC(=C(C=C1Cl)SC)Cl
219714-96-2	SYJGKVOENHZYMQ-UHFFFAOYSA-N	11784975	COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC
220352-35-2	LORSVOJSXMHDHF-UHFFFAOYSA-N	6530	CC(C)(C)C1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C(C)(C)C)OC3=CC=C(C=C3)C(C)(C)C
22042-59-7	IRUJZVNXZWPBMU-UHFFFAOYSA-N	27159	CN(C)C(CSC(=O)N)CSC(=O)N
220620-09-7	SOVUOXKZCCAWOJ-UHFFFAOYSA-N	54681041	CC(C)(C)NCC(=O)NC1=C(C2=C(CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C2O)O)O)C(=O)N)N(C)C)C(=C1)N(C)C)O
2210-25-5	QNILTEGFHQSKFF-UHFFFAOYSA-N	16637	CC(C)NC(=O)C=C
2210-28-8	NHARPDSAXCBDDR-UHFFFAOYSA-N	16638	CCCOC(=O)C(=C)C
2212-67-1	DEDOPGXGGQYYMW-UHFFFAOYSA-N	16653	CCSC(=O)N1CCCCCC1
2216-51-5	NOOLISFMXDJSKH-UHFFFAOYSA-N	1254	CC1CCC(C(C1)O)C(C)C
22195-34-2	HPBNRIOWIXYZFK-UHFFFAOYSA-N	38521	C1CCC2(CC1)OCC(O2)CN=C(N)N
22204-53-1	CMWTZPSULFXXJA-UHFFFAOYSA-N	1302	CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
22204-88-2	PPKXEPBICJTCRU-XMZRARIVSA-N	63013	CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O.Cl
22224-92-6	ZCJPOPBZHLUFHF-UHFFFAOYSA-N	31070	CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C
22232-71-9	ZPXSCAKFGYXMGA-UHFFFAOYSA-N	4020	C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O
2223-82-7	MXFQRSUWYYSPOC-UHFFFAOYSA-N	16680	CC(C)(COC(=O)C=C)COC(=O)C=C
2223-93-0	GWOWVOYJLHSRJJ-UHFFFAOYSA-L	16681	CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Cd+2]
22248-79-9	UBCKGWBNUIFUST-UHFFFAOYSA-N	13745	COP(=O)(OC)OC(=CCl)C1=CC(=C(C=C1Cl)Cl)Cl
2227-17-0	LWLJUMBEZJHXHV-UHFFFAOYSA-N	16686	C1(=C(C(C(=C1Cl)Cl)(C2(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
2235-25-8	ZHCJUZJGMJDUKJ-UHFFFAOYSA-M	16696	CC[Hg+].OP(=O)(O)[O-]
2238-07-5	GYZLOYUZLJXAJU-UHFFFAOYSA-N	16704	C1C(O1)COCC2CO2
2243-62-1	KQSABULTKYLFEV-UHFFFAOYSA-N	16720	C1=CC2=C(C=CC=C2N)C(=C1)N
22506-53-2	FGDKXSJXYFAHHH-UHFFFAOYSA-N	31186	C1=CC2=C(C=CC3=C2C(=C1)C4=C3C=C(C=C4)[N+](=O)[O-])[N+](=O)[O-]
2270-40-8	AUGQEEXBDZWUJY-ZLJUKNTDSA-N	91518	CC1=CC2C(CC1)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
2275-18-5	QTXHFDHVLBDJIO-UHFFFAOYSA-N	16774	CCOP(=S)(OCC)SCC(=O)NC(C)C
2275-23-2	CUJJSLYROAWARJ-UHFFFAOYSA-N	16775	CNC(=O)CCSCCSP(=O)(OC)OC
22781-23-3	XEGGRYVFLWGFHI-UHFFFAOYSA-N	2314	CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C
2278-22-0	VGQXTTSVLMQFHM-UHFFFAOYSA-N	16782	CC(=O)OO[N+](=O)[O-]
2282-34-0	LHTOXQCYXYXXEZ-UHFFFAOYSA-N	16787	CCCC(C)C1=CC(=CC=C1)OC(=O)NC
22936-86-3	OOHIAOSLOGDBCE-UHFFFAOYSA-N	24738	CC(C)NC1=NC(=NC(=N1)NC2CC2)Cl
22967-92-6	DBUXSCUEGJMZAE-UHFFFAOYSA-N	6860	C[Hg+]
2300-66-5	JDRFUUBRGGDEIZ-UHFFFAOYSA-N	16811	CNC.COC1=C(C=CC(=C1C(=O)O)Cl)Cl
2303-16-4	SPANOECCGNXGNR-UHFFFAOYSA-N	28700	CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl
2303-17-5	MWBPRDONLNQCFV-UHFFFAOYSA-N	5543	CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl
23047-25-8	SAPNXPWPAUFAJU-UHFFFAOYSA-N	3947	CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl
2310-17-0	IOUNQDKNJZEDEP-UHFFFAOYSA-N	4793	CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O
23103-98-2	YFGYUFNIOHWBOB-UHFFFAOYSA-N	31645	CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C
2312-35-8	ZYHMJXZULPZUED-UHFFFAOYSA-N	4936	CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C
23135-22-0	KZAUOCCYDRDERY-UHFFFAOYSA-N	31657	CNC(=O)ON=C(C(=O)N(C)C)SC
2318-18-5	HPDHKHMHQGCNPE-QLJRNOHWSA-N	5281752	CC=C1CC(C(C(=O)OCC2=CCN(CCC(C2=O)OC1=O)C)(C)O)C
