CAS	InChIKey	Pubchem_CID	CanonicalSMILES
7440-48-4	JQEKDNLKIVGXAU-UHFFFAOYSA-L	50295	CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)[O-])C(=O)C=C(N2CC)C(=O)[O-].[Na+].[Na+]
7440-62-2	LEONUFNNVUYDNQ-UHFFFAOYSA-N	23990	[V]
7440-66-6	HCHKCACWOHOZIP-UHFFFAOYSA-N	23994	[Zn]
7446-08-4	JPJALAQPGMAKDF-UHFFFAOYSA-N	24007	O=[Se]=O
7446-09-5	RAHZWNYVWXNFOC-UHFFFAOYSA-N	1119	O=S=O
7446-11-9	AKEJUJNQAAGONA-UHFFFAOYSA-N	24682	O=S(=O)=O
7446-14-2	KEQXNNJHMWSZHK-UHFFFAOYSA-L	24008	[O-]S(=O)(=O)[O-].[Pb+2]
7446-18-6	YTQVHRVITVLIRD-UHFFFAOYSA-L	24833	[O-]S(=O)(=O)[O-].[Tl+].[Tl+]
7446-34-6	VIDTVPHHDGRGAF-UHFFFAOYSA-N	24011	S=[Se]
7446-70-0	VSCWAEJMTAWNJL-UHFFFAOYSA-K	24012	[Al](Cl)(Cl)Cl
7447-39-4	ORTQZVOHEJQUHG-UHFFFAOYSA-L	24014	Cl[Cu]Cl
7447-40-7	WCUXLLCKKVVCTQ-UHFFFAOYSA-M	4873	[Cl-].[K+]
7447-41-8	KWGKDLIKAYFUFQ-UHFFFAOYSA-M	433294	[Li+].[Cl-]
74-55-5	AEUTYOVWOVBAKS-UHFFFAOYSA-N	3279	CCC(CO)NCCNC(CC)CO
74-83-9	GZUXJHMPEANEGY-UHFFFAOYSA-N	6323	CBr
74-85-1	VGGSQFUCUMXWEO-UHFFFAOYSA-N	6325	C=C
74-87-3	NEHMKBQYUWJMIP-UHFFFAOYSA-N	6327	CCl
7487-88-9	KLSJWNVTNUYHDU-UHFFFAOYSA-N	1639	C1=NNC(=N1)N
74-88-4	INQOMBQAUSQDDS-UHFFFAOYSA-N	6328	CI
7488-56-4	VIDTVPHHDGRGAF-UHFFFAOYSA-N	24011	S=[Se]
74-89-5	BAVYZALUXZFZLV-UHFFFAOYSA-N	6329	CN
74-90-8	LELOWRISYMNNSU-UHFFFAOYSA-N	768	C#N
7491-74-9	GMZVRMREEHBGGF-UHFFFAOYSA-N	4843	C1CC(=O)N(C1)CC(=O)N
74-93-1	LSDPWZHWYPCBBB-UHFFFAOYSA-N	878	CS
74-95-3	FJBFPHVGVWTDIP-UHFFFAOYSA-N	3024	C(Br)Br
74-96-4	RDHPKYGYEGBMSE-UHFFFAOYSA-N	6332	CCBr
74-97-5	JPOXNPPZZKNXOV-UHFFFAOYSA-N	6333	C(Cl)Br
74-98-6	ATUOYWHBWRKTHZ-UHFFFAOYSA-N	6334	CCC
75-00-3	HRYZWHHZPQKTII-UHFFFAOYSA-N	6337	CCCl
75-01-4	BZHJMEDXRYGGRV-UHFFFAOYSA-N	6338	C=CCl
75-04-7	QUSNBJAOOMFDIB-UHFFFAOYSA-N	6341	CCN
75-05-8	WEVYAHXRMPXWCK-UHFFFAOYSA-N	6342	CC#N
75-07-0	IKHGUXGNUITLKF-UHFFFAOYSA-N	177	CC=O
75-08-1	DNJIEGIFACGWOD-UHFFFAOYSA-N	6343	CCS
75-09-2	YMWUJEATGCHHMB-UHFFFAOYSA-N	6344	C(Cl)Cl
75-12-7	ZHNUHDYFZUAESO-UHFFFAOYSA-N	713	C(=O)N
75-15-0	QGJOPFRUJISHPQ-UHFFFAOYSA-N	6348	C(=S)=S
75-18-3	QMMFVYPAHWMCMS-UHFFFAOYSA-N	1068	CSC
75-21-8	IAYPIBMASNFSPL-UHFFFAOYSA-N	6354	C1CO1
75-25-2	DIKBFYAXUHHXCS-UHFFFAOYSA-N	5558	C(Br)(Br)Br
75-26-3	NAMYKGVDVNBCFQ-UHFFFAOYSA-N	6358	CC(C)Br
75-27-4	FMWLUWPQPKEARP-UHFFFAOYSA-N	6359	C(Cl)(Cl)Br
75-28-5	NNPPMTNAJDCUHE-UHFFFAOYSA-N	6360	CC(C)C
75-31-0	JJWLVOIRVHMVIS-UHFFFAOYSA-N	6363	CC(C)N
75330-75-5	WWSWYXNVCBLWNZ-UHFFFAOYSA-N	3391	C1C(C(C(C1O)C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)CC=CCCCC(=O)O)O
75-33-2	KJRCEJOSASVSRA-UHFFFAOYSA-N	6364	CC(C)S
75-34-3	SCYULBFZEHDVBN-UHFFFAOYSA-N	6365	CC(Cl)Cl
75-35-4	LGXVIGDEPROXKC-UHFFFAOYSA-N	6366	C=C(Cl)Cl
75-36-5	WETWJCDKMRHUPV-UHFFFAOYSA-N	6367	CC(=O)Cl
75-37-6	NPNPZTNLOVBDOC-UHFFFAOYSA-N	6368	CC(F)F
75-43-4	UMNKXPULIDJLSU-UHFFFAOYSA-N	6370	C(F)(Cl)Cl
75-44-5	YGYAWVDWMABLBF-UHFFFAOYSA-N	6371	C(=O)(Cl)Cl
75-45-6	VOPWNXZWBYDODV-UHFFFAOYSA-N	6372	C(F)(F)Cl
75-47-8	OKJPEAGHQZHRQV-UHFFFAOYSA-N	6374	C(I)(I)I
754-91-6	RRRXPPIDPYTNJG-UHFFFAOYSA-N	69785	C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
75-50-3	GETQZCLCWQTVFV-UHFFFAOYSA-N	1146	CN(C)C
7550-45-0	XJDNKRIXUMDJCW-UHFFFAOYSA-J	24193	Cl[Ti](Cl)(Cl)Cl
75-52-5	LYGJENNIWJXYER-UHFFFAOYSA-N	6375	C[N+](=O)[O-]
7553-56-2	PNDPGZBMCMUPRI-UHFFFAOYSA-N	807	II
75-54-7	NWKBSEBOBPHMKL-UHFFFAOYSA-N	6376	C[SiH](Cl)Cl
75-55-8	OZDGMOYKSFPLSE-UHFFFAOYSA-N	6377	CC1CN1
75-56-9	GOOHAUXETOMSMM-UHFFFAOYSA-N	6378	CC1CO1
75-57-0	OKIZCWYLBDKLSU-UHFFFAOYSA-M	6379	C[N+](C)(C)C.[Cl-]
7558-79-4	BNIILDVGGAEEIG-UHFFFAOYSA-L	24203	OP(=O)([O-])[O-].[Na+].[Na+]
7558-80-7	AJPJDKMHJJGVTQ-UHFFFAOYSA-M	24204	OP(=O)(O)[O-].[Na+]
75-59-2	WGTYBPLFGIVFAS-UHFFFAOYSA-M	60966	C[N+](C)(C)C.[OH-]
75-60-5	OGGXGZAMXPVRFZ-UHFFFAOYSA-N	2513	C[As](=O)(C)O
75-62-7	XNNQFQFUQLJSQT-UHFFFAOYSA-N	6383	C(Cl)(Cl)(Cl)Br
75-63-8	RJCQBQGAPKAMLL-UHFFFAOYSA-N	6384	C(F)(F)(F)Br
75-64-9	YBRBMKDOPFTVDT-UHFFFAOYSA-N	6385	CC(C)(C)N
75-65-0	DKGAVHZHDRPRBM-UHFFFAOYSA-N	6386	CC(C)(C)O
75-66-1	WMXCDAVJEZZYLT-UHFFFAOYSA-N	6387	CC(C)(C)S
756-79-6	VONWDASPFIQPDY-UHFFFAOYSA-N	12958	COP(=O)(C)OC
75-68-3	BHNZEZWIUMJCGF-UHFFFAOYSA-N	6388	CC(F)(F)Cl
75-69-4	CYRMSUTZVYGINF-UHFFFAOYSA-N	6389	C(F)(Cl)(Cl)Cl
75706-12-6	VHOGYURTWQBHIL-UHFFFAOYSA-N	3899	CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
75-71-8	PXBRQCKWGAHEHS-UHFFFAOYSA-N	6391	C(F)(F)(Cl)Cl
7572-29-4	ZMJOVJSTYLQINE-UHFFFAOYSA-N	24227	C(#CCl)Cl
75-74-1	XOOGZRUBTYCLHG-UHFFFAOYSA-N	6394	C[Pb](C)(C)C
75-75-2	YYLQUHNPNCGKJQ-UHFFFAOYSA-N	5425	C(C(C(=O)O)O)(C(=O)O)N
757-58-4	DAJYZXUXDOSMCG-UHFFFAOYSA-N	12960	CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC
75-77-4	IJOOHPMOJXWVHK-UHFFFAOYSA-N	6397	C[Si](C)(C)Cl
75-78-5	LIKFHECYJZWXFJ-UHFFFAOYSA-N	6398	C[Si](C)(Cl)Cl
75-79-6	JLUFWMXJHAVVNN-UHFFFAOYSA-N	6399	C[Si](Cl)(Cl)Cl
75-85-4	MSXVEPNJUHWQHW-UHFFFAOYSA-N	6405	CCC(C)(C)O
75-86-5	MWFMGBPGAXYFAR-UHFFFAOYSA-N	6406	CC(C)(C#N)O
75-87-6	HFFLGKNGCAIQMO-UHFFFAOYSA-N	6407	C(=O)C(Cl)(Cl)Cl
75-88-7	CYXIKYKBLDZZNW-UHFFFAOYSA-N	6408	C(C(F)(F)F)Cl
75-94-5	GQIUQDDJKHLHTB-UHFFFAOYSA-N	6413	C=C[Si](Cl)(Cl)Cl
759-73-9	FUSGACRLAFQQRL-UHFFFAOYSA-N	12967	CCN(C(=O)N)N=O
75-98-9	IUGYQRQAERSCNH-UHFFFAOYSA-N	6417	CC(C)(C)C(=O)O
75-99-0	NDUPDOJHUQKPAG-UHFFFAOYSA-N	6418	CC(C(=O)O)(Cl)Cl
759-94-4	GUVLYNGULCJVDO-UHFFFAOYSA-N	12968	CCCN(CCC)C(=O)SCC
7601-54-9	RYFMWSXOAZQYPI-UHFFFAOYSA-K	24243	[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+]
76-01-7	BNIXVQGCZULYKV-UHFFFAOYSA-N	6419	C(C(Cl)(Cl)Cl)(Cl)Cl
7601-89-0	BAZAXWOYCMUHIX-UHFFFAOYSA-M	522606	[O-]Cl(=O)(=O)=O.[Na+]
760-23-6	XVEASTGLHPVZNA-UHFFFAOYSA-N	12971	C=CC(CCl)Cl
76-03-9	YNJBWRMUSHSURL-UHFFFAOYSA-N	6421	C(=O)(C(Cl)(Cl)Cl)O
76-05-1	DTQVDTLACAAQTR-UHFFFAOYSA-N	6422	C(=O)(C(F)(F)F)O
76-06-2	LFHISGNCFUNFFM-UHFFFAOYSA-N	6423	C([N+](=O)[O-])(Cl)(Cl)Cl
760-93-0	DCUFMVPCXCSVNP-UHFFFAOYSA-N	12974	CC(=C)C(=O)OC(=O)C(=C)C
76095-16-4	GBXSMTUPTTWBMN-UHFFFAOYSA-N	3222	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O
76-11-9	SLGOCMATMKJJCE-UHFFFAOYSA-N	6426	C(C(Cl)(Cl)Cl)(F)(F)Cl
76-12-0	UGCSPKPEHQEOSR-UHFFFAOYSA-N	6427	C(C(F)(Cl)Cl)(F)(Cl)Cl
76-13-1	AJDIZQLSFPQPEY-UHFFFAOYSA-N	6428	C(C(F)(Cl)Cl)(F)(F)Cl
76-14-2	DDMOUSALMHHKOS-UHFFFAOYSA-N	6429	C(C(F)(F)Cl)(F)(F)Cl
7616-94-6	XHFXMNZYIKFCPN-UHFFFAOYSA-N	24258	O=Cl(=O)(=O)F
762-04-9	SULWMEGSVQCTSK-UHFFFAOYSA-N	12977	CCOP(O)OCC
76-22-2	DSSYKIVIOFKYAU-UHFFFAOYSA-N	2537	CC1(C2CCC1(C(=O)C2)C)C
76231-76-0	USMNOWBWPHYOEA-VWHDNNRLSA-N	10931629	CC1C2CC2(CC1=O)C(C)C
7631-90-5	MKXZASYAUGDDCJ-NJAFHUGGSA-N	5360696	CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
7631-99-4	VWDWKYIASSYTQR-UHFFFAOYSA-N	24268	[N+](=O)([O-])[O-].[Na+]
7632-00-0	LPXPTNMVRIOKMN-UHFFFAOYSA-N	6398849	N(=O)O.[Na+]
7632-51-1	JTJFQBNJBPPZRI-UHFFFAOYSA-J	24273	Cl[V](Cl)(Cl)Cl
7637-07-2	WTEOIRVLGSZEPR-UHFFFAOYSA-N	6356	B(F)(F)F
76-42-6	BRUQQQPBMZOVGD-UHFFFAOYSA-N	4635	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
764-41-0	WLIADPFXSACYLS-UHFFFAOYSA-N	13556	CC(=CCCl)Cl
76-44-8	FRCCEHPWNOQAEU-UHFFFAOYSA-N	3589	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl
764-48-7	VUIWJRYTWUGOOF-UHFFFAOYSA-N	12995	C=COCCO
7646-78-8	HPGGPRDJHPYFRM-UHFFFAOYSA-J	24287	Cl[Sn](Cl)(Cl)Cl
7646-79-9	GVPFVAHMJGGAJG-UHFFFAOYSA-L	24288	Cl[Co]Cl
7646-85-7	JIAARYAFYJHUJI-UHFFFAOYSA-L	5727	Cl[Zn]Cl
7647-01-0	VEXZGXHMUGYJMC-UHFFFAOYSA-N	313	Cl
7647-10-1	PIBWKRNGBLPSSY-UHFFFAOYSA-L	24290	Cl[Pd]Cl
7647-14-5	FAPWRFPIFSIZLT-UHFFFAOYSA-M	5234	[Na+].[Cl-]
7647-15-6	JHJLBTNAGRQEKS-UHFFFAOYSA-M	253881	[Na+].[Br-]
7647-17-8	AIYUHDOJVYHVIT-UHFFFAOYSA-M	24293	[Cl-].[Cs+]
765-34-4	IWYRWIUNAVNFPE-UHFFFAOYSA-N	13002	C1C(O1)C=O
76-57-3	OROGSEYTTFOCAN-UHFFFAOYSA-N	2828	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
76578-14-8	OSUHJPCHFDQAIT-UHFFFAOYSA-N	53518	CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl
7664-38-2	NBIIXXVUZAFLBC-UHFFFAOYSA-N	1004	OP(=O)(O)O
7664-39-3	KRHYYFGTRYWZRS-UHFFFAOYSA-N	14917	F
7664-41-7	QGZKDVFQNNGYKY-UHFFFAOYSA-N	222	N
7664-93-9	QAOWNCQODCNURD-UHFFFAOYSA-N	1118	OS(=O)(=O)O
76-73-3	KQPKPCNLIDLUMF-UHFFFAOYSA-N	5193	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
76-74-4	WEXRUCMBJFQVBZ-UHFFFAOYSA-N	4737	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
76-75-5	IUJDSEJGGMCXSG-UHFFFAOYSA-N	3000715	CCCC(C)C1(C(=O)NC(=S)NC1=O)CC
7681-11-0	NLKNQRATVPKPDG-UHFFFAOYSA-M	4875	[K+].[I-]
7681-49-4	PUZPDOWCWNUUKD-UHFFFAOYSA-M	5235	[F-].[Na+]
7681-52-9	SUKJFIGYRHOWBL-UHFFFAOYSA-N	23665760	[O-]Cl.[Na+]
7681-55-2	FVAUCKIRQBBSSJ-UHFFFAOYSA-M	5238	[Na+].[I-]
7681-57-4	LDTLADDKFLAYJA-UHFFFAOYSA-L	24346	[O-]S(=O)OS(=O)[O-].[Na+].[Na+]
768-52-5	FRCFWPVMFJMNDP-UHFFFAOYSA-N	13032	CC(C)NC1=CC=CC=C1
76-87-9	NRHFWOJROOQKBK-UHFFFAOYSA-N	6327657	C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3.O
76-93-7	UKXSKSHDVLQNKG-UHFFFAOYSA-N	6463	C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O
7696-12-0	CXBMCYHAMVGWJQ-CABCVRRESA-N	24365	CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C
7697-37-2	GRYLNZFGIOXLOG-UHFFFAOYSA-N	944	[N+](=O)(O)[O-]
76-99-3	USSIQXCVUWKGNF-UHFFFAOYSA-N	4095	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
7699-43-6	CMOAHYOGLLEOGO-UHFFFAOYSA-N	24373	O=[Zr].Cl.Cl
770-35-4	IBLKWZIFZMJLFL-UHFFFAOYSA-N	92839	CC(COC1=CC=CC=C1)O
7704-34-9	RWSOTUBLDIXVET-UHFFFAOYSA-N	402	S
7705-08-0	RBTARNINKXHZNM-UHFFFAOYSA-K	24380	Cl[Fe](Cl)Cl
77-07-6	JAQUASYNZVUNQP-USXIJHARSA-N	5359272	CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O
77-10-1	JTJMJGYZQZDUJJ-UHFFFAOYSA-N	6468	C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3
77182-82-2	ZBMRKNMTMPPMMK-UHFFFAOYSA-N	53597	CP(=O)(CCC(C(=O)[O-])N)O.[NH4+]
7718-54-9	QMMRZOWCJAIUJA-UHFFFAOYSA-L	24385	Cl[Ni]Cl
7719-09-7	FYSNRJHAOHDILO-UHFFFAOYSA-N	24386	O=S(Cl)Cl
7719-12-2	FAIAAWCVCHQXDN-UHFFFAOYSA-N	24387	P(Cl)(Cl)Cl
7720-78-7	BAUYGSIQEAFULO-UHFFFAOYSA-L	24393	[O-]S(=O)(=O)[O-].[Fe+2]
77-21-4	JMBQKKAJIKAWKF-UHFFFAOYSA-N	3487	CCC1(CCC(=O)NC1=O)C2=CC=CC=C2
7722-64-7	VZJVWSHVAAUDKD-UHFFFAOYSA-N	516875	[O-][Mn](=O)(=O)=O.[K+]
7722-76-1	LFVGISIMTYGQHF-UHFFFAOYSA-N	24402	[NH4+].OP(=O)(O)[O-]
7723-14-0	XYFCBTPGUUZFHI-UHFFFAOYSA-N	24404	P
7726-95-6	CPELXLSAUQHCOX-UHFFFAOYSA-M	259	[Br-]
7727-15-3	PQLAYKMGZDUDLQ-UHFFFAOYSA-K	24409	[Al](Br)(Br)Br
7727-18-6	JNKMSLLEOBTKQY-UHFFFAOYSA-N	24410	O=[V].Cl.Cl.Cl
7727-43-7	TZCXTZWJZNENPQ-UHFFFAOYSA-L	24414	[O-]S(=O)(=O)[O-].[Ba+2]
7727-54-0	ROOXNKNUYICQNP-UHFFFAOYSA-N	62648	[NH4+].[NH4+].[O-]S(=O)(=O)OOS(=O)(=O)[O-]
7732-18-5	XLYOFNOQVPJJNP-UHFFFAOYSA-N	962	O
7733-02-0	NWONKYPBYAMBJT-UHFFFAOYSA-L	24424	[O-]S(=O)(=O)[O-].[Zn+2]
77-37-2	WYDUSKDSKCASEF-UHFFFAOYSA-N	4919	C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
7738-94-5	KRVSOGSZCMJSLX-UHFFFAOYSA-L	24425	O[Cr](=O)(=O)O
77-41-8	AJXPJJZHWIXJCJ-UHFFFAOYSA-N	6476	CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2
77439-76-0	WNTRMRXAGJOLCU-UHFFFAOYSA-N	53665	C1(C(=C(C(=O)O1)Cl)C(Cl)Cl)O
77-47-4	VUNCWTMEJYMOOR-UHFFFAOYSA-N	6478	C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl
77501-63-4	CONWAEURSVPLRM-UHFFFAOYSA-N	62276	CCOC(=O)C(C)OC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
77-53-2	SVURIXNDRWRAFU-OGMFBOKVSA-N	65575	CC1CCC2C13CCC(C(C3)C2(C)C)(C)O
7757-79-1	FGIUAXJPYTZDNR-UHFFFAOYSA-N	24434	[N+](=O)([O-])[O-].[K+]
7757-81-5	LROWVYNUWKVTCU-STWYSWDKSA-M	23665582	CC=CC=CC(=O)[O-].[Na+]
7757-82-6	PMZURENOXWZQFD-UHFFFAOYSA-L	24436	[O-]S(=O)(=O)[O-].[Na+].[Na+]
7757-83-7	GEHJYWRUCIMESM-UHFFFAOYSA-L	24437	[O-]S(=O)[O-].[Na+].[Na+]
7758-01-2	OCATYIAKPYKMPG-UHFFFAOYSA-M	23673461	[O-]Br(=O)=O.[K+]
7758-05-6	ITCZEZQMUWEPQP-UHFFFAOYSA-N	81757	C=CCOC(=O)C(=C)C#N
7758-09-0	BXNHTSHTPBPRFX-UHFFFAOYSA-M	516910	N(=O)[O-].[K+]
7758-16-9	FQENQNTWSFEDLI-UHFFFAOYSA-J	24403	[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]
7758-19-2	UKLNMMHNWFDKNT-UHFFFAOYSA-M	23668197	[O-]Cl=O.[Na+]
7758-29-4	HWGNBUXHKFFFIH-UHFFFAOYSA-I	24455	[O-]P(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+]
77-58-7	UKLDJPRMSDWDSL-UHFFFAOYSA-L	9809426	CCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCC(=O)[O-].CCCC[Sn+2]CCCC
7758-97-6	MOUPNEIJQCETIW-UHFFFAOYSA-N	24460	[O-][Cr](=O)(=O)[O-].[Pb+2]
7758-98-7	ARUVKPQLZAKDPS-UHFFFAOYSA-L	24462	[O-]S(=O)(=O)[O-].[Cu+2]
7758-99-8	ARUVKPQLZAKDPS-UHFFFAOYSA-L	24462	[O-]S(=O)(=O)[O-].[Cu+2]
7761-88-8	BQCADISMDOOEFD-UHFFFAOYSA-N	23954	[Ag]
77-67-8	HAPOVYFOVVWLRS-UHFFFAOYSA-N	3291	CCC1(CC(=O)NC1=O)C
77-71-4	YIROYDNZEPTFOL-UHFFFAOYSA-N	6491	CC1(C(=O)NC(=O)N1)C
7772-99-8	HPGGPRDJHPYFRM-UHFFFAOYSA-J	24287	Cl[Sn](Cl)(Cl)Cl
7773-01-5	GLFNIEUTAYBVOC-UHFFFAOYSA-L	24480	Cl[Mn]Cl
7773-06-0	GEHMBYLTCISYNY-UHFFFAOYSA-N	24482	[NH4+].NS(=O)(=O)[O-]
77-73-6	HECLRDQVFMWTQS-UHFFFAOYSA-N	6492	C1C=CC2C1C3CC2C=C3
7775-09-9	YZHUMGUJCQRKBT-UHFFFAOYSA-M	516902	[O-]Cl(=O)=O.[Na+]
7775-11-3	PXLIDIMHPNPGMH-UHFFFAOYSA-N	24488	[O-][Cr](=O)(=O)[O-].[Na+].[Na+]
7775-14-6	JVBXVOWTABLYPX-UHFFFAOYSA-L	24489	[O-]S(=O)S(=O)[O-].[Na+].[Na+]
7775-19-1	NVIFVTYDZMXWGX-UHFFFAOYSA-N	145326	B(=O)[O-].[Na+]
77-78-1	VAYGXNSJCAHWJZ-UHFFFAOYSA-N	6497	COS(=O)(=O)OC
7778-39-4	DJHGAFSJWGLOIV-UHFFFAOYSA-L	233	O[As](=O)([O-])[O-]
7778-43-0	IHZDYHDJAVUIBH-UHFFFAOYSA-L	24500	O[As](=O)([O-])[O-].[Na+].[Na+]
7778-44-1	RMBBSOLAGVEUSI-UHFFFAOYSA-H	24501	[O-][As](=O)([O-])[O-].[O-][As](=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2]
7778-50-9	KMUONIBRACKNSN-UHFFFAOYSA-N	24502	[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+]
7778-54-3	ZKQDCIXGCQPQNV-UHFFFAOYSA-N	24504	[O-]Cl.[O-]Cl.[Ca+2]
7778-77-0	GNSKLFRGEWLPPA-UHFFFAOYSA-M	24506	OP(=O)(O)[O-].[K+]
7779-88-6	ONDPHDOFVYQSGI-UHFFFAOYSA-N	24518	[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Zn+2]
77-81-6	PJVJTCIRVMBVIA-UHFFFAOYSA-N	6500	CCOP(=O)(C#N)N(C)C
7782-41-4	KRHYYFGTRYWZRS-UHFFFAOYSA-N	14917	F
7782-50-5	VEXZGXHMUGYJMC-UHFFFAOYSA-N	313	Cl
7782-65-2	QUZPNFFHZPRKJD-UHFFFAOYSA-N	23984	[GeH4]
7782-79-8	JUINSXZKUKVTMD-UHFFFAOYSA-N	24530	N=[N+]=[N-]
7783-06-4	RWSOTUBLDIXVET-UHFFFAOYSA-N	402	S
7783-07-5	SPVXKVOXSXTJOY-UHFFFAOYSA-N	533	[SeH2]
7783-20-2	BFNBIHQBYMNNAN-UHFFFAOYSA-N	24538	N.N.OS(=O)(=O)O
7783-28-0	MNNHAPBLZZVQHP-UHFFFAOYSA-N	24540	[NH4+].[NH4+].OP(=O)([O-])[O-]
7783-35-9	DOBUSJIVSSJEDA-UHFFFAOYSA-L	24544	[O-]S(=O)(=O)[O-].[Hg+2]
7783-41-7	UJMWVICAENGCRF-UHFFFAOYSA-N	24547	O(F)F
7783-46-2	FPHIOHCCQGUGKU-UHFFFAOYSA-L	24549	F[Pb]F
7783-47-3	ANOBYBYXJXCGBS-UHFFFAOYSA-L	24550	F[Sn]F
7783-50-8	SHXXPRJOPFJRHA-UHFFFAOYSA-K	24552	F[Fe](F)F
7783-81-5	SANRKQGLYCLAFE-UHFFFAOYSA-H	24560	F[U](F)(F)(F)(F)F
7784-18-1	KLZUFWVZNOTSEM-UHFFFAOYSA-K	2124	F[Al](F)F
7784-40-9	UWRBYRMOUPAKLM-UHFFFAOYSA-L	24572	O[As](=O)([O-])[O-].[Pb+2]
7784-41-0	GVPLVOGUVQAPNJ-UHFFFAOYSA-M	516881	O[As](=O)(O)[O-].[K+]
7784-42-1	RBFQJDQYXXHULB-UHFFFAOYSA-N	23969	[AsH3]
7784-46-5	XHTRYVMKFMUJLU-UHFFFAOYSA-N	24577	O[As]=O
7785-84-4	AZSFNUJOCKMOGB-UHFFFAOYSA-N	510	OP1(=O)OP(=O)(OP(=O)(O1)O)O
7785-87-7	SQQMAOCOWKFBNP-UHFFFAOYSA-L	24580	[O-]S(=O)(=O)[O-].[Mn+2]
77-86-1	LENZDBCJOHFCAS-UHFFFAOYSA-N	6503	C(C(CO)(CO)N)O
7786-30-3	TWRXJAOTZQYOKJ-UHFFFAOYSA-L	24584	[Mg+2].[Cl-].[Cl-]
7786-34-7	GEPDYQSQVLXLEU-UHFFFAOYSA-N	9560	CC(=CC(=O)OC)OP(=O)(OC)OC
7786-81-4	LGQLOGILCSXPEA-UHFFFAOYSA-L	24586	[O-]S(=O)(=O)[O-].[Ni+2]
7787-47-5	LWBPNIJBHRISSS-UHFFFAOYSA-L	24588	[Be+2].[Cl-].[Cl-]
7787-49-7	JZKFIPKXQBZXMW-UHFFFAOYSA-L	24589	[Be+2].[F-].[F-]
7789-00-6	XMXNVYPJWBTAHN-UHFFFAOYSA-N	24597	[O-][Cr](=O)(=O)[O-].[K+].[K+]
7789-06-2	NVKTUNLPFJHLCG-UHFFFAOYSA-N	24599	[O-][Cr](=O)(=O)[O-].[Sr+2]
7789-09-5	JOSWYUNQBRPBDN-UHFFFAOYSA-P	24600	[NH4+].[NH4+].[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-]
7789-23-3	NROKBHXJSPEDAR-UHFFFAOYSA-M	522689	[F-].[K+]
7789-38-0	XUXNAKZDHHEHPC-UHFFFAOYSA-M	23668195	[O-]Br(=O)=O.[Na+]
7789-43-7	BZRRQSJJPUGBAA-UHFFFAOYSA-L	24610	[Co](Br)Br
7789-60-8	IPNPIHIZVLFAFP-UHFFFAOYSA-N	24614	P(Br)(Br)Br
7789-75-5	WUKWITHWXAAZEY-UHFFFAOYSA-L	24617	[F-].[F-].[Ca+2]
7790-28-5	JQWHASGSAFIOCM-UHFFFAOYSA-M	23667635	[O-]I(=O)(=O)=O.[Na+]
77-90-7	QZCLKYGREBVARF-UHFFFAOYSA-N	6505	CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C
7790-91-2	JOHWNGGYGAVMGU-UHFFFAOYSA-N	24637	FCl(F)F
