ChemIndex	InChIKey	CASRN	CanonicalSMILES
3899	RUIFULUFLANOCI-UHFFFAOYSA-N	618-85-9	CC1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]
3900	SUHRQWPICXGWHE-UHFFFAOYSA-N	None	Cl.CNCCCCOc1ccccc1Oc2ccccc2
3901	UOUXAYAIONPXDH-UHFFFAOYSA-M	181274-17-9	CN1C(=NN(C1=O)C(=O)[N-]S(=O)(=O)C2=CC=CC=C2OC(F)(F)F)OC.[Na+]
3902	RKPLKSDEMAXUCT-UHFFFAOYSA-N	None	CC(C)(C)N\C(=N/O)\Nc1cccnc1
3903	MEIHFWBAEBWTRG-SZPZYZBQSA-N	None	COc1ccc(cc1)[C@@H]2SCC(=O)N2CCN3[C@H](SCC3=O)c4ccc(OC)cc4
3904	KWTSZCJMWHGPOS-UHFFFAOYSA-M	1066-45-1	C[Sn](C)(C)Cl
3905	OOJZCXFXPZGUBJ-UHFFFAOYSA-N	156-56-9	C=C1CC1CC(C(=O)O)N
3906	MTPOCJZXHNQTCO-UHFFFAOYSA-N	None	CC[S+]([O-])c1nnc(c2ccccc2F)n1C
3907	YCYBZKSMUPTWEE-UHFFFAOYSA-L	10026-17-2	F[Co]F
3908	NGBBVGZWCFBOGO-UHFFFAOYSA-N	4764-17-4	CC(CC1=CC2=C(C=C1)OCO2)N
3909	IEQIOFRPNYRNQJ-UHFFFAOYSA-N	None	FC(F)(F)c1cccc(Nc2c(C#N)c(Cl)c(C#N)c(Cl)c2C#N)c1
3910	MRYUZZQNQYRSQV-UHFFFAOYSA-N	None	ClC1C(N(C1=O)c2oc(Cn3c4ccccc4c5ccccc35)nn2)c6ccccc6Br
3911	HVBSAKJJOYLTQU-UHFFFAOYSA-N	121-57-3	C1=CC(=CC=C1N)S(=O)(=O)O
3912	BHLQRMKQXNRFKO-UHFFFAOYSA-N	None	Cl.COc1ccc(CN2CCN(CC2)C(C(O)c3ccccc3)c4ccccc4Cl)cc1
3913	ZFHOUKINXHANPE-BRIWLPCBSA-N	None	CCN1C=C(C(=O)OCC2=C(N3C(SC2)[C@H](NC(=O)COc4ccccc4)C3=O)C(=O)O)C(=O)c5cc6OCOc6cc15
3914	WYEMLYFITZORAB-UHFFFAOYSA-N	188425-85-6	C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl
3915	LFWCPYWAFBRTTK-UHFFFAOYSA-N	None	CCN(CC)CCOc1ccccc1OCC(C)O
3916	VZIQXGLTRZLBEX-UHFFFAOYSA-N	78-89-7	CC(CO)Cl
3917	UAOWRURGPHRVET-UHFFFAOYSA-N	None	OCC(C(=O)OC1CN2CCC1CC2)c3ccccc3
3918	VVLMSCJCXMBGDI-UHFFFAOYSA-M	None	[I-].C[N+](C)(C)CC#CCN1CCCC1=O
3919	GVJHHUAWPYXKBD-UHFFFAOYSA-N	59-02-9	CC1=C(C(=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O
3920	DNNSSWSSYDEUBZ-UHFFFAOYSA-N	141-28-6	[Kr]
3921	DNTHHIVFNQZZRD-UHFFFAOYSA-N	991-42-4	C1=CC=C(C=C1)C(=C2C3C=C(C2C4C3C(=O)NC4=O)C(C5=CC=CC=C5)(C6=CC=CC=N6)O)C7=CC=CC=N7
3922	QQBFCZHBIGXDMY-GBESFXJTSA-N	None	Cc1cccc(c1)[C@@H]2[C@@H]3CCCN[C@@H]3c4ccccc24
3923	NGBHIVGGNZOOAA-OPDXVLSISA-N	None	CC(C(=O)OC[C@@H]1C[C@H](Cl)C[C@@H](O1)c2cccc3ccccc23)c4cccc(c4)C(=O)c5ccccc5
3924	KJMVNLKAOWEYRF-SDNWHVSQSA-N	None	CN1CCC/C/1=N\C(=O)Nc2ccccc2
3925	MWDICIARBRXRQD-UQYKBNKQSA-N	None	COC(=O)[C@@]12CO[C@H]3[C@@H](O)[C@](C)([C@@H]4[C@@H](OC(=O)C)OC[C@]4([C@H](C[C@H]1OC(=O)C)OC(=O)\C(=C\C)\C)[C@H]23)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O
3926	KRBMMWVFECDOHC-UHFFFAOYSA-N	None	[Cl-].CCCC(OC[n+]1ccn(C)c1\C=N\O)C2CCCC2
3927	CBOCVOKPQGJKKJ-UHFFFAOYSA-L	544-17-2	C(=O)[O-].C(=O)[O-].[Ca+2]
3928	QACBUFQVMMIRKQ-UHFFFAOYSA-N	None	COc1cc(CC(=O)O)cc(c1)c2ccccc2Cl
3929	BMTVNMFPGAESSZ-UHFFFAOYSA-N	None	O.CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)O
3930	KMUONIBRACKNSN-UHFFFAOYSA-N	7778-50-9	[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+]
3931	LIKFCMNKVCKYKM-UHFFFAOYSA-N	None	CC(C)(C)C1=CC(=O)c2c(O)c(O)c(O)c(O)c2C1=O
3932	UFMZWBIQTDUYBN-UHFFFAOYSA-N	10141-05-6	[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Co+2]
3933	RXZSCYQJSJWUMZ-UHFFFAOYSA-N	None	Cl.C(CN1CCCC1)Sc2ccc(N\C(=N/c3ccccc3)\c4ccccc4)cc2
3934	LYZHFSRFSDDCNY-UHFFFAOYSA-N	None	CN1N=C(N(C)C1=O)c2ccc(Cl)cc2
3935	KNCIJUSJTRQDPU-ZJSKVYKZSA-M	None	CCN1\C(=C\C2=[N+](CC)CCS2)\S\C(=C/3\Sc4ccccc4N3C)\C1=O.CC(=O)[O-]
3936	ZWPHHWBUGVSXIF-UHFFFAOYSA-N	None	CC(COc1c(C)cccc1C)NC(=O)C2CC(C)(C)NC2(C)C
3937	JTRDOXTXNZMWMG-UHFFFAOYSA-L	25103-54-2	CC(C)CCCCCCCOP(=S)(OCCCCCCCC(C)C)[S-].CC(C)CCCCCCCOP(=S)(OCCCCCCCC(C)C)[S-].[Zn+2]
3938	QBMKKLPAYGGRRP-UHFFFAOYSA-N	None	OC(=O)Cc1cccc2c(noc12)c3ccc(Cl)cc3
3939	IAYPIBMASNFSPL-UHFFFAOYSA-N	75-21-8	C1CO1
3940	OGEFOIDZDABTGN-UHFFFAOYSA-N	None	Cc1cccc(C)c1NC(=O)CNCCCNC(=O)C2=CC(C)(C)NC2(C)C
3941	JFTBBXZSHOTYAG-UHFFFAOYSA-N	None	CCOC(=O)c1cnc(\N=C(\NC2CCCCC2)/Nc3cc(C)nc4ccccc34)s1
3942	FRASJONUBLZVQX-UHFFFAOYSA-N	130-15-4	C1=CC=C2C(=O)C=CC(=O)C2=C1
3943	DEYKINRXCLHCDG-UHFFFAOYSA-N	None	CC(C)(C)N1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3
3944	ISIMGBQRFXXNON-FCXRPNKRSA-N	None	COc1cc(\C=C\C(=O)\C=C\c2ccc(O)c(OC)c2)ccc1O
3945	XLSZMDLNRCVEIJ-UHFFFAOYSA-N	822-36-6	CC1=CN=CN1
3946	YHIXHBTUOUGQOV-UHFFFAOYSA-N	None	CC(C)(C)N\C(=N/C#N)\Nc1ccc(O)cc1
3947	RDONIOJGIHOGRA-UHFFFAOYSA-N	None	Cl.CCN(CC)CC(=O)NC1c2ccccc2c3ccccc13
3948	OXRBXLIOKMPFCU-UHFFFAOYSA-N	None	COC(=O)Cc1cc(OS(=O)(=O)C)cc(c1)c2ccc(Cl)cc2
3949	KNIBZGLUNOLSGN-UHFFFAOYSA-N	None	FC(F)(F)c1cccc2c(Nc3ccccc3C(=O)OCCN4CCN(CC4)c5cccc(Cl)c5)ccnc12
3950	SDIZRKMLTFYCJA-UHFFFAOYSA-N	None	CCOC(=O)C1(CCCc2cccc(c2)C(F)(F)F)CO1
3951	NOPFSRXAKWQILS-UHFFFAOYSA-N	661-19-8	CCCCCCCCCCCCCCCCCCCCCCO
3952	WOAFDHWYKSOANX-UHFFFAOYSA-N	1445-75-6	CC(C)OP(=O)(C)OC(C)C
3953	CNQNTUCXCZSQDR-PTGBLXJZSA-N	None	CCN(CC)CCCOc1ccccc1O\C(=C\c2ccccc2)\C(=O)C
3954	CAYGQBVSOZLICD-UHFFFAOYSA-N	36355-01-8	C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)Br
3955	NAILKKRDWBJCNH-UHFFFAOYSA-N	None	CCCc1cccc(CCC)c1O
3956	MLPVBIWIRCKMJV-UHFFFAOYSA-N	578-54-1	CCC1=CC=CC=C1N
3957	YCIUNWKLRAIFJN-UHFFFAOYSA-N	None	CCC(C)(C)\N=C(/NC#N)\Nc1ccncc1
3958	MSQWWMWPNIKNGJ-OQLLNIDSSA-N	None	[O-][N+](=O)c1oc(cc1)c2nc(\C=N\N3CCCCCC3)cs2
3959	XOVPZXXZORJJCG-UHFFFAOYSA-N	None	CCc1ccc(nc1)c2nc3ccccc3[nH]2
3960	RCYQXSCEIUPTHM-JXQTWKCFSA-N	None	COc1cc(cc(OC)c1OC)C(=O)O[C@@H]2CCC3CCC2N3C
3961	SFNALCNOMXIBKG-UHFFFAOYSA-N	9002-92-0	CCCCCCCCCCCCOCCO
3962	WTYPSKPUJJFFNE-UHFFFAOYSA-M	None	[I-].C[N+](C)(C)CCN1CCN(c2ccccc2)c3ccccc3C1=O
3963	YXZFFTJAHVMMLF-UHFFFAOYSA-N	107-82-4	CC(C)CCBr
3964	FGDBZAUQYSSEAH-UHFFFAOYSA-N	None	[Cl-].C[n+]1ccn(CCCS(=O)(=O)C)c1\C=N\O
3965	GXEKYRXVRROBEV-UHFFFAOYSA-N	145-73-3	C1CC2C(C(C1O2)C(=O)O)C(=O)O
3966	KXDAEFPNCMNJSK-UHFFFAOYSA-N	55-21-0	C1=CC=C(C=C1)C(=O)N
3967	XTIDSQHPZXFIHY-UHFFFAOYSA-N	None	CCOc1ccccc1N2C(c3ccccc3)C24C(=Nc5ccccc45)c6ccccc6
3968	DDTBPAQBQHZRDW-UHFFFAOYSA-N	294-62-2	C1CCCCCCCCCCC1
3969	MNNHAPBLZZVQHP-UHFFFAOYSA-N	7783-28-0	[NH4+].[NH4+].OP(=O)([O-])[O-]
3970	CUXVMFZKLYARIV-UHFFFAOYSA-N	None	Cc1ccc2nc(C)cc(N\C(=N\C(C)(C)C)\Nc3nccs3)c2c1
3971	CTBDNAHBIPBRTI-UHFFFAOYSA-N	None	O=C(Cn1ccnc1)c2ccc(cc2)c3ccccc3
3972	WGCVRRUEJIWBFT-UHFFFAOYSA-N	None	NN1C(=NN=C(Cc2ccccc2)C1=O)N\N=C\3/C(=O)Nc4ccccc34
3973	VCVCZZORPOVMLU-UHFFFAOYSA-N	None	Cl.Cl.CC(=O)c1ccc(NC(=O)CCN2CCN(CC2)c3ccccn3)cc1
3974	HCXFZYCIHYNMPH-UHFFFAOYSA-N	None	OC1(Cc2ccccc2C3=NCCN13)c4cccs4
3975	YBKHAXUQGDNHHV-UHFFFAOYSA-N	None	CC(C)NCC(O)c1cc(Br)cs1
3976	QGHREAKMXXNCOA-UHFFFAOYSA-N	23564-05-8	COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC
3977	QMMFVYPAHWMCMS-UHFFFAOYSA-N	75-18-3	CSC
3978	RGZXVCSFEYVCIJ-UHFFFAOYSA-N	None	Cl.Fc1ccc(cc1)C2=C(CCN3CCN(CC3)c4cc(Cl)ccc4Cl)OC(=O)O2
3979	MWUZSPGMMVPHKA-UHFFFAOYSA-N	None	Cl.NCCc1cccc(c1)N2CCCCC2
3980	FNCMMTVNCZUXKQ-UHFFFAOYSA-N	None	Nc1ccc(Nc2c(C#N)c(Cl)c(C#N)c(Cl)c2C#N)cc1
3981	SNICXCGAKADSCV-UHFFFAOYSA-N	54-11-5	CN1CCCC1C2=CN=CC=C2
3982	NLPRAJRHRHZCQQ-UTLUCORTSA-N	None	Clc1ccc(cn1)[C@@H]2C[C@H]3CC[C@@H]2N3
3983	HGMITUYOCPPQLE-UHFFFAOYSA-N	6581-06-2	C1CN2CCC1C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O
3984	XBWRJSSJWDOUSJ-UHFFFAOYSA-L	10049-05-5	Cl[Cr]Cl
3985	XRXDAJYKGWNHTQ-UHFFFAOYSA-N	None	C1CN(CCN1)c2ccc3ccccc3n2
3986	XYXYKARIFFFTLI-UHFFFAOYSA-N	None	CCCCNC(=O)Nc1cccc2C(CN(C)Cc12)c3ccc(Cl)cc3
3987	DXUQZLLVEIKZLQ-UHFFFAOYSA-N	None	Cl.Cl.CC1CN(CCN1CCC(=O)Nc2ccc(cc2)[N+](=O)[O-])c3ccccn3
3988	IPWQJEONCUFCOR-QUVNMDIPSA-N	None	CCN1C[C@]2(COC(=O)c3ccccc3N4C(=O)C[C@H](C)C4=O)CC[C@H](OC)[C@@]56C7C[C@@H]8[C@H](C[C@@](O)(C7[C@H]8OC(=O)C)[C@@](O)([C@@H](OC)C25)C16)OC
3989	SGLGUTWNGVJXPP-UHFFFAOYSA-N	None	N#Cc1cc(cc(c1)C#N)C#N
3990	AGBQKNBQESQNJD-SSDOTTSWSA-N	None	OC(=O)CCCC[C@@H]1CCSS1
3991	BDNZANPABAQRBQ-JVWYYLOCSA-N	None	C[C@H]1CN=C2CCCC(=C)C[C@@H]3CC[C@@](C)(O)[C@]4(CC[C@@]5(C[C@@H](C)[C@@H](C[C@H](O)\C(=C\[C@H]6C(=C(CC[C@]26C[C@@H]1C)[C@H]7OC(=O)C(=C7)C)C)\C)O5)O4)O3
3992	FXHOOIRPVKKKFG-UHFFFAOYSA-N	127-19-5	CC(=O)N(C)C
3993	FGVWRPNKIOPBLU-UHFFFAOYSA-N	None	C1CCN(C1)p2(np(np(n2)(N3CC3)N4CC4)(N5CC5)N6CC6)N7CCCC7
3994	WUKWITHWXAAZEY-UHFFFAOYSA-L	7789-75-5	[F-].[F-].[Ca+2]
3995	XEFQLINVKFYRCS-UHFFFAOYSA-N	3380-34-5	C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
3996	UKHWDRMMMYWSFL-UHFFFAOYSA-N	330-95-0	CC1=CC(=NC(=O)N1)C.C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
3997	RCPMGOCZIHMTRD-UHFFFAOYSA-N	None	CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c2ccccc2Cl
3998	MQWCOABOWPSCHR-UHFFFAOYSA-N	None	CC(C)C(=O)Oc1c(Cl)c(Cl)c(C#N)c(Cl)c1Cl
3999	ZHVRSXGDTNGELL-UHFFFAOYSA-N	None	Cl.CCCCCCN1C2CCCC(C2)(C1C)c3cccc(O)c3
4000	BWMMRMDCODVQBX-UHFFFAOYSA-N	None	CNC(=O)Nc1c(OC)c2ccoc2c(OC)c1OCCN3CCCC3
4001	MLBJASFXUVNGLK-UHFFFAOYSA-N	None	OCC(O)COC(=O)Cc1ccc2C(=O)c3ccccc3COc2c1
4002	IUWAAGJWYXFRMA-UHFFFAOYSA-N	None	Cl.CC1N(CC=C)C2CCCC1(C2)c3cccc(O)c3
4003	BFZOBNLAWCOYMD-UHFFFAOYSA-N	None	CCCCC1OC(=O)c2cc(Br)ccc12
4004	NLEYGFRERMQWEU-UHFFFAOYSA-N	None	Cc1onc(C)c1N\C(=N\C#N)\NC(C)(C)C
4005	KWVPRPSXBZNOHS-UHFFFAOYSA-N	88-05-1	CC1=CC(=C(C(=C1)C)N)C
4006	HPBNRIOWIXYZFK-UHFFFAOYSA-N	22195-34-2	C1CCC2(CC1)OCC(O2)CN=C(N)N
4007	ORWUMNGYNRJQII-UHFFFAOYSA-N	None	CCN1N=C(N(C)C1=O)c2ccccc2
4008	VYIRVAXUEZSDNC-UHFFFAOYSA-N	465-42-9	CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)C2(CC(CC2(C)C)O)C)C)C
4009	RBKAHBDUBCYBRG-UHFFFAOYSA-N	None	Cl.CCCN(CCC)CC(=O)NC1CCc2ccccc12
4010	QZSICLBIOVCSBK-UHFFFAOYSA-N	None	CC1=CC(N=C(NN2C(=O)c3cc4C(=O)N(NC5=NC(C=C(C)N5)c6ccccc6)C(=O)c4cc3C2=O)N1)c7ccccc7
4011	ISRFFUUSKJOMHT-UHFFFAOYSA-N	None	COc1ccc(cc1)c2cc3nc(N4CCC4)c5ccccc5c3nn2
4012	BBPLSOGERZQYQC-UHFFFAOYSA-N	25168-26-7	CC(C)CCCCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl
4013	DMBAXHSTSULONF-ZHACJKMWSA-N	None	C\C(=C(\C)/c1ccc(Br)cc1)\C(=O)NCC#C
4014	NYPJHNCSQQPCJU-UHFFFAOYSA-N	None	COc1ccc(cc1)N2CCN3C(=O)C(=O)NN=C23
4015	KRTSDMXIXPKRQR-UHFFFAOYSA-N	6923-22-4	CC(=CC(=O)NC)OP(=O)(OC)OC
4016	CRPUJAZIXJMDBK-UHFFFAOYSA-N	79-92-5	CC1(C2CCC(C2)C1=C)C
4017	CFXQEHVMCRXUSD-UHFFFAOYSA-N	96-18-4	C(C(CCl)Cl)Cl
4018	RQLBJLHRLMDUGQ-OQKWZONESA-N	None	CCN(CC)CCOc1ccccc1O\C(=C\c2ccccc2)\C(=O)C
4019	USBQBRPDAHXFMV-UHFFFAOYSA-N	None	Cl.COc1cccc(n1)N2CCN(CCC(=O)Nc3ccc(cc3)[N+](=O)[O-])CC2
4020	OECTYKWYRCHAKR-UHFFFAOYSA-N	106-87-6	C1CC2C(O2)CC1C3CO3
4021	YLJREFDVOIBQDA-UHFFFAOYSA-N	None	Nc1c2CCCCc2nc3ccccc13
4022	DIOZMSACJPTBST-UHFFFAOYSA-N	113136-77-9	C1C(C1C(=O)O)C(=O)NC2=C(C=C(C=C2)Cl)Cl
4023	LSXQCCXQGGKZIL-UHFFFAOYSA-N	None	CCc1nccn1c2ccc(NN)nn2
4024	CWJSHJJYOPWUGX-UHFFFAOYSA-N	101-21-3	CC(C)OC(=O)NC1=CC(=CC=C1)Cl
4025	PMATZTZNYRCHOR-UHFFFAOYSA-N	59865-13-3	CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
4026	AANZPLWMKOLXIU-UHFFFAOYSA-N	None	Fc1cc(F)cc(NC(=S)c2ccccn2)c1
4027	GMMWNTHAIOJBSD-UHFFFAOYSA-N	None	CN(C)c1nc(Cl)cc(Nc2cccc(C)c2C)n1
4028	NFLGAXVYCFJBMK-UHFFFAOYSA-N	89-80-5	CC1CCC(C(=O)C1)C(C)C
4029	ZRABQAYUPRUKFS-UHFFFAOYSA-N	None	Cl.CNCCc1cc2cccc3CCc4ccccc4n1c23
4030	JARKCYVAAOWBJS-UHFFFAOYSA-N	66-25-1	CCCCCC=O
4031	UEDUENGHJMELGK-HYDKPPNVSA-N	None	C[C@@]12CCC[C@](C)([C@H]1CC[C@]34CC(=C)[C@](CC[C@@H]23)(C4)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(=O)O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O
4032	VIASEBSYVIYYEZ-UHFFFAOYSA-N	None	Oc1oc(CCN2CCN(CC2)c3cc(Cl)cc(Cl)c3)c(n1)c4ccc(F)cc4
4033	OKIZCWYLBDKLSU-UHFFFAOYSA-M	75-57-0	C[N+](C)(C)C.[Cl-]
4034	BCGKJCWZODJFAI-UHFFFAOYSA-N	None	[O-][N+](=O)c1ccc2NC(=O)C(N=C(c3ccccc3)c2c1)C#N
4035	LEQSEAZYHFDOER-UHFFFAOYSA-N	None	CN1N=C(N(C)C1=O)c2ccccc2F
4036	MFPOLCOTDSGJDD-UHFFFAOYSA-N	None	O=C(Nc1cccc2ccccc12)C3=Cc4ccccc4C(=O)S3
4037	JDRFUUBRGGDEIZ-UHFFFAOYSA-N	2300-66-5	CNC.COC1=C(C=CC(=C1C(=O)O)Cl)Cl
4038	RNWUUSDNMTURGQ-UHFFFAOYSA-N	None	CC(=O)OCc1c(COC(=O)C)c(c2cccs2)n3CCCc13
4039	YYJNOYZRYGDPNH-UHFFFAOYSA-N	134098-61-6	CC1=NN(C(=C1C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)OC3=CC=CC=C3)C
4040	DNKXCJCDECEGGT-UHFFFAOYSA-N	None	N#Cc1c(Nc2ccccn2)nc(SCc3nc4ccccc4[nH]3)nc1c5ccccc5
4041	WAAHHGKGQYVTNS-UHFFFAOYSA-N	105735-71-5	C1=CC2=C(C=CC3=C2C(=C1)C4=C3C=CC=C4[N+](=O)[O-])[N+](=O)[O-]
4042	GQCZPFJGIXHZMB-UHFFFAOYSA-N	57018-52-7	CC(COC(C)(C)C)O
4043	NXCYBYJXCJWMRY-VGBBEZPXSA-N	None	CC(=O)O[C@@H]1[C@H]2CC[C@H]3[C@@](C)(O)[C@@H]4C[C@H](O)C(C)(C)[C@@]4(O)[C@H](O)C[C@@]13C[C@@]2(C)O
4044	YVIYTJOOHMRPLE-PQTSNVLCSA-N	None	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)NCCS(=O)(=O)N
4045	VIYUVSDCKPHCPG-WISKXVKBSA-N	None	CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(=O)Nc3ccc(cc3)N(CCCl)CCCl
4046	MNROGAJSEKZPKU-ZPHPHTNESA-N	None	COc1ccc(cc1Cl)N2C(=O)\C(=C/3\CCCN3C)\c4ccccc24
4047	IWEDIXLBFLAXBO-UHFFFAOYSA-N	1918-00-9	COC1=C(C=CC(=C1C(=O)O)Cl)Cl
4048	QQQSFSZALRVCSZ-UHFFFAOYSA-N	998-30-1	CCO[SiH](OCC)OCC
4049	NZXIWVYOGLYGKD-RVDMUPIBSA-N	None	CN1CCC/C/1=N\C(=O)Nc2cccc(F)c2
4050	NTBYINQTYWZXLH-UHFFFAOYSA-N	99-54-7	C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl
4051	VTAKGWAZTZCNOL-UHFFFAOYSA-H	16923-95-8	F[Zr-2](F)(F)(F)(F)F.[K+]
4052	OWMWWMZMOLIDRD-UHFFFAOYSA-N	None	OC1CCCc2nc3ccccc3c(NCc4ccc(cc4)C(F)(F)F)c12
4053	LFLOGZLOUGKDJM-OKZBNKHCSA-N	None	Fc1ccc(cc1)[C@@H]2[C@@H]3CCCN[C@@H]3c4ccccc24
4054	YRIBSJUIWGKKLF-UHFFFAOYSA-N	None	O=C(N1CCN(CC1)c2nc(SCc3nc4ccccc4[nH]3)nc(c5ccccc5)c2C#N)c6ccccc6
4055	VJHINFRRDQUWOJ-UHFFFAOYSA-N	122-62-3	CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC
4056	BVBAFECUFZTVHF-UHFFFAOYSA-N	None	Cl.Cl.CCOc1cncc(OCC)c1CN
4057	RCHBISYAMLOGFB-UHFFFAOYSA-N	None	CCCCCCCCCCCC(O)CC(=O)NC1C(OCCCN(CC(=O)O)C(=O)CC(O)CCCCCCCCCCC)OC(CO)C(O)C1OC(=O)CC(O)CCCCCCCCCCC
4058	HKSGQTYSSZOJOA-UHFFFAOYSA-N	506-61-6	[C-]#N.[C-]#N.[K+].[Ag+]
4059	LQSFEOMOHFPNEB-UHFFFAOYSA-N	598-14-1	CC[As](Cl)Cl
4060	AXKQBCNRLIDXKR-UHFFFAOYSA-N	None	Cc1c(F)c(nc2N(C=C(C(=O)O)C(=O)c12)C3CC3)N4CC5CC4CN5
4061	VLNZHMSMASUUKG-UHFFFAOYSA-N	None	FC(F)(F)c1ccc2c(Nc3ccc(cc3)C(=O)N4CCC(=CC4)c5ccc(Cl)cc5)ccnc2c1
4062	AWBCKTDLOMMEFS-UHFFFAOYSA-N	None	CC(C)Oc1cc(NC2(CCCN)CC2)c3ncccc3n1
4063	IGZSOTNBAPYRHK-UHFFFAOYSA-N	None	O=C(Cc1ccc(cc1)N2CCCCC2)NCCc3ccc(cc3)N4CCCCC4
4064	IUFAYMZNYIQLKY-UHFFFAOYSA-N	None	Cl.Cl.NCc1c(OCCCCO)cncc1OCCCCO
4065	NDYCBIDEOLYARQ-UHFFFAOYSA-N	None	Cl.NC(=N)Nc1ccc(cc1)C(=O)Oc2cccc3cccnc23
4066	SBNPWPIBESPSIF-MHWMIDJBSA-N	120287-85-6	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCNC(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C
4067	MWFKNMNRJKOXEF-UHFFFAOYSA-N	None	CNC1CN(C1C)C2c3ccccc3CCc4ccccc24
4068	DGYNAGYJCRNBFI-UHFFFAOYSA-N	None	CNc1nc(Br)cn2ccnc12
4069	AYARUBQRJJYGCJ-UHFFFAOYSA-P	None	Cn1cc[n+](COC[n+]2ccn(C)c2\C=N\O)c1\C=N\O
4070	ATTZFSUZZUNHBP-UHFFFAOYSA-N	120-62-7	CCCCCCCCS(=O)C(C)CC1=CC2=C(C=C1)OCO2
4071	MEFOUWRMVYJCQC-UHFFFAOYSA-N	122931-48-0	CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
4072	OALOQDOGDUFPCR-YTQUADARSA-N	None	Cc1ccc(cc1N)[C@@H]2[C@@H]3CCCN[C@@H]3c4ccccc24
4073	JMMWKPVZQRWMSS-UHFFFAOYSA-N	108-21-4	CC(C)OC(=O)C
4074	CSSMSJVEFXXIMP-UHFFFAOYSA-N	None	Cc1nnc(c2nn(c3ccccc3)c(c4ccccc4)c2C#N)c5cn(nc15)c6ccccc6
4075	VHNWHFLUIVDGSH-UHFFFAOYSA-N	None	CC1=Nc2ccccc2C(=O)N1CCCNC(=O)C3CC(C)(C)NC3(C)C
4076	YLJXZSWHZFXCDY-RQJHMYQMSA-N	None	N[C@H]1CC[C@H](C1)C(=O)NCCC(=N)N
4077	FNNQCONAJPWRKB-WJBGISAESA-N	None	COC(=O)[C@H]1OC[C@@]23[C@H](C[C@@H](OC(=O)C)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)\C(=C\C)\C
4078	PNZOLYZFZYIJDS-UHFFFAOYSA-N	None	CCOC1=C(C=NN(C)C1=O)N(C)C
4079	YUXIBTJKHLUKBD-UHFFFAOYSA-N	141-03-7	CCCCOC(=O)CCC(=O)OCCCC
4080	UEHJPVCNGHZHGZ-DZGCQCFKSA-N	None	CCCN1CCC[C@@H]2[C@H]1CCc3ncccc23
