ChemIndex	InChIKey	CASRN	CanonicalSMILES
6999	GOHXCDJVHOSNJN-DJLDLDEBSA-N	None	Cn1cnc(c1Sc2ncnc3c2ncn3[C@H]4C[C@H](O)[C@@H](CO)O4)[N+](=O)[O-]
7000	SJQBHPJLLIJASD-UHFFFAOYSA-N	1154-59-2	C1=CC(=C(C=C1NC(=O)C2=CC(=CC(=C2O)Cl)Cl)Cl)Cl
7001	TVFDJXOCXUVLDH-UHFFFAOYSA-N	7440-46-2	[Cs]
7002	SZMAETHEUHBGME-NRFANRHFSA-N	None	CCCC(=O)N(Cc1ccc(cc1)c2ccccc2C3=NC(=O)ON3)[C@@H](C(C)C)C(=O)O
7003	SIJNLDDSNHLXGQ-UHFFFAOYSA-N	None	COC(=O)NC1=NC(C(C)N1)c2ccccc2
7004	NMOBWHHFBULJKX-UHFFFAOYSA-N	None	CCc1cc2N=C(N3CCN(C)CC3)c4cc(Cl)ccc4Nc2s1
7005	SSQJGMUQRCQXMP-WGARJPEWSA-N	None	COc1ccc(cc1)c2nn(cc2\C=N/c3ccc(Cl)cc3)c4ccc(cc4)S(=O)(=O)N
7006	AIKKULXCBHRFOS-UHFFFAOYSA-N	2540-82-1	CN(C=O)C(=O)CSP(=S)(OC)OC
7007	HIQONTNPQNNMST-UBKPWBPPSA-N	None	Clc1ccc(cc1Cl)c2oc(\C=N\N3CC(=O)NC3=O)cc2
7008	IIUYTILLVHWNOR-UHFFFAOYSA-N	None	CC(C)CC(NC(=O)N(CCCl)N=O)C(=O)NCCCl
7009	GGIMEHGWRPVJEX-UHFFFAOYSA-N	None	CC(CNc1nnc(cc1C)c2ccccc2)N3CCOCC3
7010	HJMPSKKJHVWPBK-UHFFFAOYSA-N	13256-22-9	CN(CC(=O)O)N=O
7011	OCKMZSHJGQOSQU-UHFFFAOYSA-N	None	OC(=O)Cc1ccc2onc(c3ccc(Cl)cc3)c2c1
7012	MZHXYVMEVBEFAL-XXFAKQOHSA-N	None	C[C@H]1CC[C@@H]2N(C1)C[C@H]3[C@]4(O)C[C@]56O[C@]7(O)[C@@H](O)CC[C@@]5(C)[C@@H]7CC[C@H]6[C@]4(O)C[C@H](O)[C@]3(O)[C@]2(C)O
7013	IUAYMJGZBVDSGL-XNNAEKOYSA-N	None	CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]4CCCN4C(=O)[C@@H](Cc5ccccc5)NC1=O)C(C)C)C(C)C
7014	ALZVBUHMFGXAIR-UHFFFAOYSA-M	None	[Cl-].CCCCCCCCc1c2c(OC)c(OC)ccc2cc3c4cc5OCOc5cc4CC[n+]13
7015	WVIUOSJLUCTGFK-JUJPXXQGSA-N	None	C[C@H](O)[C@]1(NC(=O)N(C)C)[C@@H](N)[C@H](Nc2cccc(c2)C(=O)C)[C@](O)(COC(=O)c3c(C)cccc3O)[C@]1(C)O
7016	DIRFUJHNVNOBMY-UHFFFAOYSA-N	None	CCC(C)c1ccccc1OC(=O)NC
7017	NPMPLQGFIZLCFO-UHFFFAOYSA-N	None	CC(C)NCC(=O)Nc1ccc(cc1)C2NC(=O)Cc3ccccc23
7018	YCFHEUGHSRSOFR-LTNJPURBSA-N	None	CO[C@@H](Cc1ccccc1)[C@@H](C)\C=C(/C)\C=C\[C@@H]2NC(=O)[C@H](CCCCNC(=N)N)NC(=O)[C@@H](C)[C@@H](NC(=O)\C(=C\C)\N(C)C(=O)CC[C@@H](NC(=O)[C@H]2C)C(=O)O)C(=O)O
7019	LLEMOWNGBBNAJR-UHFFFAOYSA-N	90-43-7	C1=CC=C(C=C1)C2=CC=CC=C2O
7020	VRGNGYSBGBUCQD-UHFFFAOYSA-L	None	[Na+].[Na+].[I-].C[n+]1c(CC(=S)[S-])cccc1CC(=S)[S-]
7021	CFJZPYYYXHXWSB-VMPITWQZSA-N	None	Brc1cccc(\C=C/2\NC(=O)NC2=O)c1
7022	XMAYIBYRAZTZSW-UHFFFAOYSA-N	None	Cc1cccc(C(=C)n2ccnc2)c1OCC(O)CNC(C)(C)C
7023	ULUZGMIUTMRARO-UHFFFAOYSA-N	110-21-4	C(=O)(N)NNC(=O)N
7024	OQIQSTLJSLGHID-UHFFFAOYSA-N	1162-65-8	COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1
7025	SDYWXFYBZPNOFX-UHFFFAOYSA-N	95-76-1	C1=CC(=C(C=C1N)Cl)Cl
7026	NOIIUHRQUVNIDD-UHFFFAOYSA-N	51-12-7	C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
7027	VYMDGNCVAMGZFE-UHFFFAOYSA-N	None	CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3
7028	LDLXLBRNTBXENQ-GXDHUFHOSA-N	None	CN(C)c1ccc(\C=C\C(=O)c2c(O)ccc3C(=CC(=O)Oc23)c4ccccc4)cc1
7029	JBUUTKCUOATJNO-VQHVLOKHSA-N	None	COc1cc(\C=C\C)ccc1OCC(=O)NCCCNC(=O)C2=CC(C)(C)NC2(C)C
7030	MJZZYMBGGGOVPA-UHFFFAOYSA-N	None	Cl.CC(CCN1CCOCC1)C(=O)Oc2cc(cc3OC(C)(C)C4=C(CN(CC#C)CC4)c23)C(C)CCCc5ccc(F)cc5
7031	BDERNNFJNOPAEC-UHFFFAOYSA-N	71-23-8	CCCO
7032	ZKULTGLIOSGMEG-UHFFFAOYSA-N	None	CC(C)C(\N=C(/NC#N)\Nc1ccncc1)C(C)C
7033	YRZUEJBQVDVCOU-UHFFFAOYSA-N	None	CC1=CC(NC(NN)N1)c2ccccc2
7034	VEPOHXYIFQMVHW-PVJVQHJQSA-N	9005-38-3	CC1C(OCCN1C)C2=CC=CC=C2.C(C(C(=O)O)O)(C(=O)O)O
7035	UGQQAJOWXNCOPY-UHFFFAOYSA-N	13560-89-9	C1CC2C(CCC3C1C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl)C5(C(=C(C2(C5(Cl)Cl)Cl)Cl)Cl)Cl
7036	MCOQHIWZJUDQIC-UHFFFAOYSA-N	101-27-9	C1=CC(=CC(=C1)Cl)NC(=O)OCC#CCCl
7037	DXGBXGUKMDUPIH-UHFFFAOYSA-N	None	S=C1N=C(C(=N1)c2ccccc2)c3ccccc3
7038	ZOCHARZZJNPSEU-UHFFFAOYSA-N	19287-45-7	B#B
7039	ROFVEXUMMXZLPA-UHFFFAOYSA-N	366-18-7	C1=CC=NC(=C1)C2=CC=CC=N2
7040	JEZSFPSHLDVUFY-UHFFFAOYSA-N	None	Cc1cc(Cl)c(OCC(O)CNC(C)(C)C)c(C(=C)n2ccnc2)c1C
7041	ZCSKHUREZLCWHM-YSMPRRRNSA-N	None	COc1ccc(cc1)\N=C/c2cn(nc2c3ccc(OC)cc3)c4ccc(cc4)S(=O)(=O)N
7042	NTGDPOAXBVUYEY-UHFFFAOYSA-N	None	Cl.Cl.COc1cccc(n1)N2CCN(CCC(=O)Nc3ccc(N)cc3)CC2
7043	PSEXRWOPAVOORM-XUVXKRRUSA-N	None	CN1CCC[C@@H]2[C@H]1c3ccccc3[C@H]2c4ccc(C)cc4
7044	YETUMOQQRVDMSZ-UHFFFAOYSA-N	None	O.Nc1nc(N)c2nc(CNc3ccc(cc3)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)O)cnc2n1
7045	UIYGHZSDCYOYAR-UHFFFAOYSA-N	None	CN(C)NC1CSSC1.OC(=O)C(=O)O
7046	BAQVZNMVOLNGRS-UHFFFAOYSA-N	None	Cl.CC(CN(C)C)c1ccc(cc1)N2CCCCC2
7047	NNFCIKHAZHQZJG-UHFFFAOYSA-N	151-50-8	[C-]#N.[K+]
7048	SIWIZAGQWGTJKC-UHFFFAOYSA-N	None	Cl.Cl.CCCCSCCNCCN
7049	QPFMBZIOSGYJDE-UHFFFAOYSA-N	25322-20-7	C(C(Cl)Cl)(Cl)Cl
7050	SYAFOMGWTJAFOZ-KPHNSTPASA-N	None	COc1ccc(cc1)c2c(C#N)c(N)nc(S[C@@H]3O[C@H](O)[C@H](O)[C@H](O)[C@H]3O)c2C#N
7051	UZGLIIJVICEWHF-UHFFFAOYSA-N	2691-41-0	C1N(CN(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
7052	UNQUVONLVUVHLK-UHFFFAOYSA-N	None	Cc1cc(N\C(=N\C(C)(C)C)\NCCO)c2ccccc2n1
7053	LAFFVFLXPFWHBJ-ZMOGYAJESA-N	None	Brc1ccccc1\C=N\c2nnc(Cn3c4ccccc4c5ccccc35)s2
7054	DASGWSCKUOEYLP-UHFFFAOYSA-N	None	[Cl-].CC(OC[n+]1ccn(C)c1\C=N\O)C2CCCCC2
7055	CATSNJVOTSVZJV-UHFFFAOYSA-N	110-43-0	CCCCCC(=O)C
7056	ASLWPAWFJZFCKF-UHFFFAOYSA-N	13674-87-8	C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl
7057	LVNDFGACOZPSFH-WCQYABFASA-N	None	CN1CCC[C@@H]2[C@H]1CCc3ncccc23
7058	AOEPTQAXMLYCKU-UHFFFAOYSA-N	None	CN1CCN(CC1)C2=Nc3cc(sc3Nc4ccccc24)C(=O)C
7059	LCMPIWIWBGHBOY-UHFFFAOYSA-N	None	CC(=O)OCC(=O)CCl
7060	KZAUOCCYDRDERY-UHFFFAOYSA-N	23135-22-0	CNC(=O)ON=C(C(=O)N(C)C)SC
7061	GOFGGKDGGPVRFA-UHFFFAOYSA-N	None	CNC(=O)Nc1c(OC)c2ccoc2c(OC)c1OCCCN(C)C
7062	AYFVYJQAPQTCCC-UHFFFAOYSA-N	72-19-5	CC(C(C(=O)O)N)O
7063	XTXRWKRVRITETP-UHFFFAOYSA-N	108-05-4	CC(=O)OC=C
7064	GFALCKJLTJCETA-WJDWOHSUSA-N	None	CN(C)c1ccc(cc1)\N=C/2\C=CC(=O)C(=C2)Cl
7065	CMSMOCZEIVJLDB-UHFFFAOYSA-N	50-18-0	C1CNP(=O)(OC1)N(CCCl)CCCl
7066	DFCAFRGABIXSDS-UHFFFAOYSA-N	1134-23-2	CCN(C1CCCCC1)C(=O)SCC
7067	LNNRTJSIPNUGCA-UHFFFAOYSA-N	None	[Cl-].C[n+]1c(\C=N\O)n(C)c2ccccc12
7068	RMMXTBMQSGEXHJ-UHFFFAOYSA-N	None	CN(C)C1=C(C)N(C)N(C1=O)c2ccccc2
7069	ASBWZSLPLOXCAV-YGPDHOBYSA-N	None	CCC(=O)N([C@H]1CCN2C[C@@H](c3ccccc3)c4ccccc4[C@@H]2C1)c5ccccc5
7070	WBJINCZRORDGAQ-UHFFFAOYSA-N	109-94-4	CCOC=O
7071	RUMACXVDVNRZJZ-UHFFFAOYSA-N	97-86-9	CC(C)COC(=O)C(=C)C
7072	IUNGBSYMDFEAMS-KPRONASWSA-N	None	COC(=O)C1=C(C)OC(=C(C[C@H]2C(=C)CC[C@@H]3[C@@](C)(CCC(C)(C)O)[C@@H](O)CC[C@@]23C)C1=O)OC
7073	IOUNQDKNJZEDEP-UHFFFAOYSA-N	2310-17-0	CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O
7074	GLDOVTGHNKAZLK-UHFFFAOYSA-N	112-92-5	CCCCCCCCCCCCCCCCCCO
7075	KNCYXPMJDCCGSJ-UHFFFAOYSA-N	68157-60-8	C1CC(=O)NC(=O)C1
7076	RUOJZAUFBMNUDX-UHFFFAOYSA-N	108-32-7	CC1COC(=O)O1
7077	RXFIDWCRURERSU-MFKUBSTISA-N	None	CN(C)c1ccc(\C=N\c2nnc(Cn3c4ccccc4c5ccccc35)s2)cc1
7078	YSUQLAYJZDEMOT-UHFFFAOYSA-N	2426-08-6	CCCCOCC1CO1
7079	BQJCRHHNABKAKU-KBQPJGBKSA-N	None	CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35
7080	ZRNNGPOEJITBAV-VMPREFPWSA-N	None	C1CCN(CC1)[p@]2(np(n[p@](n2)(N3CC3)N4CCCCC4)(N5CC5)N6CC6)N7CC7
7081	HBBIXYBPQAFOBQ-UHFFFAOYSA-N	None	[Br-].[Br-].C[N+](C)(CCS)CC(=O)c1ccc(cc1)c2ccc(cc2)C(=O)C[N+](C)(C)CCS
7082	LSJGAYNIIMEDLR-AQNXPRMDSA-N	None	CN1[C@H]2CC[C@H](OC(=O)C(O)(c3ccccc3)c4ccccc4)[C@H]1CC2
7083	RRZQAXXICIYGLA-HGKNYZIUSA-N	None	CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC(=O)[C@H](CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)O)[C@@H](C)O
7084	XIUROWKZWPIAIB-UHFFFAOYSA-N	3689-24-5	CCOP(=S)(OCC)OP(=S)(OCC)OCC
7085	STVVMTBJNDTZBF-VIFPVBQESA-N	None	N[C@H](CO)Cc1ccccc1
7086	SSWLKKAKXQEFRI-UBPLGANQSA-N	None	C[C@H]1O[C@H]([C@@H]2OC(=O)O[C@H]12)N3C=C(F)C(=NC3=O)NC(=O)Oc4ccc(Cl)cc4
7087	SFVFIFLLYFPGHH-UHFFFAOYSA-M	122-19-0	CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]
7088	KMUMXUDINVKVGX-XNTDXEJSSA-N	None	CN1CCC/C/1=N\C(=O)Nc2c(Br)cccc2Br
7089	JSVLNARHSWZARV-FOOXNAEUSA-N	None	COC1=C(C)C(=O)OC(=C1C)[C@]2(C)O[C@H]2\C(=C\C(=C\[C@]3(C)O[C@H](C)[C@@]4(C)O[C@@H]34)\C)\C
7090	XJHWCHWUDYDOIT-UHFFFAOYSA-N	None	[Cl-].CCC(C)C(C)OC[n+]1ccn(C)c1\C=N\O
7091	NAHRHHCRHQYYSV-UHFFFAOYSA-N	None	CC(=O)OCC1OC(OC(=O)C)C(NC(=O)CF)C(OC(=O)C)C1OC(=O)C
7092	YBMSPXHTBCHFJU-OQKWZONESA-N	None	CCN(CC)CCOc1ccccc1O\C(=C\c2ccccc2)\C(C)O
7093	CYQFCXCEBYINGO-IAGOWNOFSA-N	None	CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1
7094	CQWZYYPXDHJXTR-UHFFFAOYSA-M	None	[K+].[S-]C(=S)NNC(=O)CC(=O)Nc1nccs1
7095	ZHPWRQIPPNZNML-UHFFFAOYSA-N	None	O[N+](=O)[O-].Clc1ccc(CCC(Cn2ccnc2)Sc3c(Cl)cccc3Cl)cc1
7096	UIISPSQWSADMCY-ASFAAARLSA-N	None	COC1C=C2CC[C@H](N)C3=CC(=O)C(=CC=C3C2=C(OC)C1OC)SC
7097	MLFHJEHSLIIPHL-UHFFFAOYSA-N	123-92-2	CC(C)CCOC(=O)C
7098	KEUZWXJHMSDYJE-UHFFFAOYSA-N	None	CN(C)C1CN(C1)C2c3ccccc3COc4ccc(Cl)cc24
7099	WLIADPFXSACYLS-UHFFFAOYSA-N	764-41-0	CC(=CCCl)Cl
7100	QOLCZBCNETZKOG-UHFFFAOYSA-N	None	[Cl-].C[n+]1ccn(COCCCCCl)c1\C=N\O
7101	DLGOEMSEDOSKAD-UHFFFAOYSA-N	154-93-8	C(CCl)NC(=O)N(CCCl)N=O
7102	YACLQRRMGMJLJV-UHFFFAOYSA-N	126-99-8	C=CC(=C)Cl
7103	YHRXPOLYCUTZAM-UHFFFAOYSA-N	None	CCN1C=C(C(=O)O)C(=O)c2cc(F)c(N3CCNCC3)c(F)c12
7104	QUIBJXWUZRLGAQ-UHFFFAOYSA-N	None	CC(C)OC(=O)NC1=NCC(CN1)c2ccccc2
7105	APSCGBRBKJTSAJ-UHFFFAOYSA-N	None	CC(\N=C(/Nc1cc(C)nc2ccccc12)\Nc3nccs3)C(C)(C)C
7106	SLZMWMXHRPGWDS-UHFFFAOYSA-N	None	CCOc1nc(Nc2cccc(C)c2C)nc(SCC(=O)O)n1
7107	SJZPKLXQONJSFS-UKFGXMPHSA-N	None	OC(=O)\C=C/C(=O)O.OC(=O)\C=C/C(=O)O.OC(=O)\C=C/C(=O)O.O=C(CN1CCN(CCOC(c2ccccc2)c3ccccc3)CC1)N4CCOCC4
7108	KJKAGKWTNHLOGS-WLEBYOKTSA-N	None	C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@]2(O)C[C@H](O)[C@H]([C@H](C[C@@H](O[C@H]3O[C@@H](C)[C@H](O)[C@@H](N)[C@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@H]1C)O2)C(=O)NCCCN(C)C
7109	UIZDYVYEZDNKCR-UHFFFAOYSA-N	None	CN1C=CC(=O)n2nc(cc12)c3ccccc3
7110	UQSXHKLRYXJYBZ-UHFFFAOYSA-N	1345-25-1	O=[Fe]
7111	XAUNJOUEWQWLCP-UHFFFAOYSA-N	None	CCCCCC(C)C(C)c1cc(O)c2C3CC(=CCC3C(C)(C)Oc2c1)C
7112	OIPZKLXEVDEHBT-UHFFFAOYSA-N	None	Oc1oc(CCN2CCN(CC2)c3ccc(Cl)c(Cl)c3)c(n1)c4ccc(F)cc4
7113	OQOJEVSASXORGR-ALGPSANZSA-N	None	[Cl-].C[n+]1ccn(COC2CCCC[C@H]2S(=O)(=O)C)c1\C=N\O
7114	CRVGTESFCCXCTH-UHFFFAOYSA-N	105-59-9	CN(CCO)CCO
7115	WBEJYOJJBDISQU-UHFFFAOYSA-N	96-12-8	C(C(CBr)Br)Cl
7116	FGIWFCGDPUIBEZ-UHFFFAOYSA-N	38260-54-7	CCC1=NC(=CC(=N1)OP(=S)(OC)OC)OCC
7117	KKSXKPKLEZPRQX-SPIKMXEPSA-N	None	OC(=O)\C=C/C(=O)O.OC(=O)\C=C/C(=O)O.O=C(CN1CCN(CCOC(c2ccccc2)c3ccccc3)CC1)N4CCN(Cc5ccc6OCOc6c5)CC4
7118	CEAZRRDELHUEMR-UHFFFAOYSA-N	1403-66-3	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
7119	YBVNWAJJGDKMSV-UHFFFAOYSA-N	None	CCOC(=O)NC1=NC(CN1C(C)C)c2ccc(O)cc2
7120	MWAVQYYNMDPWIO-UHFFFAOYSA-N	None	CNCC(=O)Nc1ccc(cc1)C2NC(=O)Cc3ccccc23
7121	DKWUPTGISSPNBQ-UHFFFAOYSA-N	None	CN(c1cc(Cl)nc(OCC(=O)O)n1)c2cccc(C)c2C
7122	IBZSNBJOMXLXPT-UHFFFAOYSA-N	None	Cl.COc1ccc(N\C(=N\c2ccc(OCCN(C(C)C)C(C)C)cc2)\c3ccccc3)cc1
7123	ZVTOTMVUJSPMBL-UHFFFAOYSA-N	None	Oc1oc(nn1)c2ccccc2Oc3ccccc3F
7124	CPELXLSAUQHCOX-UHFFFAOYSA-M	10035-10-6	[Br-]
7125	GCTJCXJPVXWAHN-UHFFFAOYSA-N	None	CSc1oc(nn1)c2ccccc2Oc3ccccc3F
7126	TWRXJAOTZQYOKJ-UHFFFAOYSA-L	7786-30-3	[Mg+2].[Cl-].[Cl-]
7127	YBVKNHXQSRDWAA-UHFFFAOYSA-M	11115-67-6	N.O[V](=O)=O
7128	CPNIDZAJADNNBE-UHFFFAOYSA-N	None	COc1ccc(OC)c(NC(=O)CC23CCCN2CCC3)c1
7129	PJGIEMNLNSDYOE-UHFFFAOYSA-N	None	COc1cc(CC(=O)O)cc(c1)c2ccc(F)cc2
7130	RNFNDJAIBTYOQL-UHFFFAOYSA-N	302-17-0	C(C(Cl)(Cl)Cl)(O)O
7131	DGRGLKZMKWPMOH-UHFFFAOYSA-N	496-72-0	CC1=CC(=C(C=C1)N)N
7132	NAHQHWPYVOQFPC-UHFFFAOYSA-N	None	O.Cc1ccc(cc1)c2cnnc(NN)n2
7133	KCXZNSGUUQJJTR-UHFFFAOYSA-N	84-75-3	CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC
7134	DSSYKIVIOFKYAU-UHFFFAOYSA-N	76-22-2	CC1(C2CCC1(C(=O)C2)C)C
7135	BLPXCMVMGXLNJR-UHFFFAOYSA-N	None	CN(C(=O)c1ccc(Cl)cc1)c2ccc(Sc3ccccc3)cc2
7136	RWTYCVWZPAKQAJ-UHFFFAOYSA-N	None	CCC(C)(C)N\C(=N/C#N)\NCCCN(C)C
7137	RQFXFQUBYKLCLR-UHFFFAOYSA-N	None	OCCCN1CCN(CC1)C2=Nc3cc(F)ccc3Nc4ccsc24
7138	QGHSMRZUZSSFGC-UHFFFAOYSA-N	None	CNC1CN(C1)C2c3ccccc3CSc4ccc(OC)cc24
7139	XZEUTOXBFJMCLG-UHFFFAOYSA-N	None	Cl.CC(N)Cc1cc(Cl)c(Cl)s1
7140	KWAIHLIXESXTJL-UHFFFAOYSA-N	858956-08-8	C1CC1C2=NC(=C(C(=N2)N)Cl)C(=O)O
7141	QQXGIHDPMVPWDQ-UHFFFAOYSA-M	None	[I-].CC1CCC(=O)N1CC#CC[N+](C)(C)C
7142	GHASVSINZRGABV-UHFFFAOYSA-N	51-21-8	C1=C(C(=O)NC(=O)N1)F
7143	RBTARNINKXHZNM-UHFFFAOYSA-K	7705-08-0	Cl[Fe](Cl)Cl
7144	RRQYJINTUHWNHW-UHFFFAOYSA-N	112-36-7	CCOCCOCCOCC
7145	LFSAPCRASZRSKS-UHFFFAOYSA-N	583-60-8	CC1CCCCC1=O
7146	UYQUUIQAXCNYOK-UHFFFAOYSA-N	None	Cl.C(n1ccnc1)C2(SCCS2)c3ccc4ccccc4c3
7147	VFHOMXHQQGIGEN-UHFFFAOYSA-N	None	COc1nnc(c2ccccc2)n1C
7148	LEAWUSWKTYDFNS-UHFFFAOYSA-N	None	CCCCCC(C)c1cccc(C)c1O
7149	QMEZLTJXFZFPTQ-UHFFFAOYSA-M	None	[Cl-].CCCCCCN1C(=O)c2c(nc(c3ccc[n+](Cc4ccccc4)c3)n2c5ccccc15)c6ccccc6
7150	IVRIRQXJSNCSPQ-UHFFFAOYSA-N	108-23-6	CC(C)OC(=O)Cl
7151	FRLUGWKVSMWDSX-XNHXMLPGSA-N	None	CO[C@@]12C[C@@]3(C)[C@@]4(O)CC[C@H](C)[C@@H](O)[C@]4(O1)[C@@]5(O)[C@]2(C)[C@@](O)(C(C)C)[C@@H](OC(=O)c6cccn6C)[C@@]35OC
7152	KTXZJVBDYSLVRN-UHFFFAOYSA-N	None	CC(=O)Nc1ccc2C3=NNC(=O)CC3CCCc2c1
7153	GMFIBGKIWYLJPE-UHFFFAOYSA-N	None	COc1ccc(OCC(=O)COc2ccc(OC)cc2)cc1
7154	RAFGELQLHMBRHD-IFNPSABLSA-N	1393-63-1	CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)OC)C=CC=C(C)C=CC(=O)O
7155	GXZPMXGRNUXGHN-UHFFFAOYSA-N	1663-35-0	COCCOC=C
7156	SULODLQJEUAMTM-UHFFFAOYSA-N	None	CNNc1nncc(n1)c2ccc(Cl)cc2
7157	AGRCPNMCOXLKFO-UHFFFAOYSA-N	18883-66-4	CN(C(=O)NC(C=O)C(C(C(CO)O)O)O)N=O
7158	RANCECPPZPIPNO-UHFFFAOYSA-N	583-78-8	C1=CC(=C(C=C1Cl)O)Cl
7159	VJZHRZIVFKLJNC-UHFFFAOYSA-N	None	Clc1ccc2N3CCCC(=O)N=C3Sc2c1
7160	MQBUSAOPFBSBFZ-WVMMTVHUSA-N	None	[O-][N+](=O)\N=C\1/N(Cc2ccc(Cl)nc2)CCN1Cc3cccc(CN4CCN(Cc5ccc(Cl)nc5)/C/4=N\[N+](=O)[O-])c3
7161	YPQSYBCPGPLLCN-UHFFFAOYSA-N	None	Cl.COc1ccccc1c2cccc3CCN(C)Cc23
7162	JIKTXDSTDCJSON-UHFFFAOYSA-N	None	CN(C(=O)CNC(=O)CN1CCCCC1)c2ccc(Cl)cc2C(=O)c3ccccc3Cl
7163	YRMDVQUBWPUKMC-UHFFFAOYSA-N	None	CC1(C)NC(C)(C)C(=C1)C(=O)NCCCNCc2occc2
7164	MPYGCPGYHSZVFL-UHFFFAOYSA-N	None	COc1ccccc1NC(=O)CC23CCCN2CCC3
7165	LXABGYAXHNLPEO-UHFFFAOYSA-N	None	CC(CN1CCN(CC1)c2ccccc2)OC(=O)c3ccccc3Nc4ccnc5cc(Cl)ccc45
7166	YYDNQDJHLPZHQX-UHFFFAOYSA-N	None	FC(F)(F)c1cccc(c1)N2CCN(CCOC(=O)c3ccccc3Nc4ccnc5c(cccc45)C(F)(F)F)CC2
7167	SOUGWDPPRBKJEX-UHFFFAOYSA-N	156052-68-5	CCC(C)(C(=O)CCl)NC(=O)C1=CC(=C(C(=C1)Cl)C)Cl
7168	KWRKDHQHGWBVGV-UHFFFAOYSA-N	None	CCCCNCC(=O)Nc1cccc2C(CN(C)Cc12)c3ccccc3
7169	FVRWSVHBLIMFCQ-QJYMGJSJSA-N	None	CCOC(=O)[C@]1(CC1CN(CCO)CCO)c2ccccc2.OC(=O)\C=C/C(=O)O
7170	NEEHYRZPVYRGPP-IYEMJOQQSA-L	299-28-5	C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Ca+2]
7171	UXQSHXVXPDJKJU-UHFFFAOYSA-N	None	COc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N
7172	DDQXDFWZOSDVPB-UHFFFAOYSA-N	None	Cl.NC1CC(C1)(c2ccccc2)c3ccccc3
7173	BXNJHAXVSOCGBA-UHFFFAOYSA-N	None	COc1ccc2c(c1)[nH]c3c(C)nccc23
7174	ZDYSYPYCTSJYGU-UHFFFAOYSA-N	None	Oc1ccc(cc1)C2SCC(=O)N2c3nnc(Cn4c5ccccc5c6ccccc46)s3
7175	BLBUJPGRSAVNTJ-UHFFFAOYSA-N	None	CC(C)(C)\N=C(/Nc1ccncc1)\Nc2nccs2
7176	WVYWICLMDOOCFB-UHFFFAOYSA-N	108-11-2	CC(C)CC(C)O
7177	DAIKHDNSXMZDCU-UHFFFAOYSA-N	11006-76-1	CC1C=CC(=O)NCC=CC(=CC(CC(=O)CC2=NC(=CO2)C(=O)N3CCC=C3C(=O)OC1C(C)C)O)C
7178	HOKBIQDJCNTWST-UHFFFAOYSA-N	1314-84-7	P=[Zn].P=[Zn].[Zn]
7179	ZKUXTPCNUUMSRX-QZTJIDSGSA-N	None	COc1ccc(CCO[C@@H]2CCCC[C@H]2N3CCOCC3)cc1OC
7180	PQUZJMDHHOCOHZ-UHFFFAOYSA-N	None	[O-][N+](=O)c1cc(ccc1Cl)c2nnc3c4ccccc4c(nn23)N5CCCC5
7181	NOOLISFMXDJSKH-UHFFFAOYSA-N	1490-04-6	CC1CCC(C(C1)O)C(C)C
7182	GRXKLBBBQUKJJZ-UHFFFAOYSA-N	96-64-0	CC(C(C)(C)C)OP(=O)(C)F
7183	HSUIVCLOAAJSRE-UHFFFAOYSA-N	117-82-8	COCCOC(=O)C1=CC=CC=C1C(=O)OCCOC
