InChIKey	CanonicalSMILES	Organism	Relation	LD50(mg/kg)	Confidence_Score(highest=9)
JLGAQXSAVCLCBI-UHFFFAOYSA-N	Cc1cccc(C)c1NC(=O)CN2CCN(CC2)c3ccccn3	Mus musculus	=	291.978	1
CPINFNZKBSRVPJ-UHFFFAOYSA-N	Cl.CC1CN(CCN1CCC(=O)Nc2ccc(N)cc2)c3ccccn3	Mus musculus	=	447.321	1
CPINFNZKBSRVPJ-UHFFFAOYSA-N	Cl.CC1CN(CCN1CCC(=O)Nc2ccc(N)cc2)c3ccccn3	Mus musculus	=	1116.423	1
JHTGSFQBEQNEFN-PKESZJFOSA-N	Cl.CCOC(=O)[C@]1(CC1CN2CCCC2)c3ccccc3	Mus musculus	=	562.0	1
GIEDFGXZKMSAJZ-IYWIJXFJSA-N	Cl.CN(C)C(=O)[C@@]1(CC1CN)c2ccccc2	Mus musculus	=	316.0	1
DAJARBUJEJVGDQ-UHFFFAOYSA-N	[O-][N+](=O)c1ccc(OC(=O)N(CCCl)N=O)cc1	Mus musculus	=	17.0	1
HCBIBCJNVBAKAB-UHFFFAOYSA-N	Cl.CCN(CC)CCOC(=O)c1ccc(N)cc1	Mus musculus	=	46.09813	1
FWLCYOBOLHJMCL-UHFFFAOYSA-N	CCN(CC)C(=S)SC\C(=N/c1ccc(C)cc1)\Nc2ccc(C)cc2	Mus musculus	=	970.0	1
JOYIIKAREQAWPB-UHFFFAOYSA-N	Cc1cc(nnc1NCCN2CCOCC2)c3ccc(F)cc3	Mus musculus	=	45.0	1
KZZILGDAMASFTG-UHFFFAOYSA-N	ClCCN(N=O)C(=O)ON1C(=O)CCC1=O	Mus musculus	=	36.0	1
WPZVYYFAJOMXPV-UHFFFAOYSA-N	Cl.Cl.[O-][N+](=O)c1ccccc1NC(=O)CCN2CCN(CC2)c3ccccn3	Mus musculus	=	890.8848	1
WPZVYYFAJOMXPV-UHFFFAOYSA-N	Cl.Cl.[O-][N+](=O)c1ccccc1NC(=O)CCN2CCN(CC2)c3ccccn3	Mus musculus	=	1584.747	1
WTRZHMOEKZFPLO-UHFFFAOYSA-N	Nc1ccccc1NC(=O)CCN2CCN(CC2)c3ccccn3	Mus musculus	=	1041.312	1
WTRZHMOEKZFPLO-UHFFFAOYSA-N	Nc1ccccc1NC(=O)CCN2CCN(CC2)c3ccccn3	Mus musculus	=	676.8528	1
XRKIALQNKBHWRJ-UHFFFAOYSA-N	Cl.Cl.CCOC(=O)CCN1CCN(CC1)c2ccccn2	Mus musculus	=	1708.2008	1
JLGBITMKMPOUTL-MLVYHOMMSA-N	Cl.CCOC(=O)[C@]1(CC1CNCc2ccccc2)c3ccccc3	Mus musculus	=	316.0	1
CYETWLOTHUPWLU-UQKHFXBCSA-N	NCC1C[C@@]1(C(=O)N2CCCC2)c3ccccc3.OC(=O)C(=O)O	Mus musculus	=	562.0	1
VZVYOTUPBUMWMH-UHFFFAOYSA-N	CC1CCC[N+]1(C)CC(=O)c2ccc(cc2)c3ccc(cc3)C(=O)C[N+]4(C)CCCC4C	Mus musculus	=	0.2911887	1
VFDGPNZXYGOKDB-UHFFFAOYSA-N	C(CN1CCOCC1)Nc2nnc(cc2c3ccccc3)c4ccccc4	Mus musculus	=	150.0	1
NOLDNHXTMXLJSY-UHFFFAOYSA-N	Cl.CCN(CC)CC(=O)NC1c2ccccc2CCc3ccccc13	Mus musculus	=	49.8871	1
VCVVCCCOBLRWTD-UHFFFAOYSA-N	Cl.CCCCN(CCCC)CC(=O)NCc1ccccc1	Mus musculus	=	36.29408	1
LLGGXQMZZWZZQZ-UHFFFAOYSA-N	Cl.Cl.CC(=O)c1ccccc1NC(=O)CCN2CCN(CC2)c3ccccn3	Mus musculus	=	978.305	1
LLGGXQMZZWZZQZ-UHFFFAOYSA-N	Cl.Cl.CC(=O)c1ccccc1NC(=O)CCN2CCN(CC2)c3ccccn3	None	>	2939.1685	0
RZYQQCYFHWXDPC-XLBQKXHYSA-N	CCCOC(=O)[C@]1(CC1CN(C)C)c2ccccc2.OC(=O)\C=C\C(=O)O	Mus musculus	=	562.0	1
ZONJMBRDNQWSRD-VLTGDTDDSA-N	Cl.NCC1C[C@]1(C(=O)N)c2ccccc2	Mus musculus	>	300.0	1
XNCDYJFPRPDERF-SLHAJLBXSA-N	Cl.CCN(CC)C(=O)[C@@]1(C[C@H]1CN)c2ccccc2	Mus musculus	=	237.0	1
WCBBIUDFKDKSKP-UHFFFAOYSA-N	Cc1cc(nnc1NCCN2CCOCC2)c3ccccc3C	Mus musculus	=	5.0	1
MWVGYFIOUBVQPR-UHFFFAOYSA-N	CCN(CC)CC(=O)N(C)c1ccc(Sc2ccccc2)cc1	Mus musculus	=	30.0	1
MWVGYFIOUBVQPR-UHFFFAOYSA-N	CCN(CC)CC(=O)N(C)c1ccc(Sc2ccccc2)cc1	Mus musculus	=	140.0	1
IHISUZWOARMSAU-UHFFFAOYSA-N	Cl.CCN(CC)CC(=O)NCc1ccccc1c2ccccc2	Mus musculus	=	42.60736	1
RTMILDSFFQOCKB-UHFFFAOYSA-N	Cl.COc1cccc(c1)c2cccc3CCNCc23	Mus musculus	<	160.0	1
FTQKRAXRXDXSQK-UHFFFAOYSA-N	Br.CC(=O)c1ccc(NC(=O)CCN2CCN(CC2)c3ccc(Br)cn3)cc1	None	>	3585.68	0
ZCVMWBYGMWKGHF-UHFFFAOYSA-N	CN1CCC(=C2c3ccccc3CC(=O)c4sccc24)CC1	Mus musculus	=	108.3005	1
ZCVMWBYGMWKGHF-UHFFFAOYSA-N	CN1CCC(=C2c3ccccc3CC(=O)c4sccc24)CC1	Mus musculus	=	179.4694	1
FVUKPCJKYJAPMU-UHFFFAOYSA-N	Cl.Nc1cccc(NC(=O)CCN2CCN(CC2)c3ccccn3)c1	Mus musculus	=	325.683	1
FVUKPCJKYJAPMU-UHFFFAOYSA-N	Cl.Nc1cccc(NC(=O)CCN2CCN(CC2)c3ccccn3)c1	Mus musculus	=	307.5895	1
VFXFPFWSHYPZIF-UHFFFAOYSA-N	Cl.Cl.FC(F)(F)c1cccc(NC(=O)CCN2CCN(CC2)c3ccccn3)c1	Mus musculus	=	252.7336	1
VFXFPFWSHYPZIF-UHFFFAOYSA-N	Cl.Cl.FC(F)(F)c1cccc(NC(=O)CCN2CCN(CC2)c3ccccn3)c1	Mus musculus	=	528.0327	1
XWBPWJQSAYQWHF-UHFFFAOYSA-N	Cl.Cl.CCOC(=O)CC(C)N1CCN(CC1)c2ccccn2	Mus musculus	=	2399.418	1
GRCHBMOCWOXXEW-KWNHMLIUSA-N	Cl.CCCCN(C)CC1C[C@@]1(C(=O)OCC)c2ccccc2	Mus musculus	=	255.0	1
JNWLEKZPDDGWRD-UHFFFAOYSA-N	Cc1cc(nnc1NCCN2CCOCC2)c3ccccc3F	Mus musculus	=	26.0	1
QBZZRUYNEOGHLW-YQHFOJDRSA-N	CNC1=CC=C2C(=CC1=O)[C@H](CCC3=CC(OC)C(OC)C(=C23)OC)NC(=O)C	Mus musculus	=	1.4	1
QBZZRUYNEOGHLW-YQHFOJDRSA-N	CNC1=CC=C2C(=CC1=O)[C@H](CCC3=CC(OC)C(OC)C(=C23)OC)NC(=O)C	Mus musculus	=	0.8	1
PSWFHBRZXZCEPW-IJNIYJAUSA-N	COC1C=C2CC[C@H](NC=O)C3=CC(=O)C(=CC=C3C2=C(OC)C1OC)OC	Mus musculus	=	5.0	1
PSWFHBRZXZCEPW-IJNIYJAUSA-N	COC1C=C2CC[C@H](NC=O)C3=CC(=O)C(=CC=C3C2=C(OC)C1OC)OC	Mus musculus	=	2.7	1
WKNXCNWGUUKQRK-PFMWLTGRSA-N	COC1C=C2CC[C@H](NOC3OCC(O)C(O)C3O)C4=CC(=O)C(=CC=C4C2=C(OC)C1OC)SC	Mus musculus	=	251.0	1
WKNXCNWGUUKQRK-PFMWLTGRSA-N	COC1C=C2CC[C@H](NOC3OCC(O)C(O)C3O)C4=CC(=O)C(=CC=C4C2=C(OC)C1OC)SC	Mus musculus	=	102.0	1
ADVINTIWUBZPNA-UHFFFAOYSA-N	CC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1.Cc2ccc(cc2)S(=O)(=O)[O-]	Mus musculus	=	495.0	0
UWCVGPLTGZWHGS-ZORIOUSZSA-N	CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34.CS(=O)(=O)O	Mus musculus	=	100.0	1
IAKHMKGGTNLKSZ-INIZCTEOSA-N	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C	Mus musculus	=	1.6	1
IAKHMKGGTNLKSZ-INIZCTEOSA-N	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C	Mus musculus	=	1.4	1
FOCVUCIESVLUNU-UHFFFAOYSA-N	S=P(N1CC1)(N2CC2)N3CC3	Mus musculus	=	18.0	1
CXOFVDLJLONNDW-UHFFFAOYSA-N	O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3	Mus musculus	=	230.0	1
HPAFIKYFJDZRCV-UHFFFAOYSA-N	COc1ccc(OC(=O)C2CCN(CC2)C3(CCCCC3)c4ccccc4)cc1OC	Mus musculus	=	74.0	1
QIFDQIWFDPDODM-UHFFFAOYSA-N	OC1(CCN(CC1)C2(CCCCC2)c3ccccc3)c4ccccc4	Mus musculus	=	82.3	1
OXOXQLCRBAXCQT-DJSGYFEHSA-N	CCCN1CCO[C@H]2[C@H]1C[C@@H]3CNc4cccc2c34	Mus musculus	=	150.0	1
BQJCRHHNABKAKU-KBQPJGBKSA-N	CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35	Mus musculus	=	531.0	1
DRJWBVXPWDSRDR-UKRRQHHQSA-N	CN1CCO[C@H]2[C@H]1Cc3cn(C)c4cccc2c34	Mus musculus	>	200.0	1
NGFSASRHKRBNRN-UHFFFAOYSA-N	O=C(Oc1ccccc1)C2CCN(CC2)C3(CCCCC3)c4ccccc4	Mus musculus	>	300.0	1
DBNFXLUBBPXNRJ-UHFFFAOYSA-N	CC1(C)CC(CC(C)(C)N1[O])N=C(O)NP(=O)(N2CC2)N3CC3	Mus musculus	=	270.0	1
MKXZASYAUGDDCJ-UHFFFAOYSA-N	COc1ccc2CC3C4CCCCC4(CCN3C)c2c1	Mus musculus	=	234.0	0
DDBREPKUVSBGFI-UHFFFAOYSA-N	CCC1(C(=O)NC(=O)NC1=O)c2ccccc2	Mus musculus	=	265.0	1
UIHATFHITHAIMP-HVGLPDNPSA-N	COC1C=C2CC[C@H](NC(=O)C)C3=C(C=C\C(=N/Cc4ccccc4)\C(=C3)O)C2=C(OC)C1OC	Mus musculus	=	41.0	1
UIHATFHITHAIMP-HVGLPDNPSA-N	COC1C=C2CC[C@H](NC(=O)C)C3=C(C=C\C(=N/Cc4ccccc4)\C(=C3)O)C2=C(OC)C1OC	Mus musculus	=	25.1	1
GHUKWEAJCPSIQW-UKRRQHHQSA-N	CCCN1CCO[C@H]2[C@H]1Cc3c(Br)[nH]c4cccc2c34	Mus musculus	>	200.0	1
ZUBBBWNIDMJBON-UHFFFAOYSA-N	CCN(CC)C(C)(C)CNc1cc(c(CC(C)C)nn1)c2ccccc2	Mus musculus	=	250.0	1
HELYZYVXRIDSBU-STJZUHDESA-N	COC1C=C2CC[C@H](NC(=O)C(F)(F)F)C3=CC(=O)C(=CC=C3C2=C(OC)C1OC)OC	Mus musculus	=	1.9	1
HELYZYVXRIDSBU-STJZUHDESA-N	COC1C=C2CC[C@H](NC(=O)C(F)(F)F)C3=CC(=O)C(=CC=C3C2=C(OC)C1OC)OC	Mus musculus	=	0.8	1
HAPOVYFOVVWLRS-UHFFFAOYSA-N	CCC1(C)CC(=O)NC1=O	Mus musculus	=	1810.0	1
VHGCBDMLWAGBAP-DGCLKSJQSA-N	C1CO[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N1	Mus musculus	=	150.0	1
GBYZASSBMPSJTE-UHFFFAOYSA-N	O=C(Oc1cccnc1)C2CCN(CC2)C3(CCCCC3)c4ccccc4	Mus musculus	>	300.0	1
PRXJKNLUFIJNDJ-UHFFFAOYSA-N	CSSc1cccc2cccc(COC(=O)C)c12	Mus musculus	>	1000.0	1
JMKGCKXCIDHRRV-UHFFFAOYSA-N	CCCOc1ccc(NC(=O)CC[S+](C)C)cc1.Cc2ccc(cc2)S(=O)(=O)[O-]	Mus musculus	=	97.0	0
IUTBGWJYOFIRIG-UHFFFAOYSA-N	C[S+](C)CCC(=O)Nc1ccc(OCC(O)CO)cc1.Cc2ccc(cc2)S(=O)(=O)[O-]	Mus musculus	=	1040.0	0
UIISPSQWSADMCY-ASFAAARLSA-N	COC1C=C2CC[C@H](N)C3=CC(=O)C(=CC=C3C2=C(OC)C1OC)SC	Mus musculus	=	177.0	1
UIISPSQWSADMCY-ASFAAARLSA-N	COC1C=C2CC[C@H](N)C3=CC(=O)C(=CC=C3C2=C(OC)C1OC)SC	Mus musculus	=	69.0	1
LGXYWOGHDYYUKI-ASFAAARLSA-N	COC1C=C2CC[C@H](NC(=O)C(F)(F)F)C3=CC(=O)C(=CC=C3C2=C(OC)C1OC)SC	Mus musculus	=	3.5	1
LGXYWOGHDYYUKI-ASFAAARLSA-N	COC1C=C2CC[C@H](NC(=O)C(F)(F)F)C3=CC(=O)C(=CC=C3C2=C(OC)C1OC)SC	Mus musculus	=	1.4	1
MSURMOOBBKPKIO-AFJQURTJSA-N	COC1C=C2CC[C@H](NC(=O)C)C3=CC(=O)C(=CC=C3C2=C(OC)C1OC)SC	Mus musculus	=	1.0	1
MSURMOOBBKPKIO-AFJQURTJSA-N	COC1C=C2CC[C@H](NC(=O)C)C3=CC(=O)C(=CC=C3C2=C(OC)C1OC)SC	Mus musculus	=	1.0	1
QZLSEITWUMZHSJ-GDBMZVCRSA-N	CCCN1CCO[C@H]2[C@H]1Cc3c[nH]c4cccc2c34	Mus musculus	=	150.0	1
SFUQGDZOLMVMOP-UHFFFAOYSA-N	CCN(CC)C(C)(C)CNc1cc(c2ccccc2)c(nn1)c3ccccc3	Mus musculus	=	250.0	0
IYDLVGAUNGFUNX-UHFFFAOYSA-N	C1Sc2cccc3cccc1c23	Mus musculus	~	640.0	1
VXEUSIMJXPSLTD-UPDUBSDMSA-N	COC1C=C2CC[C@H](NC(=O)c3ccc(cc3)[N+](=O)[O-])C4=CC(=O)C(=CC=C4C2=C(OC)C1OC)OC	Mus musculus	=	25.0	1
VXEUSIMJXPSLTD-UPDUBSDMSA-N	COC1C=C2CC[C@H](NC(=O)c3ccc(cc3)[N+](=O)[O-])C4=CC(=O)C(=CC=C4C2=C(OC)C1OC)OC	Mus musculus	=	20.0	1
OFTUIURQIJWEPK-UHFFFAOYSA-N	CCOC(=O)C1(CCN(CC1)C2(CCCCC2)c3ccccc3)c4ccccc4	Mus musculus	>	300.0	1
NIJJYAXOARWZEE-UHFFFAOYSA-N	CCCC(CCC)C(=O)O	Mus musculus	=	1100.0	1
QSGOSCPJZXGFFF-UHFFFAOYSA-N	C1CCC(CC1)(N2CCC(CC2)c3ccccc3)c4ccccc4	Mus musculus	>	300.0	1
HKKPLJLAWPXTAT-DGCLKSJQSA-N	CN1CCO[C@H]2[C@H]1Cc3c(Br)[nH]c4cccc2c34	Mus musculus	=	35.0	1
DURXWSNUXGOZJF-UHFFFAOYSA-N	C[S+](C)CCC(=O)Nc1ccc(OCCCO)cc1.Cc2ccc(cc2)S(=O)(=O)[O-]	Mus musculus	=	324.0	0
RMFDPFVJWNFOJK-PCCBWWKXSA-N	CCCN1CCC[C@@H]2[C@H]1c3ccccc3[C@@H]2c4ccccc4	Mus musculus	=	90.0	1
SZHZTVQTASRAPD-OKZBNKHCSA-N	C1CN[C@H]2[C@@H](C1)[C@@H](c3ccccc3)c4ccccc24	Mus musculus	=	50.0	1
AAOVKJBEBIDNHE-UHFFFAOYSA-N	CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13	Mus musculus	=	620.0	1
LYCQGPVWXOVCRJ-UHFFFAOYSA-N	Cl.Cl.C(COc1ccc2CCCc2c1)CN3CCN(CC3)c4ccccc4	Mus musculus	>	1500.0	1
YMTZSXGHAFKWEQ-ZDUSSCGKSA-N	CCN1CCC[C@H]1CNC(=O)c2c(O)c(CC)ccc2OC	Rattus norvegicus	=	113.368	1
AADCDMQTJNYOSS-LBPRGKRZSA-N	CCN1CCC[C@H]1CNC(=O)c2c(O)c(CC)cc(Cl)c2OC	Rattus norvegicus	=	112.4772	1
QLTCRHHUEOZIAU-CEWLAPEOSA-N	CC(C)c1ccc(cc1)[C@@H]2[C@@H]3CCCN[C@@H]3c4ccc(O)cc24	Mus musculus	=	90.0	1
UNYPNAYZFULZAH-UHFFFAOYSA-N	Cl.Cl.Fc1cc2CCCc2cc1OCCCN3CCN(CC3)c4ccccc4	Mus musculus	>	2000.0	1
NYFHBHZWUCUADD-XUVXKRRUSA-N	CN1CCC[C@@H]2[C@H]1c3ccccc3[C@H]2c4cccc(C)c4	Mus musculus	=	134.0	1
DCZYNQKWNBAGMN-RCCFBDPRSA-N	Oc1ccc(cc1)[C@H]2[C@@H]3CCCN[C@@H]3c4ccccc24	Mus musculus	=	30.0	1
KKPWMPXJALUDFK-CGTJXYLNSA-N	Fc1ccccc1[C@@H]2[C@@H]3CCCN[C@@H]3c4ccccc24	Mus musculus	=	71.0	1
KNVPOZMDXCHACQ-YTQUADARSA-N	COc1ccc2[C@H]3NCCC[C@H]3[C@H](c4ccc(N)cc4)c2c1	Mus musculus	=	60.0	1
APVSTFZRQYVDGA-IPMKNSEASA-N	Cc1ccc(cc1)[C@H]2[C@@H]3CCCN[C@@H]3c4ccccc24	Mus musculus	=	60.0	1
MOGWQMLFHYNUGV-SESVDKBCSA-N	COc1ccc2[C@@H]3[C@@H](CCCN3C)[C@H](c4ccc(C)cc4)c2c1	Mus musculus	=	67.0	1
ZPEDRMCLQWINAG-UHFFFAOYSA-N	CN1C2CCC1CC(C2)NC(=O)c3cnc4ccccc4c3O	Rattus norvegicus	=	21.4	1
WGOPNFQXUSGBOU-RCCFBDPRSA-N	Nc1cccc(c1)[C@H]2[C@@H]3CCCN[C@@H]3c4ccccc24	Mus musculus	=	40.0	1
NWGRBFWGGWYBEZ-IPMKNSEASA-N	Cc1ccccc1[C@H]2[C@@H]3CCCN[C@@H]3c4ccccc24	Mus musculus	=	80.0	1
JVJAODDHUIXLQJ-CGTJXYLNSA-N	FC(F)(F)c1ccccc1[C@@H]2[C@@H]3CCCN[C@@H]3c4ccccc24	Mus musculus	=	24.0	1
FELGMEQIXOGIFQ-UHFFFAOYSA-N	Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C	Rattus norvegicus	=	7.5	1
LYLDLQDRDBSOGP-UHFFFAOYSA-N	CCOP(=O)(Cc1ccc(cc1)c2nc3ccccc3s2)N4CCCCCC4=O	Mus musculus	>	1000.0	0
OKNQPPQXEDUWAI-GBESFXJTSA-N	CN1CCC[C@@H]2[C@H]1c3ccccc3[C@@H]2c4ccc(N)cc4	Mus musculus	=	7.0	1
JVUDMSRLJGZBNB-CEWLAPEOSA-N	COc1ccc2[C@H]3NCCC[C@H]3[C@@H](c4ccc(cc4)N(C)C)c2c1	Mus musculus	=	48.0	1
OALOQDOGDUFPCR-YTQUADARSA-N	Cc1ccc(cc1N)[C@@H]2[C@@H]3CCCN[C@@H]3c4ccccc24	Mus musculus	=	45.0	1
ZFTCDHKYTKCNGS-GBESFXJTSA-N	CN1CCC[C@@H]2[C@H]1c3ccccc3[C@@H]2c4ccccc4	Mus musculus	=	36.0	1
ZGYJMOZAMSVQBT-VIFPVBQESA-N	CCC#C[C@H](C)C1(CC=C)C(=O)NC(=S)NC1=O	None	=	59.8	0
GUJRSXAPGDDABA-NSHDSACASA-N	CCN1CCC[C@H]1CNC(=O)c2c(OC)ccc(Br)c2OC	Rattus norvegicus	=	304.4414	1
XLVVGMWYXBVUJZ-UHFFFAOYSA-N	CCCCN1C(=O)C(=C(O)c2cccnc12)C(=O)NC3CC4CCC(C3)N4C	Rattus norvegicus	=	33.7	1
KNVPOZMDXCHACQ-QXAKKESOSA-N	COc1ccc2[C@H]3NCCC[C@H]3[C@@H](c4ccc(N)cc4)c2c1	Mus musculus	=	50.0	1
QEQTUJBNOVLWJM-DFQSSKMNSA-N	CN(C)c1ccc(cc1)[C@@H]2[C@@H]3CCCN[C@@H]3c4ccc(O)cc24	Mus musculus	=	67.0	1
UTQZYUJKGSTGHD-KPOBHBOGSA-N	COc1cc2[C@H]3NCCC[C@H]3[C@@H](c4ccc(N)cc4)c2cc1OC	Mus musculus	=	94.0	1
WRODVCIVODHZFB-OKZBNKHCSA-N	Nc1ccc(cc1)[C@@H]2[C@@H]3CCCN[C@@H]3c4ccccc24	Mus musculus	=	20.0	1
OKNQPPQXEDUWAI-IPMKNSEASA-N	CN1CCC[C@@H]2[C@H]1c3ccccc3[C@H]2c4ccc(N)cc4	Mus musculus	=	50.0	1
SPIAGQKDAKNOMM-YSIASYRMSA-N	CN1CCC[C@@H]2[C@H]1c3ccc(O)cc3[C@H]2c4ccc(C)cc4	Mus musculus	=	187.0	1
FKVJZEWHJURNAD-BHDDXSALSA-N	CCCCOc1ccc(cc1)[C@H]2[C@@H]3CCCN[C@@H]3c4ccccc24	Mus musculus	=	46.0	1
PSEXRWOPAVOORM-SLFFLAALSA-N	CN1CCC[C@@H]2[C@H]1c3ccccc3[C@@H]2c4ccc(C)cc4	Mus musculus	<	1.0	1
LFLOGZLOUGKDJM-OKZBNKHCSA-N	Fc1ccc(cc1)[C@@H]2[C@@H]3CCCN[C@@H]3c4ccccc24	Mus musculus	=	61.0	1
CVLCDZJRJSGEAX-UHFFFAOYSA-N	Cl.Cl.Fc1ccc(cc1)N2CCN(CCCOc3ccc4CCCc4c3)CC2	Mus musculus	>	2000.0	1
QLTCRHHUEOZIAU-SESVDKBCSA-N	CC(C)c1ccc(cc1)[C@H]2[C@@H]3CCCN[C@@H]3c4ccc(O)cc24	Mus musculus	=	50.0	1
SZHZTVQTASRAPD-RCCFBDPRSA-N	C1CN[C@H]2[C@@H](C1)[C@H](c3ccccc3)c4ccccc24	Mus musculus	=	27.0	1
ZFTCDHKYTKCNGS-IPMKNSEASA-N	CN1CCC[C@@H]2[C@H]1c3ccccc3[C@H]2c4ccccc4	Mus musculus	=	74.0	1
JLLFIEWMBLYKSN-KFKAGJAMSA-N	Cc1ccc(cc1N)[C@@H]2[C@@H]3CCCN[C@@H]3c4ccc(O)cc24	Mus musculus	=	67.0	1
JLLFIEWMBLYKSN-ZYSHUDEJSA-N	Cc1ccc(cc1N)[C@H]2[C@@H]3CCCN[C@@H]3c4ccc(O)cc24	Mus musculus	=	210.0	1
CBPNGLZMKPRBBU-BKTGTZMESA-N	COc1cc2[C@H]3NCCC[C@H]3[C@@H](c4cccnc4)c2cc1OC	Mus musculus	=	30.0	1
XBVLZQCASBEHIB-XUVXKRRUSA-N	CN1CCC[C@@H]2[C@H]1c3ccccc3[C@H]2c4ccccc4C	Mus musculus	=	106.0	1
RMFDPFVJWNFOJK-PWRODBHTSA-N	CCCN1CCC[C@@H]2[C@H]1c3ccccc3[C@H]2c4ccccc4	Mus musculus	=	24.0	1
QQBFCZHBIGXDMY-GBESFXJTSA-N	Cc1cccc(c1)[C@@H]2[C@@H]3CCCN[C@@H]3c4ccccc24	Mus musculus	=	34.0	1
SPIAGQKDAKNOMM-DFQSSKMNSA-N	CN1CCC[C@@H]2[C@H]1c3ccc(O)cc3[C@@H]2c4ccc(C)cc4	Mus musculus	=	9.0	1
WAOQONBSWFLFPE-VIFPVBQESA-N	CCN1CCC[C@H]1CNC(=O)c2c(O)c(Cl)cc(Cl)c2OC	Rattus norvegicus	=	229.1784	1
QPDWXLFUGFTREK-UHFFFAOYSA-N	CN1C2CCC1CC(C2)NC(=O)c3c(O)nc4ccccc4c3O	Rattus norvegicus	=	88.0	1
QXQJMDBRPLNYHP-UHFFFAOYSA-N	CCOP(=O)(Cc1ccc(cc1)c2nc3ccccc3s2)N4CCCCC4=O	Mus musculus	>	1000.0	0
QQBFCZHBIGXDMY-IPMKNSEASA-N	Cc1cccc(c1)[C@H]2[C@@H]3CCCN[C@@H]3c4ccccc24	Mus musculus	=	21.0	1
RDAYWIILEIAASU-GVDBMIGSSA-N	C1CN[C@H]2[C@@H](C1)[C@H](c3ccncc3)c4ccccc24	Mus musculus	=	20.0	1
CLYMXDQVLPUPJD-HNNXBMFYSA-N	CCN1CCC[C@H]1CNC(=O)c2c(O)c(CC)cc(CC)c2OC	Rattus norvegicus	=	177.2585	1
CQEQYBJQFPXKPE-CQSZACIVSA-N	ClCCN[P@@]1(=O)OCCCN1CCBr	Mus musculus	=	289.0	0
JXGVJGULDBBMPP-RYQLBKOJSA-N	Nc1ccc(cc1)[C@H]2[C@@H]3CCCN[C@@H]3c4ccc(O)cc24	Mus musculus	=	150.0	1
ZGYJMOZAMSVQBT-SECBINFHSA-N	CCC#C[C@@H](C)C1(CC=C)C(=O)NC(=S)NC1=O	None	=	66.1	0
OCQADMHRMQJUGE-UHFFFAOYSA-N	Cl.Cl.Cc1cc2CCCc2cc1OCCCN3CCN(CC3)c4ccccc4	Mus musculus	>	2000.0	1
HCKLXAQTPVFXJC-QXAKKESOSA-N	Cc1ccc(cc1)[C@@H]2[C@@H]3CCCN[C@@H]3c4ccc(O)cc24	Mus musculus	=	34.0	1
OLQQQPDTHCIYAT-KSEOMHKRSA-N	COc1ccc2[C@H]3NCCC[C@H]3[C@@H](c4ccc(cc4)C(C)C)c2c1	Mus musculus	=	37.0	1
MOGWQMLFHYNUGV-CEWLAPEOSA-N	COc1ccc2[C@@H]3[C@@H](CCCN3C)[C@@H](c4ccc(C)cc4)c2c1	Mus musculus	=	6.0	1
BGQXKZRKKPYQFP-KPOBHBOGSA-N	COc1cc2[C@H]3NCCC[C@H]3[C@@H](c4ccccc4)c2cc1OC	Mus musculus	=	70.0	1
NYFHBHZWUCUADD-SLFFLAALSA-N	CN1CCC[C@@H]2[C@H]1c3ccccc3[C@@H]2c4cccc(C)c4	Mus musculus	=	5.0	1
NWGRBFWGGWYBEZ-GBESFXJTSA-N	Cc1ccccc1[C@@H]2[C@@H]3CCCN[C@@H]3c4ccccc24	Mus musculus	=	52.0	1
AMXIVYJIQFAWRM-UHFFFAOYSA-N	CCOP(=O)(Cc1ccc(cc1)c2nc3ccccc3s2)N4CCOC4=O	Mus musculus	=	671.0	0
CQEQYBJQFPXKPE-DMLARYCSSA-N	[2H]C([2H])(CCl)N[P@]1(=O)OCCCN1C([2H])([2H])CBr	Mus musculus	=	265.0	0
LXPVOXKIKAAFJW-UHFFFAOYSA-N	CCOP(=O)(Cc1ccc(cc1)c2nc3ccccc3s2)N4CCSC4=O	Mus musculus	>	1000.0	0
XSJXIAITBRNRHO-QXAKKESOSA-N	CN1CCC[C@@H]2[C@H]1c3ccccc3[C@@H]2c4ccccc4F	Mus musculus	=	8.0	1
LZRCRJPJEARXSF-XUVXKRRUSA-N	COc1ccc(cc1)[C@H]2[C@@H]3CCCN(C)[C@@H]3c4ccccc24	Mus musculus	=	95.0	1
LBWRHJNPYLEEKR-YTFSRNRJSA-N	CCCCOc1ccc(cc1)[C@H]2[C@@H]3CCCN(C)[C@@H]3c4ccccc24	Mus musculus	=	134.0	1
FVYRUSCZCWSFLT-UHFFFAOYSA-N	CCOP(=O)(Cc1ccc(cc1)c2nc3ccccc3s2)OCC	Mus musculus	=	1186.0	0
