InChIKey	CanonicalSMILES	Organism	Relation	LD50(mg/kg)	Confidence_Score(highest=9)
ZNOLGFHPUIJIMJ-UHFFFAOYSA-N	COP(=S)(OC)Oc1ccc(c(C)c1)[N+](=O)[O-]	Chilo suppressalis	=	2.42	1
IOEFAFFWOPTDLR-UHFFFAOYSA-N	CCCSP(=O)(Nc1ncc(cc1Cl)C(F)(F)F)OCC	Mus musculus	<	30.0	1
HDFRCZICIXJLBG-UHFFFAOYSA-N	CCOP(=O)(SC(C)CC)N1CC(=O)N(C)C1=O	Mus musculus	=	39.0	1
DUFVKSUJRWYZQP-UHFFFAOYSA-N	CCOP(=O)(SC(C)CC)N1CCSC1=O	Mus musculus	=	127.0	1
FNYRLLYOXKOOCZ-UHFFFAOYSA-N	CCOP(=O)(SC(C)CC)N1CCOC1=O	Mus musculus	<	30.0	1
ZOCSXAVNDGMNBV-UHFFFAOYSA-N	Nc1c([S+]([O-])C(F)(F)F)c(nn1c2c(Cl)cc(cc2Cl)C(F)(F)F)C#N	Musca domestica	=	0.25	1
JLYXXMFPNIAWKQ-GNIYUCBRSA-N	Cl[C@@H]1[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl	Musca domestica	=	5.5	1
RDYMFSUJUZBWLH-IOPZMNTHSA-N	ClC1=C(Cl)[C@@]2(Cl)[C@@H]3COS(=O)OC[C@@H]3[C@]1(Cl)C2(Cl)Cl	Musca domestica	=	5.5	1
ZOCSXAVNDGMNBV-UHFFFAOYSA-N	Nc1c([S+]([O-])C(F)(F)F)c(nn1c2c(Cl)cc(cc2Cl)C(F)(F)F)C#N	Mus musculus	=	32.0	1
JLYXXMFPNIAWKQ-GNIYUCBRSA-N	Cl[C@@H]1[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl	Mus musculus	=	40.0	1
RDYMFSUJUZBWLH-IOPZMNTHSA-N	ClC1=C(Cl)[C@@]2(Cl)[C@@H]3COS(=O)OC[C@@H]3[C@]1(Cl)C2(Cl)Cl	Mus musculus	=	10.0	1
IEQFSNFNURWUPF-UHFFFAOYSA-N	COP(=O)(OC)C(OC(=O)COc1ccc(Cl)cc1Cl)c2occc2	Rattus norvegicus	=	2700.0	1
IEQFSNFNURWUPF-UHFFFAOYSA-N	COP(=O)(OC)C(OC(=O)COc1ccc(Cl)cc1Cl)c2occc2	Rattus norvegicus	>	2000.0	1
YWTYJOPNNQFBPC-UHFFFAOYSA-N	[O-][N+](=O)\N=C\1/NCCN1Cc2ccc(Cl)nc2	Laodelphax striatella	=	0.12	1
YWTYJOPNNQFBPC-UHFFFAOYSA-N	[O-][N+](=O)\N=C\1/NCCN1Cc2ccc(Cl)nc2	Laodelphax striatella	=	1.19	1
YWTYJOPNNQFBPC-UHFFFAOYSA-N	[O-][N+](=O)\N=C\1/NCCN1Cc2ccc(Cl)nc2	Laodelphax striatella	=	1.06	1
YWTYJOPNNQFBPC-UHFFFAOYSA-N	[O-][N+](=O)\N=C\1/NCCN1Cc2ccc(Cl)nc2	Laodelphax striatella	=	1.11	1
YWTYJOPNNQFBPC-UHFFFAOYSA-N	[O-][N+](=O)\N=C\1/NCCN1Cc2ccc(Cl)nc2	Laodelphax striatella	=	2.17	1
XOYCJCSLHCTYSV-HTFKTHENSA-N	CC(C)(C=C)N1[C@H]2N3[C@H](C[C@@]2(O)c4ccccc14)C(=O)N5\C=C/C(C)(C)c6[nH]c7ccccc7c6\C=C/5\C3=O	Bombyx mori	=	8.0	1
PNJDFZNVNWQTFD-KTJJPEJQSA-N	CO[C@@H]1[C@@]2(O)N(C(=O)\C\3=C\c4c([nH]c5ccccc45)C(C)(C)\C=C/N3C2=O)[C@]67[C@H](C)C(C)(C)N6c8ccccc8[C@]17O	Bombyx mori	=	0.2	1
YWLAQSLUIQTZON-RECIGGTHSA-N	CC(C)(C=C)N1[C@H]2N3[C@H](C[C@@]2(O)c4ccccc14)C(=O)NC(Cc5c([nH]c6ccccc56)C(C)(C)C=C)C3=O	Bombyx mori	=	7.0	1
YWTYJOPNNQFBPC-UHFFFAOYSA-N	[O-][N+](=O)\N=C\1/NCCN1Cc2ccc(Cl)nc2	Laodelphax striatella	=	0.26	1
NYPJDWWKZLNGGM-UHFFFAOYSA-N	CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3	Laodelphax striatella	=	1.9	1
YREQHYQNNWYQCJ-UHFFFAOYSA-N	CCOc1ccc(cc1)C(C)(C)COCc2cccc(Oc3ccccc3)c2	Laodelphax striatella	=	1.7	1
DUEPRVBVGDRKAG-UHFFFAOYSA-N	CNC(=O)Oc1cccc2CC(C)(C)Oc12	Laodelphax striatella	=	1.7	1
CVXBEEMKQHEXEN-UHFFFAOYSA-N	CNC(=O)Oc1cccc2ccccc12	Laodelphax striatella	=	14.0	1
DIRFUJHNVNOBMY-UHFFFAOYSA-N	CCC(C)c1ccccc1OC(=O)NC	Laodelphax striatella	=	33.0	1
ZNOLGFHPUIJIMJ-UHFFFAOYSA-N	COP(=S)(OC)Oc1ccc(c(C)c1)[N+](=O)[O-]	Laodelphax striatella	=	27.0	1
FHIVAFMUCKRCQO-UHFFFAOYSA-N	CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C	Laodelphax striatella	=	28.0	1
JXSJBGJIGXNWCI-UHFFFAOYSA-N	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC	Laodelphax striatella	=	130.0	1
YWTYJOPNNQFBPC-UHFFFAOYSA-N	[O-][N+](=O)\N=C\1/NCCN1Cc2ccc(Cl)nc2	Laodelphax striatella	=	0.61	1
YREQHYQNNWYQCJ-UHFFFAOYSA-N	CCOc1ccc(cc1)C(C)(C)COCc2cccc(Oc3ccccc3)c2	Laodelphax striatella	=	2.7	1
JLQUFIHWVLZVTJ-UHFFFAOYSA-N	CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12	Laodelphax striatella	=	42.0	1
DUEPRVBVGDRKAG-UHFFFAOYSA-N	CNC(=O)Oc1cccc2CC(C)(C)Oc12	Laodelphax striatella	=	20.0	1
CVXBEEMKQHEXEN-UHFFFAOYSA-N	CNC(=O)Oc1cccc2ccccc12	Laodelphax striatella	=	450.0	1
DIRFUJHNVNOBMY-UHFFFAOYSA-N	CCC(C)c1ccccc1OC(=O)NC	Laodelphax striatella	=	320.0	1
ZNOLGFHPUIJIMJ-UHFFFAOYSA-N	COP(=S)(OC)Oc1ccc(c(C)c1)[N+](=O)[O-]	Laodelphax striatella	=	38.0	1
FHIVAFMUCKRCQO-UHFFFAOYSA-N	CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C	Laodelphax striatella	=	74.0	1
JXSJBGJIGXNWCI-UHFFFAOYSA-N	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC	Laodelphax striatella	=	380.0	1
YWTYJOPNNQFBPC-UHFFFAOYSA-N	[O-][N+](=O)\N=C\1/NCCN1Cc2ccc(Cl)nc2	Laodelphax striatella	=	0.26	1
NYPJDWWKZLNGGM-UHFFFAOYSA-N	CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3	Laodelphax striatella	=	1.4	1
YREQHYQNNWYQCJ-UHFFFAOYSA-N	CCOc1ccc(cc1)C(C)(C)COCc2cccc(Oc3ccccc3)c2	Laodelphax striatella	=	1.6	1
JLQUFIHWVLZVTJ-UHFFFAOYSA-N	CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12	Laodelphax striatella	=	2.2	1
DUEPRVBVGDRKAG-UHFFFAOYSA-N	CNC(=O)Oc1cccc2CC(C)(C)Oc12	Laodelphax striatella	=	0.51	1
CVXBEEMKQHEXEN-UHFFFAOYSA-N	CNC(=O)Oc1cccc2ccccc12	Laodelphax striatella	=	15.0	1
DIRFUJHNVNOBMY-UHFFFAOYSA-N	CCC(C)c1ccccc1OC(=O)NC	Laodelphax striatella	=	18.0	1
ZNOLGFHPUIJIMJ-UHFFFAOYSA-N	COP(=S)(OC)Oc1ccc(c(C)c1)[N+](=O)[O-]	Laodelphax striatella	=	6.4	1
FHIVAFMUCKRCQO-UHFFFAOYSA-N	CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C	Laodelphax striatella	=	8.5	1
JXSJBGJIGXNWCI-UHFFFAOYSA-N	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC	Laodelphax striatella	=	22.0	1
QRNJPRNLVITJAH-UHFFFAOYSA-N	Oc1ccc(cc1O)C2CC3=Nc4ccccc4C(=O)N3N2	Mus musculus	=	495.0	1
RLVDRXRKQYHBGF-VQHVLOKHSA-N	COC(=O)c1ccccc1NC(=O)\C=C\c2ccc(O)c(O)c2	Mus musculus	=	1135.0	1
AEQFSUDEHCCHBT-UHFFFAOYSA-M	[Na+].CCCC(CCC)C(=O)[O-]	Mus musculus	=	500.0	1
JEYCTXHKTXCGPB-UHFFFAOYSA-N	CC1=Nc2ccccc2C(=O)N1c3ccccc3C	Mus musculus	=	500.0	1
SLORMCLBAGVOII-UHFFFAOYSA-N	CC1=Nc2c(I)cc(I)cc2C(=O)N1Cc3ccc(Br)cc3	Mus musculus	=	565.0	1
TUCCKNFZWDFNEL-UHFFFAOYSA-N	CC1=Nc2c(I)cc(I)cc2C(=O)N1Cc3ccc(F)cc3	Mus musculus	=	420.0	1
LYSZCAJNYLPUSS-UHFFFAOYSA-N	CC1=Nc2c(I)cc(I)cc2C(=O)N1Cc3ccc(Cl)cc3	Mus musculus	=	600.0	1
VMBRUTOBROYXFU-ZGIXDULVSA-N	COc1cc(cc(OC)c1OC)[C@@H]2C[C@@]3(C)O[C@@H]4[C@H](O2)[C@H]3CC=C4C	Mus musculus	=	500.0	1
IWIWJVQMDIUNTR-UHFFFAOYSA-N	CC(=O)NC1=NN(C(=O)C)C2(CC(C)(C)Oc3ccc(OC(=O)C)cc23)S1	Mus musculus	=	248.4	1
VAAQVNLOVVETBA-UHFFFAOYSA-N	CCC1(C)Oc2ccc(O)cc2C3=C1[Se]N=N3	Mus musculus	=	247.1	1
PJMPHNIQZUBGLI-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3	Mus musculus	=	17.5	1
HDNAZKBGDIBSLJ-UHFFFAOYSA-N	CCCN1CCC(CC1)N(C(=O)CC)c2ccccc2	Mus musculus	=	143.3	1
KOMXSJAJYURFRZ-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCOc2ccccc2)CC1)c3ccccc3	Mus musculus	=	112.2	1
UMSJIWDKTWLOTG-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCCOc2ccccc2)CC1)c3ccccc3	Mus musculus	=	90.4	1
AMBTUOJRPJZOOM-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCC#N)CC1)c2ccccc2	Mus musculus	=	285.8	1
PJMPHNIQZUBGLI-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3	Mus musculus	=	27.8	1
HDNAZKBGDIBSLJ-UHFFFAOYSA-N	CCCN1CCC(CC1)N(C(=O)CC)c2ccccc2	Mus musculus	=	359.8	1
KOMXSJAJYURFRZ-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCOc2ccccc2)CC1)c3ccccc3	Mus musculus	=	453.0	1
UMSJIWDKTWLOTG-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCCOc2ccccc2)CC1)c3ccccc3	Mus musculus	=	285.8	1
AMBTUOJRPJZOOM-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCC#N)CC1)c2ccccc2	Mus musculus	=	717.9	1
IVLVTNPOHDFFCJ-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3.OC(=O)CC(O)(CC(=O)O)C(=O)O	Mus musculus	=	2.9	1
IVLVTNPOHDFFCJ-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3.OC(=O)CC(O)(CC(=O)O)C(=O)O	Mus musculus	=	7.6	1
IVLVTNPOHDFFCJ-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3.OC(=O)CC(O)(CC(=O)O)C(=O)O	Mus musculus	=	368.0	1
PJMPHNIQZUBGLI-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3	Mus musculus	=	6.9	1
HDNAZKBGDIBSLJ-UHFFFAOYSA-N	CCCN1CCC(CC1)N(C(=O)CC)c2ccccc2	Mus musculus	=	55.4	1
KOMXSJAJYURFRZ-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCOc2ccccc2)CC1)c3ccccc3	Mus musculus	=	22.1	1
UMSJIWDKTWLOTG-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCCOc2ccccc2)CC1)c3ccccc3	Mus musculus	=	18.0	1
AMBTUOJRPJZOOM-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCC#N)CC1)c2ccccc2	Mus musculus	=	69.8	1
MEOMWXVTGIFDPR-UHFFFAOYSA-N	Ic1ccc2N=C(N(N3C(=O)c4ccccc4C3=O)C(=O)c2c1)c5cccs5	Mus musculus	=	1380.0	1
JZDFVNUBVPERSF-UHFFFAOYSA-N	Cc1ccc2N=C(SCC(=O)NN3C(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c4C3=O)N(C(=O)c2c1)c5ccccc5	Mus musculus	=	1288.0	1
QKLILTUAWBGWLI-UHFFFAOYSA-N	C(CCCn1c2ccccc2c3ccnc(c4cccnc4)c13)CCn5c6ccccc6c7ccnc(c8cccnc8)c57	Mus musculus	=	250.0	1
JUDIQOBYRMCKQX-UHFFFAOYSA-N	CC(C)Oc1ccc2c3ccnc(C)c3n(CCCCCCn4c5cc(OC(C)C)ccc5c6ccnc(C)c46)c2c1	Mus musculus	=	220.0	1
DBYAGHVLTYDLEA-UHFFFAOYSA-N	COc1cc(cc(OC)c1OC)c2nccc3c4ccccc4n(CCCCCCn5c6ccccc6c7ccnc(c8cc(OC)c(OC)c(OC)c8)c57)c23	Mus musculus	=	200.0	1
AJWHXRHDYLLDBG-UHFFFAOYSA-N	Cc1nccc2c3ccccc3n(CCCCCCn4c5ccccc5c6ccnc(C)c46)c12	Mus musculus	=	200.0	1
IRHAYJBQZPPMFS-UHFFFAOYSA-N	Cc1nccc2c3ccccc3n(CCCCn4c5ccccc5c6ccnc(C)c46)c12	Mus musculus	=	200.0	1
XJQSDBMSLZFDNA-UHFFFAOYSA-N	C(CCCn1c2ccccc2c3ccncc13)CCn4c5ccccc5c6ccncc46	Mus musculus	=	200.0	1
LLWZNBAYFHMOHL-UHFFFAOYSA-N	C(CCn1c2ccccc2c3ccncc13)Cn4c5ccccc5c6ccncc46	Mus musculus	=	200.0	1
MRZCXQWEBCLSNO-UHFFFAOYSA-N	C(CCn1c2ccccc2c3ccncc13)CCn4c5ccccc5c6ccncc46	Mus musculus	=	150.0	1
BXNJHAXVSOCGBA-UHFFFAOYSA-N	COc1ccc2c(c1)[nH]c3c(C)nccc23	Mus musculus	=	59.0	1
NLTKKNOUKMZBAT-UHFFFAOYSA-N	COc1ccc2c3ccnc(C)c3n(CCCCn4c5cc(OC)ccc5c6ccnc(C)c46)c2c1	Mus musculus	=	50.0	1
QWWODAPIEHJFQG-UHFFFAOYSA-N	CCOC(=O)c1cc2c(c[nH]1)nc3ccccc23	Mus musculus	=	32.6	1
NSWAMPCUPHPTTC-UHFFFAOYSA-N	CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(Cl)cc(OC)n2	Oryctolagus cuniculus	>	2000.0	1
NSWAMPCUPHPTTC-UHFFFAOYSA-N	CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(Cl)cc(OC)n2	Rattus norvegicus	>	4000.0	1
IMILGNXNGVFKDE-UHFFFAOYSA-N	CCn1c2cc(OCCCc3ccccc3)ccc2c4ccnc(C)c14	Mus musculus	=	200.0	1
QUDVBRBLKVUKOB-UHFFFAOYSA-N	CCn1c2cc(OCC(C)C)ccc2c3ccnc(C)c13	Mus musculus	=	200.0	1
KNOMJYQGVKBCHG-UHFFFAOYSA-N	CCC(CC)Oc1ccc2c3ccnc(C)c3n(CCCc4ccccc4)c2c1	Mus musculus	=	100.0	1
BXNJHAXVSOCGBA-UHFFFAOYSA-N	COc1ccc2c(c1)[nH]c3c(C)nccc23	Mus musculus	=	59.0	1
QZBVNDCFUOZFQB-UHFFFAOYSA-M	[Br-].CCn1c2cc(OCCCc3ccccc3)ccc2c4cc[n+](Cc5ccccc5)c(C)c14	Mus musculus	=	15.0	1
VPRBSLYVEIQUMD-UHFFFAOYSA-M	[Br-].CCn1c2cc(OCc3c(F)c(F)c(F)c(F)c3F)ccc2c4cc[n+](Cc5ccccc5)c(C)c14	Mus musculus	=	12.5	1
MHHROIUACRIPMX-UHFFFAOYSA-M	[Br-].CCn1c2cc(OCC(C)C)ccc2c3cc[n+](Cc4ccccc4)c(C)c13	Mus musculus	=	12.5	1
BIACKIXQOURAML-UHFFFAOYSA-M	[Br-].CCC(CC)Oc1ccc2c3cc[n+](Cc4ccccc4)c(C)c3n(CCCc5ccccc5)c2c1	Mus musculus	=	6.25	1
OSYCZZCZMSDAPI-UHFFFAOYSA-M	[Br-].CC(C)Cn1c2cc(OCc3ccccc3)ccc2c4cc[n+](Cc5ccccc5)c(C)c14	Mus musculus	=	5.0	1
HGLGAJPVMSZZFE-UHFFFAOYSA-M	[Br-].Cc1c2c(cc[n+]1Cc3ccccc3)c4ccc(OCCCc5ccccc5)cc4n2CCCc6ccccc6	Mus musculus	=	3.75	1
SDEISMNKFBMFFU-UHFFFAOYSA-N	Fc1ccc(CNC(=O)c2ccccc2NCC=C)cc1	Mus musculus	>	2000.0	1
ICSDMESOBBLHQX-UHFFFAOYSA-N	Fc1ccc(CNC(=O)c2ccccc2NCc3ccccc3)cc1	Mus musculus	>	2000.0	1
XDJVELUNEYTDRL-UHFFFAOYSA-N	Clc1ccccc1CNC(=O)c2ccccc2NCc3ccccc3	Mus musculus	>	2000.0	1
CJTIPGUHDRQXQM-UHFFFAOYSA-N	COc1ccc(CNC(=O)c2ccccc2NCc3ccccc3)cc1	Mus musculus	>	2000.0	1
SFKKLZCLZQAPMT-ZHACJKMWSA-N	Fc1ccc(cc1)C(=O)\C=C\C(=O)Nc2ccccc2	Mus musculus	=	45.0	1
RAEVHXQOZBLUMW-UHFFFAOYSA-N	CC(C)c1cccc(C(C)C)c1OC(=O)CCCOC(=O)CN.OC(=O)C(F)(F)F	Rattus norvegicus	=	42.68	1
FHAWSGVHAINOAQ-UHFFFAOYSA-L	[Na+].[Na+].CC(C)c1cccc(C(C)C)c1OC(=O)CCCOP(=O)([O-])[O-]	Rattus norvegicus	=	288.47	1
LWYLQNWMSGFCOZ-UHFFFAOYSA-L	[Na+].[Na+].CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-]	Rattus norvegicus	=	163.11	1
OLBCVFGFOZPWHH-UHFFFAOYSA-N	CC(C)c1cccc(C(C)C)c1O	Rattus norvegicus	=	27.08	1
UVTAVZWIKRJESO-UHFFFAOYSA-N	CC(C)c1cccc(C(C)C)c1OC(=O)CCCO	Rattus norvegicus	=	81.55	1
WNGXJTGGDJXMAI-SDNWHVSQSA-N	CC(=CCC\C(=C\CNc1ccc(O)cc1)\C)C	Mus musculus	>	2000.0	1
YAHXRAWYSGJCNV-FOWTUZBSSA-N	CC(=CCC\C(=C\CC(C)(C=C)c1ccc(O)c(O)c1)\C)C	Mus musculus	>	2000.0	1
DJPVKQQTANNJQR-UHFFFAOYSA-N	Cc1ccc(cc1)c2nn(cc2c3cc([nH]c3c4ccc(F)cc4)c5ccc(Cl)cc5)c6ccc(cc6)S(=O)(=O)N	Mus musculus	=	1894.9775	1
SSQJGMUQRCQXMP-WGARJPEWSA-N	COc1ccc(cc1)c2nn(cc2\C=N/c3ccc(Cl)cc3)c4ccc(cc4)S(=O)(=O)N	Mus musculus	=	1139.3336	1
ZCSKHUREZLCWHM-YSMPRRRNSA-N	COc1ccc(cc1)\N=C/c2cn(nc2c3ccc(OC)cc3)c4ccc(cc4)S(=O)(=O)N	Mus musculus	=	1503.19	1
YTAQQBAFBYQUTQ-YSMPRRRNSA-N	COc1ccc(cc1)\N=C/c2cn(nc2c3ccc(OC)cc3)c4ccc(Cl)cc4	Mus musculus	=	1358.1425	1
WSRSVPOCZJUQPX-DCIPZJNNSA-N	COc1cc(\C=C\c2cccc(\C=C\c3ccc(N(C)C)c(OC)c3)c2)ccc1N(C)C	Rattus norvegicus	>	2000.0	1
QBXXUIOGPPBTJN-UHFFFAOYSA-N	CC1=CC(=O)Oc2c(Cl)c(OCCCCN3CCC(CC3)c4noc5cc(F)ccc45)ccc12	Mus musculus	>	2000.0	1
SOXWLEUWTCDXFM-YDALLXLXSA-N	Cl.CN1CCC[C@H]1C(=O)Nc2ccccc2C	Mus musculus	=	32.5	1
NIPWAFYJLJSBMU-UHFFFAOYSA-N	Cl.CCN1CCCC1C(=O)Nc2ccccc2C	Mus musculus	=	36.8	1
ULUIAMXQKWKZRD-UHFFFAOYSA-N	Cl.CCCCN1CCCC1C(=O)Nc2ccccc2C	Mus musculus	=	16.3	1
VDJJCLFMPYZCHI-UHFFFAOYSA-N	Cl.CCCCN1CCCC1C(=O)Nc2c(C)cccc2C	Mus musculus	=	9.2	1
XVZCRPWQDFBOKT-UHFFFAOYSA-N	Cl.CCCCN1CCCC1C(=O)Nc2ccc(C)cc2C	Mus musculus	=	60.0	1
QXFBBEPNKVWDSV-UHFFFAOYSA-N	Cl.CCCCN1CCCC1C(=O)Nc2ccccc2C(F)(F)F	Mus musculus	=	35.5	1
BOPXNWFIICBJDQ-UHFFFAOYSA-N	Cl.CCCCN1CCCC1C(=O)Nc2ccccc2CC	Mus musculus	=	30.0	1
PSOFDRKWOUNZIQ-UHFFFAOYSA-N	Cl.CCCCN1CCCC1C(=O)Nc2ccccc2I	Mus musculus	=	41.0	1
YIPFEFNPYGFFAO-UHFFFAOYSA-N	Cl.CCCCN1CCCC1C(=O)Nc2ccc(Cl)cc2Cl	Mus musculus	=	32.5	1
JYGOXFNLQGNFBA-UHFFFAOYSA-N	Cl.CCCCN1CCCC1C(=O)Nc2ccc(Br)cc2Br	Mus musculus	=	239.0	1
KDYYVVQDIPRZQG-UHFFFAOYSA-N	Cl.CCCCCN1CCCC1C(=O)Nc2ccccc2C	Mus musculus	=	32.5	1
NLOKLFYCVNEQOB-UHFFFAOYSA-N	Cl.CCCCCCN1CCCC1C(=O)Nc2ccccc2C	Mus musculus	=	35.5	1
BNWQUZKHRAJZQM-FERBBOLQSA-N	Cl.Cc1ccccc1NC(=O)[C@@H]2CCCN2Cc3ccccc3	Mus musculus	=	35.5	1
HPKOQBOBWVQJMQ-UHFFFAOYSA-N	Cl.Cc1ccccc1NC(=O)C2CCCN2C3CCCCC3	Mus musculus	=	12.9	1
FRPAXGBROFXVNQ-UHFFFAOYSA-N	Cl.Cc1ccc(NC(=O)C2CCCN2C3CCCCC3)c(C)c1	Mus musculus	=	65.0	1
DUWQLOKLIWWVSU-UHFFFAOYSA-N	Cl.Clc1ccccc1NC(=O)C2CCCN2C3CCCCC3	Mus musculus	=	95.0	1
SCQDEARUIPBQPQ-UHFFFAOYSA-N	Cl.Cc1cc(C)c(NC(=O)C2CCCN2C3CCCCC3)c(C)c1	Mus musculus	=	15.0	1
NNJVILVZKWQKPM-UHFFFAOYSA-N	CCN(CC)CC(=O)Nc1c(C)cccc1C	Mus musculus	=	39.3	1
ZKMNUMMKYBVTFN-HNNXBMFYSA-N	CCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C	Mus musculus	=	14.1	1
LEBVLXFERQHONN-UHFFFAOYSA-N	CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C	Mus musculus	=	8.9	1
CEQMEILRVSCKGT-FXTUREPZSA-N	CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N3CCC[C@H]3C(=O)O	Mus musculus	>	250.0	1
YLJXZSWHZFXCDY-RQJHMYQMSA-N	N[C@H]1CC[C@H](C1)C(=O)NCCC(=N)N	Mus musculus	=	10.0	1
HABHGWZCAROGBH-UHFFFAOYSA-N	Cl.CCCCCCCCCCCCC(=O)N(CC(C)\C(=N/c1ccccc1)\Nc2ccccc2)c3ccccc3	Mus musculus	=	4000.0	1
VRLFADVTNZGIDS-UHFFFAOYSA-N	Cl.CCCCCCCCCCC(=O)N(CC(C)\C(=N/c1ccccc1)\Nc2ccccc2)c3ccccc3	Mus musculus	=	3500.0	1
QWJKGEWTARVJGI-UHFFFAOYSA-N	Cl.CCCCCCCCC(=O)N(CC(C)\C(=N/c1ccccc1)\Nc2ccccc2)c3ccccc3	Mus musculus	=	3000.0	1
UBCHPRBFMUDMNC-UHFFFAOYSA-N	CC(N)C12CC3CC(CC(C3)C1)C2	Mus musculus	=	175.0	1
BSLOYDWQKCWYDC-WLGZLQKQSA-N	CN(CCO)[N+](=NOc1cc(N2CCN(CC(=O)O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C6[C@@H]7CC(C)(C)CC[C@@]7(CC[C@@]56C)C(=O)O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O)C3(C)C)CC2)c(cc1[N+](=O)[O-])[N+](=O)[O-])[O-]	Mus musculus	=	260.838662	1
KQNZDYYTLMIZCT-KQPMLPITSA-N	C[C@H]1CCC\C=C\[C@@H]2C[C@H](O)C[C@H]2[C@H](O)\C=C\C(=O)O1	Mus musculus	>	200.0	1
ZBDLLOQRCJFDKY-UHFFFAOYSA-M	[Br-].COc1ccc(cc1)c2c3c(cc[n+]2Cc4ccccc4)c5ccccc5n3CCCc6ccccc6	Mus musculus	=	6.25	1
AFESUHGQJMNTIZ-UHFFFAOYSA-M	[Br-].Cc1c2c(cc[n+]1Cc3ccccc3)c4ccccc4n2CCCc5ccccc5	Mus musculus	=	2.5	1
DFGPEJCHGMYTFP-UHFFFAOYSA-M	[Br-].Clc1cccc(C[n+]2ccc3c4ccccc4n(CCCc5ccccc5)c3c2)c1	Mus musculus	=	30.0	1
SSFOOZRUHRHSFT-UHFFFAOYSA-M	[Cl-].Fc1ccc(C[n+]2ccc3c4ccccc4n(CCCc5ccccc5)c3c2)cc1	Mus musculus	=	12.5	1
ZFACVPNTUMNVHK-UHFFFAOYSA-M	[Br-].C(Cc1ccccc1)Cn2c3ccccc3c4cc[n+](Cc5ccccc5)cc24	Mus musculus	=	8.9	1
PPIDDTGDIVAJRG-UHFFFAOYSA-M	[Br-].COc1ccc(Cn2c3ccccc3c4cc[n+](Cc5ccccc5)cc24)cc1	Mus musculus	=	19.5	1
IUAYMJGZBVDSGL-XNNAEKOYSA-N	CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]4CCCN4C(=O)[C@@H](Cc5ccccc5)NC1=O)C(C)C)C(C)C	Mus musculus	=	26.0	1
YLERLAHDHCKWMJ-UHFFFAOYSA-M	[Br-].CCCCCCCCC[n+]1cccc(c1)c2nc(c3ccccc3)c4C(=O)N(CCCCCC)c5ccccc5n24	Mus musculus	=	120.5	1
