C0158266 C0011334 C0014175 C0002736 C0036421 C0392525 C0030319 C0001175 C2239176 C0079731 C0027819 C0022661 C0031099 C0002171 C0023343 C0023434 C1263846 C0014859 C0017668 C0014170 C0020676 C0011573 C0017601 C0014544 C0025202 C0004153 C0019163 C0002871 C0026769 C0004096 C0017661 C0024117 C0011615 C0005586 C0525045 C1956346 C1458155 C0684249 C0040136 C0919267 C0005695 C0007134 C2607914 C0030297 C0027022 C0030305 C0029401 C0036341 C0038356 C0027051 C0149931 C0007820 C0038013 C0003873 C0162871 C0029408 C0023473 C0019829 C0009324 C0010346 C0033860 C0027404 C0003872 C0024141 C0004763 C0008924 C0011860 C0026764 C0011854 C0034951 C1961102 C0028754 C0033578 C0007570 C0002395 C0020538 C0242383 C0007766 C0017665 C0040517 C0029456 C0016781 C0032460 C0085207 C0154778 C0022336 C0029899 C0023892 C0042900 C0018213 C0024530 C0004352 C0007193 C0149654 C0003868 C0023267 C0004943 C0026691 C0206368 C0162872 C0524620 C0004509 C0008313 C0030567 C1800706 C0035258 C0031347 C0028043 
C0011854 0.6174 0.8220 0.8504 0.7470 0.7847 0.6933 0.5933 0.8406 0.6846 0.7942 0.8053 0.7312 0.7568 0.7875 0.7239 0.8608 0.8234 0.6941 0.7449 0.6926 0.9446 0.4881 0.8715 0.7132 0.7758 0.7721 0.8742 0.8150 0.8121 0.8781 0.8247 0.7977 0.7421 0.6165 0.5838 0.7963 0.6555 0.6303 0.6890 0.6769 0.5964 0.6183 0.7246 0.7104 0.7285 0.8844 0.7392 0.6438 0.6795 0.7715 0.7381 0.7555 0.8945 0.8914 0.6065 0.8666 0.8378 0.8324 0.8563 0.8435 0.8296 0.5717 0.8341 0.8554 0.9063 0.6225 0.9607 0.8355 1.0000 0.7139 0.6702 0.8820 0.6813 0.9060 0.8135 0.8246 0.8709 0.5933 0.8338 0.8511 0.8707 0.7938 0.9577 0.9683 0.5169 0.7334 0.5509 0.6579 0.8061 0.8279 0.8632 0.5386 0.6621 0.5416 0.7322 0.6499 0.8761 0.8848 0.6113 0.6406 0.9003 0.7055 0.4403 0.8135 0.7223 0.7609 0.6212 0.5759 
C0034951 0.5851 0.7473 0.7275 0.7401 0.6700 0.5073 0.5994 0.7205 0.6088 0.6680 0.7461 0.5694 0.6608 0.6773 0.6805 0.6705 0.7703 0.6248 0.6176 0.6346 0.6794 0.5376 0.8387 0.7276 0.6997 0.5421 0.7444 0.5866 0.7677 0.7292 0.6956 0.6836 0.6665 0.6256 0.6047 0.5753 0.6206 0.5725 0.6205 0.6145 0.5445 0.5589 0.6072 0.6207 0.5371 0.7295 0.6501 0.6554 0.6106 0.5513 0.7383 0.6141 0.7453 0.7493 0.4298 0.7524 0.6471 0.7227 0.7279 0.7246 0.7345 0.6122 0.7368 0.7407 0.7646 0.6394 0.6441 0.7062 0.7139 1.0000 0.5663 0.6859 0.6445 0.7421 0.7733 0.6105 0.8244 0.4530 0.6764 0.7860 0.7472 0.7642 0.7604 0.6970 0.5551 0.7379 0.5427 0.5462 0.7158 0.6975 0.6552 0.5898 0.5258 0.5794 0.5677 0.5592 0.6921 0.6741 0.7368 0.4560 0.6446 0.6431 0.3811 0.7698 0.6317 0.7481 0.5572 0.5337 
C1961102 0.4443 0.7202 0.6010 0.5918 0.6376 0.5258 0.4256 0.7422 0.7704 0.8237 0.7857 0.5755 0.6111 0.5717 0.5723 0.7689 0.5763 0.7621 0.6091 0.7747 0.6321 0.3238 0.6350 0.5882 0.8065 0.5903 0.6499 0.7050 0.6460 0.7485 0.6104 0.5598 0.5922 0.4418 0.3891 0.5940 0.8664 0.7425 0.7434 0.8757 0.8269 0.7583 0.5582 0.8255 0.7908 0.7038 0.5725 0.4998 0.7972 0.5976 0.5657 0.5977 0.7073 0.7489 0.4775 0.6364 0.7550 0.8143 0.6678 0.6728 0.7443 0.4625 0.6523 0.7198 0.7335 0.5492 0.5976 0.8439 0.6702 0.5663 0.9999 0.6634 0.8661 0.6645 0.6064 0.6370 0.6274 0.4547 0.5994 0.6636 0.6190 0.7245 0.6818 0.5944 0.3792 0.5664 0.5082 0.5596 0.6053 0.5682 0.6524 0.3580 0.4822 0.3703 0.7282 0.6632 0.6745 0.6859 0.4921 0.4682 0.6521 0.5582 0.3791 0.6052 0.5719 0.5886 0.6467 0.4156 
C0028754 0.6427 0.7934 0.7855 0.7355 0.7397 0.6723 0.5933 0.7906 0.6578 0.7141 0.7404 0.7028 0.7542 0.7369 0.6953 0.7893 0.7994 0.6225 0.7024 0.6126 0.8824 0.5160 0.8570 0.7157 0.6965 0.7408 0.8112 0.7780 0.7930 0.8095 0.7343 0.7644 0.6811 0.6211 0.5872 0.7650 0.6285 0.6120 0.6243 0.6178 0.5381 0.5516 0.6142 0.6438 0.6573 0.8414 0.7439 0.6638 0.6372 0.7472 0.7251 0.7481 0.8199 0.8259 0.6074 0.8503 0.7756 0.7398 0.8126 0.8016 0.7710 0.5976 0.7940 0.8079 0.8787 0.6563 0.8587 0.7566 0.8820 0.6859 0.6634 1.0000 0.6399 0.8847 0.8056 0.8018 0.8555 0.5990 0.7510 0.8356 0.8613 0.7668 0.8844 0.8732 0.5803 0.7204 0.6537 0.6794 0.7425 0.7379 0.8145 0.5437 0.6459 0.5539 0.7428 0.5538 0.8304 0.8305 0.6217 0.6437 0.8640 0.7197 0.4312 0.7942 0.6728 0.7384 0.5408 0.6002 
C0033578 0.4579 0.7945 0.7074 0.6348 0.6863 0.5069 0.4892 0.7692 0.8658 0.8491 0.8810 0.5587 0.5903 0.6239 0.6306 0.7630 0.6347 0.9004 0.6476 0.9277 0.6627 0.3995 0.6584 0.6335 0.9151 0.5285 0.6871 0.6362 0.6797 0.7617 0.6464 0.5817 0.6359 0.5078 0.4588 0.5495 0.9729 0.8361 0.8794 0.9509 0.9135 0.8779 0.5707 0.9272 0.7195 0.7304 0.5762 0.5563 0.8940 0.5462 0.6148 0.5583 0.7226 0.7683 0.4289 0.6514 0.7376 0.8892 0.7203 0.7299 0.7962 0.5018 0.6875 0.7516 0.7813 0.6199 0.6098 0.8983 0.6813 0.6445 0.8661 0.6399 1.0000 0.6975 0.6469 0.5939 0.6481 0.4188 0.6211 0.7042 0.6571 0.8212 0.7443 0.6388 0.4046 0.6164 0.5225 0.5695 0.6666 0.6153 0.6155 0.4331 0.4823 0.4479 0.6487 0.7705 0.6566 0.6644 0.5207 0.4226 0.6167 0.5941 0.3748 0.6476 0.5937 0.6391 0.8164 0.4264 
C0007570 0.6667 0.8622 0.8262 0.7946 0.8509 0.7609 0.5896 0.8462 0.7420 0.7842 0.8388 0.8096 0.8283 0.8184 0.7852 0.8782 0.8252 0.7283 0.8266 0.6854 0.8755 0.5022 0.8912 0.7573 0.8078 0.7981 0.9405 0.8195 0.8477 0.9051 0.8783 0.8802 0.7859 0.6118 0.5810 0.8224 0.6734 0.6942 0.6877 0.6823 0.6162 0.6568 0.7144 0.7215 0.6971 0.9726 0.7738 0.6455 0.7421 0.8001 0.7805 0.7879 0.8900 0.8897 0.6700 0.8980 0.8600 0.8481 0.9738 0.9742 0.8761 0.6039 0.8719 0.8803 0.9408 0.6780 0.8376 0.8381 0.9060 0.7421 0.6645 0.8847 0.6975 1.0000 0.8547 0.8441 0.8922 0.6646 0.8689 0.8949 0.8902 0.8581 0.9242 0.8809 0.4933 0.7860 0.6119 0.8085 0.8639 0.8418 0.8861 0.5319 0.7436 0.5439 0.7559 0.6296 0.9067 0.9029 0.6107 0.7090 0.8937 0.6678 0.5819 0.8588 0.8190 0.7969 0.6511 0.5475 
C0002395 0.7293 0.8366 0.8235 0.9692 0.7956 0.6119 0.7957 0.8232 0.6525 0.6970 0.8420 0.6987 0.8238 0.7860 0.8106 0.7635 0.9754 0.6504 0.7442 0.6416 0.7758 0.7020 0.9199 0.9416 0.7309 0.6850 0.8864 0.6951 0.9640 0.8455 0.8128 0.8610 0.7514 0.8257 0.8051 0.7255 0.6389 0.6215 0.6461 0.6341 0.5515 0.5526 0.6850 0.6412 0.5697 0.8521 0.7664 0.8471 0.6421 0.6950 0.9599 0.8065 0.8571 0.8519 0.5476 0.9057 0.7410 0.7680 0.8344 0.8272 0.8195 0.7861 0.8529 0.8589 0.8873 0.7281 0.7324 0.7422 0.8135 0.7733 0.6064 0.8056 0.6469 0.8547 1.0000 0.7469 0.9165 0.6531 0.7959 0.9829 0.8959 0.8282 0.8648 0.7916 0.4889 0.9702 0.6191 0.6781 0.8180 0.8212 0.8071 0.7656 0.7035 0.7510 0.6666 0.5918 0.8197 0.8087 0.6363 0.6028 0.7808 0.6647 0.4636 0.9903 0.7648 0.9628 0.5932 0.6378 
C0020538 0.5123 0.7197 0.7165 0.6800 0.8131 0.8391 0.4480 0.7425 0.6623 0.7170 0.7381 0.8461 0.7707 0.6483 0.6418 0.9290 0.6930 0.6190 0.8031 0.5885 0.8304 0.3736 0.8729 0.6541 0.6969 0.9861 0.7759 0.9753 0.7193 0.8562 0.7663 0.8573 0.5985 0.4627 0.4309 0.9883 0.5690 0.6073 0.5875 0.5922 0.5316 0.6073 0.6136 0.6133 0.7819 0.8235 0.6393 0.4924 0.6079 0.9893 0.6795 0.9115 0.7815 0.7810 0.8504 0.8153 0.9363 0.7407 0.8029 0.7912 0.7234 0.5411 0.7204 0.7593 0.8573 0.5206 0.7648 0.7711 0.8246 0.6105 0.6370 0.8018 0.5939 0.8441 0.7469 1.0000 0.8580 0.8682 0.7877 0.8089 0.8044 0.7561 0.8337 0.8002 0.4501 0.6529 0.5130 0.7599 0.6962 0.6797 0.9741 0.3975 0.8608 0.4065 0.7340 0.6013 0.9761 0.9740 0.4902 0.8868 0.9799 0.5910 0.5145 0.7620 0.7802 0.6918 0.5805 0.4567 
C0242383 0.6637 0.8464 0.8653 0.8331 0.8215 0.7229 0.6857 0.8220 0.6511 0.7021 0.7900 0.7783 0.8385 0.7575 0.7717 0.8303 0.8858 0.6318 0.7891 0.6164 0.8438 0.5581 0.9817 0.8009 0.7222 0.8079 0.8894 0.7991 0.8711 0.8751 0.8250 0.9059 0.7218 0.7015 0.6752 0.8455 0.6287 0.6090 0.6178 0.6267 0.5386 0.5769 0.6768 0.6262 0.6349 0.8768 0.7558 0.7251 0.6286 0.8175 0.8282 0.8137 0.8624 0.8598 0.6762 0.9287 0.8181 0.7688 0.8601 0.8504 0.8179 0.6606 0.8419 0.8537 0.9072 0.6739 0.8105 0.7638 0.8709 0.8244 0.6274 0.8555 0.6481 0.8922 0.9165 0.8580 0.9999 0.7065 0.8316 0.9205 0.9312 0.8183 0.9102 0.8655 0.5394 0.8252 0.5983 0.7298 0.8061 0.8019 0.8929 0.6458 0.7744 0.6374 0.7000 0.5598 0.9032 0.8914 0.6887 0.7174 0.8829 0.7086 0.4815 0.9091 0.7896 0.8350 0.5588 0.6239 
C0007766 0.3482 0.5318 0.5115 0.6305 0.7037 0.7327 0.3576 0.5560 0.5268 0.5136 0.5965 0.7058 0.6803 0.4661 0.4497 0.7616 0.5805 0.4747 0.6793 0.4201 0.6077 0.3450 0.7290 0.6337 0.5165 0.8874 0.5999 0.8231 0.6194 0.6767 0.6047 0.7414 0.4323 0.3827 0.3506 0.8820 0.4080 0.4851 0.4261 0.4329 0.4010 0.4778 0.4565 0.4544 0.6055 0.6752 0.4479 0.3806 0.4760 0.8908 0.6462 0.8949 0.5673 0.5651 0.8627 0.6378 0.7753 0.5401 0.6541 0.6436 0.5369 0.5387 0.5385 0.5850 0.6707 0.3888 0.5387 0.5640 0.5933 0.4530 0.4547 0.5990 0.4188 0.6646 0.6531 0.8682 0.7065 1.0000 0.6211 0.6950 0.6199 0.5707 0.6119 0.5727 0.2580 0.6064 0.4387 0.6872 0.5154 0.4963 0.8281 0.3266 0.8317 0.3117 0.5620 0.4658 0.8301 0.8202 0.2988 0.8947 0.8174 0.3662 0.4955 0.6746 0.6933 0.6321 0.4707 0.2996 
C0017665 0.6117 0.7647 0.7266 0.7307 0.8364 0.8237 0.5550 0.8707 0.6991 0.7338 0.7364 0.8832 0.8173 0.7892 0.7745 0.7980 0.7444 0.6379 0.9394 0.6236 0.7829 0.4543 0.8281 0.6845 0.7050 0.7400 0.8775 0.7439 0.7938 0.9081 0.9815 0.8719 0.8005 0.5713 0.5338 0.7715 0.6050 0.6334 0.6646 0.6266 0.5530 0.6646 0.7902 0.6604 0.6100 0.8688 0.6995 0.6129 0.6352 0.7492 0.7060 0.6976 0.8537 0.8694 0.6244 0.8377 0.7693 0.7617 0.8725 0.8601 0.8577 0.5614 0.8523 0.8873 0.8787 0.6174 0.7239 0.7565 0.8338 0.6764 0.5994 0.7510 0.6211 0.8689 0.7959 0.7877 0.8316 0.6211 1.0000 0.8383 0.8055 0.8057 0.8271 0.7618 0.4353 0.7248 0.5476 0.7844 0.8028 0.9072 0.8346 0.5041 0.7753 0.5186 0.7167 0.5804 0.8462 0.8502 0.5726 0.6667 0.8131 0.5706 0.5971 0.8001 0.8874 0.7289 0.5698 0.4660 
C0040517 0.7197 0.8620 0.8312 0.9602 0.8450 0.6789 0.7494 0.8676 0.7168 0.7619 0.8801 0.7608 0.8472 0.8088 0.8304 0.8293 0.9588 0.7058 0.7957 0.7004 0.8221 0.6636 0.9332 0.9368 0.7837 0.7483 0.9057 0.7705 0.9674 0.8933 0.8540 0.8781 0.7783 0.7803 0.7530 0.7815 0.6927 0.6703 0.7062 0.6936 0.6110 0.6331 0.7155 0.7079 0.6496 0.8923 0.7769 0.8074 0.6977 0.7592 0.9504 0.8459 0.8876 0.8889 0.6086 0.9185 0.8078 0.8204 0.8758 0.8682 0.8593 0.7888 0.8776 0.8940 0.9340 0.7404 0.7658 0.8047 0.8511 0.7860 0.6636 0.8356 0.7042 0.8949 0.9829 0.8089 0.9205 0.6950 0.8383 1.0000 0.9030 0.8833 0.8982 0.8202 0.4937 0.9547 0.6458 0.7337 0.8426 0.8437 0.8576 0.7155 0.7447 0.7112 0.7229 0.6528 0.8750 0.8677 0.6416 0.6606 0.8398 0.6799 0.5022 0.9839 0.8076 0.9589 0.6460 0.6254 
C0029456 0.7682 0.8766 0.9125 0.8195 0.8142 0.6615 0.6961 0.8206 0.6476 0.7245 0.8071 0.7371 0.8428 0.7911 0.7835 0.8242 0.8849 0.6573 0.7521 0.6435 0.8345 0.5537 0.9275 0.7793 0.7519 0.7484 0.8930 0.7687 0.8931 0.8681 0.8128 0.8676 0.7481 0.7092 0.6862 0.7884 0.6426 0.6014 0.6443 0.6390 0.5485 0.5670 0.6866 0.6435 0.6638 0.8698 0.9006 0.7257 0.6497 0.7568 0.8125 0.7500 0.9264 0.9130 0.6035 0.9727 0.8043 0.8015 0.8565 0.8473 0.8322 0.6187 0.9196 0.8482 0.9015 0.6845 0.7920 0.7881 0.8707 0.7472 0.6190 0.8613 0.6571 0.8902 0.8959 0.8044 0.9312 0.6199 0.8055 0.9030 1.0000 0.8142 0.9214 0.8672 0.4751 0.8103 0.6675 0.6739 0.8370 0.8075 0.8533 0.6371 0.7187 0.6277 0.7023 0.6061 0.8676 0.8624 0.6248 0.6507 0.8399 0.7162 0.4566 0.8889 0.7464 0.8222 0.5908 0.6130 
C0016781 0.6197 0.8445 0.7828 0.7946 0.8171 0.6777 0.5886 0.8558 0.8256 0.8131 0.8949 0.7415 0.7308 0.7790 0.7756 0.8306 0.7888 0.8294 0.8149 0.8158 0.7841 0.5336 0.8319 0.7632 0.8768 0.6906 0.8294 0.7502 0.8261 0.8527 0.8218 0.7743 0.7609 0.6134 0.5831 0.7143 0.8065 0.7882 0.8015 0.8045 0.7472 0.7760 0.6426 0.8283 0.6929 0.8503 0.7154 0.6717 0.8142 0.6997 0.7717 0.7137 0.8244 0.8449 0.5621 0.8122 0.8164 0.8721 0.8518 0.8606 0.8596 0.6261 0.8089 0.8541 0.9132 0.7845 0.7194 0.8633 0.7938 0.7642 0.7245 0.7668 0.8212 0.8581 0.8282 0.7561 0.8183 0.5707 0.8057 0.8833 0.8142 1.0000 0.8671 0.7667 0.4680 0.7834 0.6049 0.7019 0.8134 0.7708 0.7819 0.5589 0.6824 0.5649 0.7030 0.7383 0.8233 0.8166 0.6288 0.5950 0.7827 0.6577 0.4731 0.8259 0.7589 0.7952 0.7743 0.5136 
C0032460 0.6255 0.8743 0.9348 0.7904 0.8119 0.7034 0.6610 0.8653 0.7485 0.7873 0.8595 0.7519 0.7883 0.8115 0.7729 0.8692 0.8676 0.7730 0.7748 0.7573 0.9481 0.5460 0.9155 0.7560 0.8332 0.7678 0.9007 0.8063 0.8417 0.8819 0.8195 0.8359 0.7554 0.6790 0.6520 0.7990 0.7275 0.6964 0.7529 0.7442 0.6604 0.6734 0.6939 0.7601 0.6993 0.9079 0.7512 0.7091 0.7572 0.7724 0.7815 0.7645 0.8876 0.8897 0.6206 0.8931 0.8494 0.8591 0.8865 0.8788 0.8544 0.6048 0.8451 0.8642 0.9565 0.7078 0.9165 0.8555 0.9577 0.7604 0.6818 0.8844 0.7443 0.9242 0.8648 0.8337 0.9102 0.6119 0.8271 0.8982 0.9214 0.8671 1.0000 0.9669 0.5735 0.7760 0.5744 0.6868 0.8456 0.8188 0.8666 0.6053 0.6910 0.6040 0.7303 0.6792 0.8897 0.8881 0.6516 0.6565 0.8943 0.7733 0.4576 0.8562 0.7325 0.8011 0.7006 0.6223 
C0085207 0.5697 0.7871 0.8922 0.7108 0.7307 0.6699 0.5925 0.7787 0.6364 0.6977 0.7621 0.6920 0.7124 0.7424 0.6852 0.8072 0.8109 0.6621 0.6913 0.6519 0.9546 0.4872 0.8634 0.6769 0.7325 0.7415 0.8367 0.7688 0.7629 0.7987 0.7389 0.7710 0.6710 0.6109 0.5847 0.7689 0.6206 0.5891 0.6442 0.6269 0.5428 0.5599 0.6288 0.6599 0.6422 0.8488 0.6849 0.6323 0.6494 0.7413 0.7064 0.7280 0.8161 0.8096 0.5866 0.8311 0.7922 0.7693 0.8179 0.8085 0.7588 0.5368 0.7611 0.7806 0.8802 0.6221 0.9724 0.7694 0.9683 0.6970 0.5944 0.8732 0.6388 0.8809 0.7916 0.8002 0.8655 0.5727 0.7618 0.8202 0.8672 0.7667 0.9669 1.0000 0.5664 0.6957 0.5122 0.6224 0.7654 0.7503 0.8249 0.5362 0.6276 0.5325 0.6744 0.5895 0.8400 0.8377 0.6090 0.6251 0.8807 0.7372 0.3975 0.7832 0.6494 0.7245 0.5910 0.5957 
C0154778 0.3948 0.4257 0.4632 0.4071 0.3761 0.4080 0.2895 0.4896 0.4031 0.3870 0.4057 0.3825 0.4645 0.4302 0.3809 0.3964 0.4417 0.3953 0.3807 0.3636 0.6096 0.3370 0.5514 0.4195 0.3879 0.3589 0.4542 0.3832 0.4214 0.4636 0.4060 0.4238 0.4029 0.3210 0.3183 0.4062 0.3923 0.3514 0.3454 0.3481 0.3358 0.3270 0.3496 0.3727 0.3067 0.4510 0.4305 0.3657 0.3864 0.3635 0.4036 0.4167 0.4379 0.4574 0.3000 0.4721 0.3715 0.4066 0.4189 0.4183 0.4599 0.3591 0.4083 0.4643 0.5774 0.3751 0.5430 0.4383 0.5169 0.5551 0.3792 0.5803 0.4046 0.4933 0.4889 0.4501 0.5394 0.2580 0.4353 0.4937 0.4751 0.4680 0.5735 0.5664 0.9950 0.3960 0.2656 0.3661 0.4111 0.4423 0.4298 0.2855 0.2878 0.2893 0.4172 0.2930 0.4397 0.4242 0.6409 0.3008 0.5039 0.6360 0.2099 0.4432 0.3387 0.4257 0.3025 0.4876 
C0022336 0.7286 0.7758 0.7307 0.9948 0.7472 0.5189 0.7401 0.7596 0.6070 0.6653 0.8330 0.6154 0.7682 0.7530 0.7915 0.6948 0.9537 0.6303 0.6710 0.6282 0.6837 0.6847 0.8367 0.9801 0.6991 0.5939 0.8343 0.6160 0.9685 0.7835 0.7586 0.7833 0.7083 0.7809 0.7595 0.6286 0.6101 0.5759 0.6229 0.6067 0.5382 0.5235 0.6472 0.6215 0.5323 0.7893 0.7278 0.7958 0.6170 0.6012 0.9874 0.7861 0.8078 0.8005 0.4518 0.8393 0.6720 0.7315 0.7740 0.7685 0.7709 0.8295 0.8110 0.8114 0.8085 0.6681 0.6393 0.6976 0.7334 0.7379 0.5664 0.7204 0.6164 0.7860 0.9702 0.6529 0.8252 0.6064 0.7248 0.9547 0.8103 0.7834 0.7760 0.6957 0.3960 1.0000 0.6131 0.6234 0.7749 0.7843 0.7256 0.7253 0.6229 0.7086 0.6091 0.5997 0.7362 0.7268 0.5798 0.5081 0.6861 0.5827 0.4320 0.9793 0.7168 0.9877 0.5914 0.6048 
C0029899 0.5835 0.6231 0.5582 0.6153 0.5800 0.4001 0.4683 0.6016 0.4565 0.5732 0.5888 0.4800 0.6026 0.5015 0.5912 0.5452 0.6188 0.4795 0.5253 0.4814 0.5151 0.3996 0.6031 0.6154 0.5361 0.4667 0.5891 0.5238 0.6701 0.5963 0.5793 0.5428 0.5103 0.4888 0.4561 0.4947 0.5222 0.4287 0.4987 0.5068 0.4364 0.4330 0.4887 0.5212 0.5054 0.5919 0.6915 0.5126 0.4893 0.4836 0.6038 0.5574 0.6572 0.6521 0.3797 0.6654 0.5354 0.5753 0.5915 0.5948 0.5904 0.5148 0.6727 0.6149 0.6177 0.5005 0.4692 0.5741 0.5509 0.5427 0.5082 0.6537 0.5225 0.6119 0.6191 0.5130 0.5983 0.4387 0.5476 0.6458 0.6675 0.6049 0.5744 0.5122 0.2656 0.6131 0.9992 0.4897 0.5602 0.5692 0.5500 0.4268 0.4535 0.4505 0.4875 0.4507 0.5697 0.5677 0.3848 0.4108 0.5369 0.4286 0.3307 0.6308 0.5349 0.6054 0.4583 0.3895 
C0023892 0.5051 0.6445 0.5850 0.6373 0.7951 0.8168 0.4064 0.7158 0.7108 0.6214 0.6479 0.8170 0.7711 0.6171 0.6007 0.7244 0.6057 0.5906 0.8334 0.5300 0.6591 0.3799 0.7321 0.6190 0.6029 0.7311 0.7658 0.7172 0.6635 0.7745 0.7826 0.7959 0.6096 0.4328 0.3976 0.7493 0.5628 0.6214 0.5594 0.5732 0.5256 0.6102 0.5629 0.6095 0.5647 0.8311 0.5480 0.4679 0.6240 0.7436 0.6220 0.7054 0.6507 0.6764 0.6502 0.7023 0.7169 0.6345 0.8259 0.8158 0.7147 0.5219 0.6595 0.7393 0.7795 0.5533 0.5989 0.6466 0.6579 0.5462 0.5596 0.6794 0.5695 0.8085 0.6781 0.7599 0.7298 0.6872 0.7844 0.7337 0.6739 0.7019 0.6868 0.6224 0.3661 0.6234 0.4897 0.9998 0.6537 0.6599 0.7660 0.3671 0.7695 0.3921 0.6908 0.5198 0.7778 0.7716 0.4686 0.6856 0.7580 0.4500 0.8362 0.6881 0.8256 0.6279 0.5246 0.3779 
C0042900 0.6589 0.8470 0.8005 0.7755 0.8751 0.5881 0.6091 0.8130 0.6800 0.7454 0.8054 0.6721 0.7752 0.9235 0.8372 0.7769 0.8046 0.7056 0.7237 0.6880 0.7557 0.4937 0.8080 0.7305 0.8061 0.6429 0.9038 0.6794 0.8282 0.8457 0.8407 0.7897 0.9039 0.6294 0.6010 0.6773 0.6517 0.6272 0.6903 0.6858 0.6086 0.6076 0.7203 0.6954 0.6134 0.8667 0.7548 0.6547 0.7094 0.6490 0.7610 0.6609 0.8712 0.8687 0.5065 0.8529 0.7463 0.8158 0.8747 0.8690 0.9493 0.5851 0.8855 0.8945 0.8572 0.6545 0.6988 0.7866 0.8061 0.7158 0.6053 0.7425 0.6666 0.8639 0.8180 0.6962 0.8061 0.5154 0.8028 0.8426 0.8370 0.8134 0.8456 0.7654 0.4111 0.7749 0.5602 0.6537 1.0000 0.8432 0.7802 0.5614 0.6402 0.5649 0.6828 0.6272 0.8117 0.8102 0.5904 0.5509 0.7376 0.6139 0.4697 0.8237 0.7501 0.7803 0.6342 0.5245 
C0018213 0.6956 0.7870 0.7346 0.7742 0.8051 0.6144 0.5879 0.8381 0.6279 0.7171 0.7314 0.7086 0.7763 0.8498 0.8462 0.7280 0.7877 0.6280 0.7832 0.6172 0.7870 0.4649 0.7948 0.7224 0.6893 0.6290 0.8852 0.6448 0.8400 0.8744 0.9335 0.8165 0.8366 0.6045 0.5748 0.6686 0.6042 0.5836 0.6991 0.6242 0.5418 0.5607 0.7855 0.6395 0.5490 0.8268 0.7535 0.6425 0.6206 0.6378 0.7452 0.6409 0.8860 0.8927 0.4877 0.8503 0.6831 0.7525 0.8453 0.8312 0.8723 0.5742 0.8885 0.9038 0.8477 0.6087 0.7028 0.7339 0.8279 0.6975 0.5682 0.7379 0.6153 0.8418 0.8212 0.6797 0.8019 0.4963 0.9072 0.8437 0.8075 0.7708 0.8188 0.7503 0.4423 0.7843 0.5692 0.6599 0.8432 0.9999 0.7681 0.5336 0.6687 0.5409 0.6724 0.5602 0.7778 0.7852 0.5656 0.5373 0.7363 0.5673 0.4690 0.8331 0.8153 0.7698 0.5624 0.5071 
C0024530 0.5788 0.7890 0.7708 0.7431 0.8526 0.8065 0.5090 0.8017 0.6636 0.7582 0.7770 0.8469 0.8252 0.7248 0.7319 0.9409 0.7617 0.6373 0.8225 0.6143 0.8331 0.4148 0.8954 0.7018 0.7299 0.9653 0.8731 0.9579 0.7856 0.9018 0.8331 0.9009 0.6734 0.5264 0.4954 0.9748 0.5884 0.6004 0.6137 0.6165 0.5489 0.6069 0.6822 0.6322 0.7791 0.8717 0.7043 0.5505 0.6263 0.9646 0.7378 0.8933 0.8555 0.8479 0.8132 0.8722 0.9367 0.7879 0.8528 0.8459 0.7945 0.5646 0.7979 0.8239 0.8847 0.5548 0.7765 0.8016 0.8632 0.6552 0.6524 0.8145 0.6155 0.8861 0.8071 0.9741 0.8929 0.8281 0.8346 0.8576 0.8533 0.7819 0.8666 0.8249 0.4298 0.7256 0.5500 0.7660 0.7802 0.7681 1.0000 0.4587 0.8624 0.4670 0.7487 0.6099 0.9909 0.9898 0.5217 0.8563 0.9711 0.6018 0.5384 0.8249 0.8197 0.7517 0.5961 0.4771 
C0004352 0.4842 0.6337 0.6262 0.7059 0.4869 0.3052 0.9316 0.5902 0.3724 0.4312 0.5598 0.3794 0.5482 0.5195 0.5555 0.4238 0.8163 0.4065 0.4218 0.4414 0.5109 0.8238 0.6523 0.6960 0.4605 0.3313 0.5947 0.3514 0.6873 0.5193 0.5011 0.5323 0.5157 0.9354 0.9600 0.3710 0.4307 0.3256 0.4456 0.4135 0.3221 0.3140 0.4928 0.4047 0.2849 0.5484 0.5094 0.9253 0.4050 0.3466 0.7091 0.4560 0.5755 0.5650 0.2657 0.6238 0.3954 0.4877 0.5268 0.5120 0.5392 0.6048 0.5880 0.5711 0.6122 0.6705 0.4871 0.4535 0.5386 0.5898 0.3580 0.5437 0.4331 0.5319 0.7656 0.3975 0.6458 0.3266 0.5041 0.7155 0.6371 0.5589 0.6053 0.5362 0.2855 0.7253 0.4268 0.3671 0.5614 0.5336 0.4587 0.9999 0.3579 0.9417 0.3758 0.3652 0.4829 0.4695 0.5076 0.3047 0.4388 0.5447 0.2408 0.7085 0.4322 0.7124 0.3511 0.5337 
