InChI Key	SMILES
DKNDOKIVCXTFHJ-HNNXBMFYSA-O	Clc1cc(Cl)cc(c1)C(=O)NCC1(F)CC[NH+](CC1)C[C@H]1CCOC(C1)(C)C
HQZBFDAIHIKVRO-CXAGYDPISA-O	F[C@@H]1C[NH+](CC[C@@H]1CNC(=O)c1cc(Cl)cc(c1)Cl)CCC(C)(C)C
ZATWYMPHUYHZKA-LLVKDONJSA-N	NC(=O)Nc1snc(c1C(=O)N)S[C@@H]1CCCCc2c1cccc2
BLQYVHBZHAISJM-CMDGGOBGSA-O	Cc1n[nH]c(c1)Nc1nc(/C=C/c2ccccc2)nc(c1)N1CC[NH+](CC1)C
KGPGFQWBCSZGEL-CYBMUJFWSA-O	CCn1c(nc2c1c(OC[C@@H]1CCC[NH2+]C1)cnc2C#CC(O)(C)C)c1nonc1N
QZGCHMZBGHVZFB-LLVKDONJSA-N	COC(=O)[C@@H]1NCc2c(C1)c1ccccc1[nH]2
IDYXWUNHHTZQSB-LBPRGKRZSA-N	CCOC(=O)[C@H]1NCc2c(C1)c1ccccc1[nH]2
IDYXWUNHHTZQSB-GFCCVEGCSA-N	CCOC(=O)[C@@H]1NCc2c(C1)c1ccccc1[nH]2
TYYLMKBOWXDDCT-UHFFFAOYSA-N	CCCCN(c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)O)Cc1cc(Cl)c(c(c1)Cl)O
WYNZPDDTQGVCLZ-UHFFFAOYSA-N	CCCCCn1cc(cc1c1ccccc1F)C(=O)c1cccc2c1cccc2
NMFAKPRDDDKVBP-UHFFFAOYSA-O	[NH3+]CC1(CCCCCC1)c1ccc(c(c1)Cl)Cl
PHLXAGIJBISHEY-QHCPKHFHSA-O	CC[C@@]1(O)C(=O)OCC2=C([NH+]3C(=c4nc5C=CC(=O)C(=c5cc4C3)C[NH+](C)C)C=C12)[O-]
FALILNHGILFDLC-UHFFFAOYSA-N	Oc1cc(ccc1C(=O)c1ccccc1)N1CCOCC1
PUAYLIXQYVQBPE-RKDOMRRMSA-N	O/N=C(/C1=CC[C@@H]2[C@@]1(C)CC[C@@H]1[C@@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)\C
PUAYLIXQYVQBPE-CLXVYFTDSA-N	O/N=C(/C1=CC[C@H]2[C@@]1(C)CC[C@@H]1[C@@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)\C
QZGCHMZBGHVZFB-NSHDSACASA-N	COC(=O)[C@H]1NCc2c(C1)c1ccccc1[nH]2
LBVKEEFIPBQIMD-JTQLQIEISA-N	CC(Oc1n[nH]c(c1)Nc1nc(ncc1Cl)N[C@H](c1ccc(cn1)F)C)C
POYFPBLOVRVCKS-GOSISDBHSA-O	CCOC(=O)C1=C(C)Nc2c([C@@H]1c1ccccc1)c(N)c1c([nH+]2)CCCC1
POYFPBLOVRVCKS-SFHVURJKSA-O	CCOC(=O)C1=C(C)Nc2c([C@H]1c1ccccc1)c(N)c1c([nH+]2)CCCC1
RYUHYOLRLQUVHQ-LJQANCHMSA-O	CCOC(=O)C1=C(C)Nc2c([C@@H]1c1ccccc1OC)c(N)c1c([nH+]2)CCCC1
RYUHYOLRLQUVHQ-IBGZPJMESA-O	CCOC(=O)C1=C(C)Nc2c([C@H]1c1ccccc1OC)c(N)c1c([nH+]2)CCCC1
ZNRGREFWBCWZAU-LJQANCHMSA-O	CCOC(=O)C1=C(C)Nc2c([C@@H]1c1ccc(cc1)OC)c(N)c1c([nH+]2)CCCC1
ZNRGREFWBCWZAU-IBGZPJMESA-O	CCOC(=O)C1=C(C)Nc2c([C@H]1c1ccc(cc1)OC)c(N)c1c([nH+]2)CCCC1
RDDFBAPIHCKOCC-GOSISDBHSA-O	CCOC(=O)C1=C(C)Nc2c([C@@H]1c1ccc(cc1)F)c(N)c1c([nH+]2)CCCC1
RDDFBAPIHCKOCC-SFHVURJKSA-O	CCOC(=O)C1=C(C)Nc2c([C@H]1c1ccc(cc1)F)c(N)c1c([nH+]2)CCCC1
QTVIWMLMXFVZIY-LJQANCHMSA-O	CCOC(=O)C1=C(C)Nc2c([C@@H]1c1ccc(cc1)C)c(N)c1c([nH+]2)CCCC1
QTVIWMLMXFVZIY-IBGZPJMESA-O	CCOC(=O)C1=C(C)Nc2c([C@H]1c1ccc(cc1)C)c(N)c1c([nH+]2)CCCC1
SCKWNQRIZNNYFA-LJQANCHMSA-O	CCOC(=O)C1=C(C)Nc2c([C@@H]1c1cccc(c1)OC)c(N)c1c([nH+]2)CCCC1
SCKWNQRIZNNYFA-IBGZPJMESA-O	CCOC(=O)C1=C(C)Nc2c([C@H]1c1cccc(c1)OC)c(N)c1c([nH+]2)CCCC1
NIVLUABJSRHBFE-UHFFFAOYSA-N	CS(=O)(=O)c1ccc(cc1)n1cccc1
DARGVYVMURXBSO-UHFFFAOYSA-N	Clc1cccc(c1)Cn1cncc1
DQXGQHAFADWCKG-UHFFFAOYSA-N	Cc1ccc(cc1)Cn1cncc1
QAHKQESOBNRNSZ-UHFFFAOYSA-N	Cc1cccc(c1)Cn1cncc1
GRNZPDVXMDBGHG-DLBZAZTESA-N	COC(=O)[C@H]1N[C@H](c2ccc(cc2Cl)Cl)c2c(C1)c1ccccc1[nH]2
GRNZPDVXMDBGHG-IAGOWNOFSA-N	COC(=O)[C@@H]1N[C@H](c2ccc(cc2Cl)Cl)c2c(C1)c1ccccc1[nH]2
FKRBAXZAJBBIAJ-UHFFFAOYSA-N	N#Cc1cc([N+](=O)[O-])c2c(c1)[n+]([O-])c(s2)C(=O)N
MCQBNMPALTYSES-QGZVFWFLSA-N	O=C([C@H]1COc2c(O1)cccc2)Nc1ccc(cc1)c1c[nH]nc1
MCQBNMPALTYSES-KRWDZBQOSA-N	O=C([C@@H]1COc2c(O1)cccc2)Nc1ccc(cc1)c1c[nH]nc1
TYLQNPVGILBSQQ-YQQQUEKLSA-O	Clc1ccccc1C([NH+]1[C@@H]2CC[C@H]1CC(C2)c1ccccn1)c1ccccc1Cl
XBTFLDWDXOUUKS-ZROIWOOFSA-N	COc1cc(/C=C/2\SC(=NC2=O)c2ccccc2)cc(c1O)[N+](=O)[O-]
KEUJAGGJGBWRFC-UHFFFAOYSA-N	O=C(CC(C)(C)C)Nc1c(F)cc(cc1F)C(=O)Nc1nccs1
JXYNOYAZWCDOBD-AWEZNQCLSA-N	Clc1cccc(c1)c1noc(n1)[C@@H]1CCCN1C(=O)C1CCC1
JXYNOYAZWCDOBD-CQSZACIVSA-N	Clc1cccc(c1)c1noc(n1)[C@H]1CCCN1C(=O)C1CCC1
DPYTYQFYDLYWHZ-UHFFFAOYSA-N	CNC(=O)c1cccc(c1)NC(=O)N1CCC(CC1)Oc1ccccc1Cl
XTKIFGMBONJHTF-UHFFFAOYSA-O	O=C(Nc1ccccc1C)Nc1ccc(cc1)c1cccc2c1c(N)[nH][nH+]2
KHQLSBOHZQJRPC-UHFFFAOYSA-O	Nc1ccc(cc1)c1cccc2c1c(N)[nH][nH+]2
ZBWAOEUPXWDTQS-UHFFFAOYSA-O	O=C(c1ccccc1)Nc1ccc(cc1)c1cccc2c1c(N)[nH][nH+]2
NXWASIVXQMMPLM-ZXMXYHOLSA-O	C[NH2+][C@@H](C[C@H]1CCCOC1)CNC(=O)N1CCC[C@H](C1)[C@H](c1cccc(c1)Cl)OCCNC(=O)OC
AVUOUGHWBJISGR-UHFFFAOYSA-O	O=C(c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)C[n+]1c(N)n(c2c1cccc2)CCN1CCOCC1
OEGIMGLSWWLEIS-UHFFFAOYSA-M	Cc1ccc(cc1)[N-]S(=O)(=O)c1cc(ccc1Br)C(=O)Nc1ccccc1C(=O)[O-]
JRURYQJSLYLRLN-BJMVGYQFSA-N	CCN(C(=O)/C(=C/c1cc(O)c(c(c1)[N+](=O)[O-])O)/C#N)CC
MIQPIUSUKVNLNT-UHFFFAOYSA-N	Cc1ccc(cc1)C(=O)c1cc(O)c(c(c1)[N+](=O)[O-])O
XPCFTKFZXHTYIP-PMACEKPBSA-M	CCOC(=O)[C@@H](N[C@H]1CCc2c(N(C1=O)CC(=O)[O-])cccc2)CCc1ccccc1
JNAHVYVRKWKWKQ-CYBMUJFWSA-O	NC(=O)c1cccc2c1nc([nH]2)[C@@]1(C)CCC[NH2+]1
KAVKWHJDPYCYQA-VNNAKPRGSA-M	[O-]C(=O)[C@]12CC[C@@]3(C(=CC[C@H]4[C@@]3(C)CC[C@@H]3[C@]4(C)Cc4c(C3(C)C)onc4)[C@@H]2CC(CC1)(C)C)C
QXNYWQVYZYCACA-UHFFFAOYSA-N	O=C(N(c1ccccc1)c1ccccc1)CN1CCN(CC1)C(c1ccccc1)c1ccccc1
LPWONNPEPDHEAI-GJZGRUSLSA-M	[O-]C(=O)[C@H]([C@@H](C(=O)[O-])[NH3+])OCc1cccc(c1)NC(=O)c1ccc(cc1)C(F)(F)F
MMPAULQSJLVKHP-UHFFFAOYSA-N	Clc1c(Cl)cccc1c1nnnn1Cc1cccnc1
HESLKTSGTIBHJU-UHFFFAOYSA-N	O=C1CCc2c(N1)ccc(c2)Nc1ncc(c(n1)NCc1cccc(c1)S(=O)(=O)C)C(F)(F)F
NXNRAECHCJZNRF-JBACZVJFSA-N	COc1ccc2c(c1)[nH]c1c2C[C@@H]2N([C@H]1CC(C)C)C(=O)[C@@H](NC2=O)CCC(=O)OC(C)(C)C
DUOWFFYJKGBOQB-UHFFFAOYSA-O	COc1cc2CC(Cc2cc1OC)CC1CC[NH+](CC1)Cc1ccccc1
VRXFDHAGFYWGHT-UHFFFAOYSA-P	CC[NH2+]Cc1cc(ccc1O)Nc1cc[nH+]c2c1ccc(c2)Cl
UPMRZALMHVUCIN-UHFFFAOYSA-N	CC(=O)C(=Cc1cc(O)c(c(c1)[N+](=O)[O-])O)C(=O)C
DULQFFCIVGYOFH-OWOJBTEDSA-M	Oc1cc(/C=C/c2ccc(cc2)O)cc(c1)OS(=O)(=O)[O-]
KKYABQBFGDZVNQ-UHFFFAOYSA-N	O=C(c1ccc(nc1)c1cc(cc(c1C)F)C(=O)NC1CC1)NCC(C)(C)C
QZZUEBNBZAPZLX-QFIPXVFZSA-N	CCc1cc2CC(Cc2cc1CC)[NH2+]C[C@@H](c1ccc(c2c1ccc(=O)[nH]2)[O-])O
GFMFGAFKSYCINV-HNNXBMFYSA-O	O=C(c1ccc2c(c1)CCN2)N[C@H]1C[NH+]2CCC1CC2
NANQRVOKMXDMNL-AWEZNQCLSA-O	C[NH+](CCc1sc2c(c1[C@H](c1ccccn1)C)cccc2)C
AZEXWHKOMMASPA-UHFFFAOYSA-N	Cn1nc(c(c1)c1ccncc1)c1ccc(cc1)OCc1ccc2c(n1)cccc2
DEQLGSOHGTZKFB-UHFFFAOYSA-N	[O-]C(=O)CCn1c2ccccc2c(c1C)Cn1c[nH+]cc1
WUTVMXLIGHTZJC-OAQYLSRUSA-N	OC[C@H](c1cccc(c1)Cl)NC(=O)c1[nH]cc(c1)c1nc(ncc1C)Nc1ccc(cc1Cl)F
KTEIFNKAUNYNJU-LBPRGKRZSA-P	Nc1[nH+]cc(cc1O[C@H](c1c(Cl)ccc(c1Cl)F)C)c1cnn(c1)C1CC[NH2+]CC1
KTEIFNKAUNYNJU-GFCCVEGCSA-P	Nc1[nH+]cc(cc1O[C@@H](c1c(Cl)ccc(c1Cl)F)C)c1cnn(c1)C1CC[NH2+]CC1
ZEOQUKRCASTCFR-UHFFFAOYSA-N	COc1cccc(c1)C(=O)Nc1ccc(c(c1)c1ccnn1C)OCCN1CCOCC1
HHNGYTVWOXXKET-UHFFFAOYSA-N	CCCn1c(=O)[nH]c2c(c1=O)[nH]c(n2)c1ccc(cc1)S(=O)(=O)N1CCN(CC1)Cc1ccccc1
AVEVJMZJJJDOCI-UHFFFAOYSA-N	CC(c1ccc(cc1)c1nc2c([nH]1)cccc2N1CCN(CC1)Cc1ccc2c(c1)nccn2)(C)C
ZJWMORXLCBCEAL-UHFFFAOYSA-M	Clc1ccc(cc1)S(=O)(=O)[N-]c1ccc(cc1C(=O)[O-])Br
QYYWFIOBVXLDLZ-MRVPVSSYSA-O	[NH3+][C@@H](C(C)(C)C)C(=O)N1CCCC1
QYYWFIOBVXLDLZ-QMMMGPOBSA-O	[NH3+][C@H](C(C)(C)C)C(=O)N1CCCC1
IZWPGYBNYFIMCH-VIFPVBQESA-O	CCCC[C@@H](C(=O)N1CCCC1)[NH3+]
IZWPGYBNYFIMCH-SECBINFHSA-O	CCCC[C@H](C(=O)N1CCCC1)[NH3+]
DKMACHNQISHMDN-RPLLCQBOSA-N	CNC(=O)[C@H](N1CCc2c([C@@H]1CCc1ccc(cc1)C(F)(F)F)cc(c(c2)OC)OC)c1ccccc1
QTLNSFMROWVHJU-CGJNBCPZSA-O	O=C(C([NH+]1CCN(CC1)c1ccc(cn1)C(F)(F)F)(C)C)NC1[C@@H]2CC3C[C@H]1CC(C2)(C3)O
UGJLMTYKBNUMMU-HHHXNRCGSA-P	CCS(=O)(=O)N1c2ccc(cc2C[C@@H]1c1ccc2c(c1)cc(cc2)C(=[NH2+])N)OC1CCN(CC1)C(=[NH2+])C
NOIXNOMHHWGUTG-UHFFFAOYSA-N	FC(Cn1nc(c(c1)c1ccncc1)c1ccc(cc1)OCc1ccc2c(n1)cccc2)(F)F
IJZFQKGGOGDOKJ-UHFFFAOYSA-P	O=C(c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)C[n+]1c(N)n(c2c1cccc2)CC[NH+]1CCCCC1
QVLBUTWRIIGYFT-UHFFFAOYSA-N	CN1CCN(CC1)S(=O)(=O)c1ccc(c(c1)[N+](=O)[O-])Cl
QXOOUBWXLCUYFT-DLBZAZTESA-N	COC(=O)[C@H]1N[C@H](c2ccccc2Br)c2c(C1)c1ccccc1[nH]2
QXOOUBWXLCUYFT-IAGOWNOFSA-N	COC(=O)[C@@H]1N[C@H](c2ccccc2Br)c2c(C1)c1ccccc1[nH]2
QIYWJENRDMXKGN-LLVKDONJSA-O	O=C(c1cc(Br)c(c2c1[nH]cn2)[N+](=O)[O-])N[C@@H]1C[NH+]2CCC1CC2
QIYWJENRDMXKGN-NSHDSACASA-O	O=C(c1cc(Br)c(c2c1[nH]cn2)[N+](=O)[O-])N[C@H]1C[NH+]2CCC1CC2
QBPMDFDPUIVKQA-UHFFFAOYSA-O	Nc1ncnc2c1c(nn2C(C)C)c1ccc2c(c1)[nH+][nH]c2N
MFAQYJIYDMLAIM-UHFFFAOYSA-N	Oc1ccc2c(c1)cc([nH]2)c1nn(c2c1c(N)ncn2)C(C)C
NSQKKDPESVFIHD-JJRVBVJISA-N	O=C(Cc1ccncc1)O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C
NSQKKDPESVFIHD-CPUCHLNUSA-N	O=C(Cc1ccncc1)O[C@@H]1C[C@@H]2C([C@@]1(C)CC2)(C)C
HYLHBKHDXJCXCD-UHFFFAOYSA-N	CCCCOc1ccc(cc1)c1[n-]nnn1
CAFOIGUDKPQBIO-MCJPXMOYSA-O	CC[C@@H]1C[NH+]2CC[C@@H]1C[C@@H]2[C@@H](c1ccnc2c1cc(OCCC(C)C)cc2)O
QMRFKZWWZBZQKJ-GOSISDBHSA-P	O[C@H](Cn1c(N)[n+](c2c1cccc2)CC[NH+]1CCCCC1)COc1ccc(cc1Cl)Cl
VVBIXEJMWRHSLL-MDWZMJQESA-N	Fc1ccc(cc1)C(=O)/C=C\1/C(=O)Nc2c1cc(Br)cc2
YHKZKZUYFFWMPW-HNNXBMFYSA-O	C[C@@H](Cc1ccccc1)[NH2+]CCOc1ccccc1
CAEQOBRRUWRLKL-INIZCTEOSA-O	C[C@@H](Cc1ccccc1)[NH2+]CC#Cc1ccccc1
KWVISVAMQJWJSZ-CAKNJAFZSA-O	O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3C[C@H]3[C@@H]2[C@H](C)[C@]2(O3)CC[C@@H](C[NH2+]2)C)C)C1)C
NIJGWJIOMPHDBP-UHFFFAOYSA-O	C[NH+]1CCN(CC1)c1nc(N)nc(c1)c1ccccc1
HUZWGKCDOYZVCP-UHFFFAOYSA-O	CC[NH2+]Cc1csc(n1)Nc1cccc2c1cccc2
ISPYNXGXZRLLHM-UPHRSURJSA-N	FC(c1ccc(cc1)/C=C\c1cc(Cl)cc(c1)Cl)(F)F
JMYNPQVCVQVODQ-UPHRSURJSA-N	Clc1ccc(cc1)/C=C\c1cc(Cl)cc(c1)Cl
ISPYNXGXZRLLHM-OWOJBTEDSA-N	FC(c1ccc(cc1)/C=C/c1cc(Cl)cc(c1)Cl)(F)F
JMYNPQVCVQVODQ-OWOJBTEDSA-N	Clc1ccc(cc1)/C=C/c1cc(Cl)cc(c1)Cl
NXDDONCNRKVQOO-UHFFFAOYSA-M	[O-]C(=O)Cc1cc(=O)oc2c1ccc(c2)Cl
BHRGETCBPRPZSZ-UHFFFAOYSA-M	CCc1ccc2c(c1)oc(=O)cc2CC(=O)[O-]
NPBAMEUQYPCRJC-GORDUTHDSA-M	COc1ccc2c(c1)oc(=O)cc2/C=C/C(=O)[O-]
BRVFNEZMTRVUGW-QFIPXVFZSA-L	[O-]C(=O)CC[C@H](N1Cc2c(C1=O)ccc(c2)NCc1ccc2c(c1)c1c(cc2)nc([nH]c1=O)C)C(=O)[O-]
RJXMWQSSXZMNIT-BKIHBWCSSA-N	O=C1OC(=O)[C@]2([C@@H]1[C@@H]1CC[C@H]2O1)C
XATRGYCJIABZJK-QBFSEMIESA-M	N#C/C(=C(\Nc1ccccc1)/[O-])/C(=O)C1CC1
ZSXCPWOLUVDIOB-KAMYIIQDSA-M	N#C/C(=C(\Nc1ccc(c(c1)C)C(F)(F)F)/[O-])/C(=O)C1CC1
UXMNYFJHEBEDJS-UHFFFAOYSA-O	O=C(Nc1ccccc1)Nc1ccc(cc1)c1cccc2c1c(N)[nH][nH+]2
PDSVZUAJOIQXRK-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCC[N+](C)(C)C
WYWPHTQMLPHMKP-UHFFFAOYSA-N	CCCCCCCCCCCCCC[N+](CCO)(C)C
POJAQDYLPYBBPG-UHFFFAOYSA-N	N#CC(=C1c2cc(ccc2c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C#N
DUYSYHSSBDVJSM-NVGHFZOBSA-M	CCCCCCCCCCCCC/C=C/[C@H]([C@@H](COP(=O)([O-])[O-])[NH3+])O
BVQJQTMSTANITJ-UHFFFAOYSA-M	CCCCCCCCCCCCCC[P@](=O)(O)[O-]
HXNBAOLVPAWYLT-NVNXTCNLSA-M	Brc1ccc(c(c1)/C=C/1\SC(=S)N=C1[O-])OCc1ccccc1Br
WGBOXIHUWKAPDU-QHCPKHFHSA-O	CCCCCCCCCC(=O)N([C@H](c1nc2ccccc2c(=O)n1c1ccc(cc1)F)C)CC[NH+](C)C
WGBOXIHUWKAPDU-HSZRJFAPSA-O	CCCCCCCCCC(=O)N([C@@H](c1nc2ccccc2c(=O)n1c1ccc(cc1)F)C)CC[NH+](C)C
PXRKGMDZAKKKKW-HNNXBMFYSA-N	O=C([C@H]1NCc2c(C1)c1ccccc1s2)NC1CCCCC1
PXRKGMDZAKKKKW-OAHLLOKOSA-N	O=C([C@@H]1NCc2c(C1)c1ccccc1s2)NC1CCCCC1
MUWAJNCMGJGPDT-LSDHHAIUSA-O	CC[NH+]1CCN(CC1)C(=O)N[C@@H]1C[C@H]1c1ccccc1
ZBVKEHDGYSLCCC-GOSISDBHSA-M	[O-]C(=O)CCCCC[C@@H](C1=C(C)C(=O)C(=C(C1=O)C)C)c1ccccc1
IIQAIAJMNTUIPZ-JMMFFCMESA-M	[O-]C(=O)[C@@H](/N=C/1\[C@H](Cl)C(=O)c2c(C1=O)cccc2)Cc1ccccc1
OIAARQYDFVPWDI-UHFFFAOYSA-O	c1ccc2c(c1)c(ccc2)C[NH+]1CCC(CC1)c1c[nH]c2c1cccn2
GDEQNKINKKPJSV-UHFFFAOYSA-N	CCc1nc2c(n1Cc1ccc(s1)c1ccccc1c1[n-]nnn1)nc(cc2C)C
SBUBGCBNETYVPK-UHFFFAOYSA-N	COC(=O)c1ccc2c(c1)Nc1c(O2)cccc1
IPPNTNSKOLFICB-UHFFFAOYSA-P	C1CC[NH+](CC1)CCC[NH+]1CCC(CC1)Cc1ccccc1
KZNJAAWCEFRAPW-UHFFFAOYSA-O	C[NH+]1CCN(CC1)c1ncccc1F
CNRZTWUAXBOESR-UHFFFAOYSA-N	COc1ccccc1c1csc(n1)Nc1ccc(cc1)O
YTYHJXDAZMBGOD-UHFFFAOYSA-M	[O-]C(=O)COc1ccccc1Cn1cncc1
HXVSJUQKHALYMP-AATRIKPKSA-M	[O-]C(=O)/C=C/c1ccccc1Cn1cncc1
KCLNSRPYEAUPLT-UHFFFAOYSA-M	[O-]C(=O)CCCc1ccc(cc1)n1cncc1
VVKOKDKFRBJPEQ-SNAWJCMRSA-M	[O-]C(=O)/C=C/c1cccc(c1)Cn1ccnc1
KRBSZXUPPSXPAN-UHFFFAOYSA-N	[O-]C(=O)C1=Cc2c(CC1)cc(s2)Cn1c[nH+]cc1
VDLOJRUTNRJDJO-AZEWMMITSA-O	OC[C@]1(O)C[C@H]([NH3+])[C@@H]([C@@H]([C@@H]1O)O)O
VDLOJRUTNRJDJO-PFCGLBSHSA-O	OC[C@]1(O)C[C@@H]([NH3+])[C@@H]([C@@H]([C@@H]1O)O)O
MCMSJVMUSBZUCN-UHFFFAOYSA-O	COc1cc2c(cc1OC)CC[n+]1c2cc(Nc2c(C)cc(cc2C)C)n(c1=O)C
HLCHESOMJVGDSJ-LOYHVIPDSA-N	O=C([C@@H]1NCc2c(C1)cccc2)N[C@@H](C(=O)N1CCC(CC1)(Cn1cncn1)C1CCCCC1)Cc1ccc(cc1)Cl
PZEAJTAVRYLBTK-CBZIJGRNSA-O	CCC(=O)[C@H]1[C@H](C[C@@H]2[NH+]([C@H]1CC2)C)c1ccc(cc1)C
PZEAJTAVRYLBTK-XLMAVXFVSA-O	CCC(=O)[C@@H]1[C@H](C[C@@H]2[NH+]([C@H]1CC2)C)c1ccc(cc1)C
QIIPLBRWXZECJB-DTORHVGOSA-N	C[C@@H]1CCC[C@@H](N1C(=O)c1cc(Cl)c(c(c1)Cl)N)C
JSBQQJYINLIMNY-UHFFFAOYSA-O	c1ccc(cc1)c1ccccc1CCC1=[NH+]CCN1
MSVQQCPWZLKQQB-UHFFFAOYSA-O	Cc1ccccc1CCC1=[NH+]CCN1
LFQGPHAPVYOELL-UHFFFAOYSA-O	Clc1ccccc1CCC1=[NH+]CCN1
HTEXZKDDTGXQAQ-GOSISDBHSA-N	Oc1cc(ccc1O)c1ccc2c(c1)CCC[C@@H]2c1ccncc1
HTEXZKDDTGXQAQ-SFHVURJKSA-N	Oc1cc(ccc1O)c1ccc2c(c1)CCC[C@H]2c1ccncc1
SFRALHFBKRAJPW-LJQANCHMSA-N	CCCCCCCCCCCC[P@@](=O)(OC(C)C)F
SFRALHFBKRAJPW-IBGZPJMESA-N	CCCCCCCCCCCC[P@](=O)(OC(C)C)F
OTGQIQQTPXJQRG-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCC(=O)NCCO
OCOICOMCAJNSCA-UHFFFAOYSA-N	CCCCCn1cc(cc1c1cccc(c1)F)C(=O)c1cccc2c1cccc2
PABOWKPYVAFTRN-UHFFFAOYSA-O	O=C(c1cccc(c1F)C(F)(F)F)Nc1cc([n+](n1CC1CC1)C)C(C)(C)C
SUGVYNSRNKFXQM-BIAAKGSFSA-N	Cc1ccc(cc1)Cn1nc(cc1c1ccc(c(c1)C)Cl)C(=O)N[C@H]1[C@]2(C)CC[C@H](C1(C)C)C2
KLPBUQXSGNVDJD-UHFFFAOYSA-N	CC1=CC(=O)C(=O)C=C1C
WCXPSMYVWFMUPT-FPYGCLRLSA-N	N#C/C(=C\c1cc(O)c(c(c1)[N+](=O)[O-])O)/C(=O)N(C)C
WHXVJNIBTQCTJK-UHFFFAOYSA-N	COC(=O)CCCCCNC(=O)NC1CCCCC1
NXDZVUAKVFVDSL-UHFFFAOYSA-M	CCCCCCCCCCOc1ccc(cc1)OCC(=O)Cn1cc(c2c1ccc(c2)C(=O)[O-])C(=O)OC
NNTPEWZUKRSTMM-UWCKWPONSA-M	O=C(N[C@H](c1ccccc1)CNC(=O)[C@@](Cc1c[nH]c2c1cccc2)(NC(=O)O[C@@H]1C[C@@H]2C([C@@]1(C)CC2)(C)C)C)CCC(=O)[O-]
YOWSCWVTVGDNPQ-UHFFFAOYSA-N	Fc1ccc(cc1F)Cn1cncc1
WTKFUDDFHUANII-UPQILJDSSA-N	N/N=C/1\CC[C@@H]2[C@]1(C)CC[C@@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O
GPIOBIZYEXDBSE-MLLNKXKVSA-N	OC[C@@H]1O/C(=N\OC(=O)Nc2ccccc2)/[C@@H]([C@@H]([C@@H]1O)O)O
GPIOBIZYEXDBSE-PAJJLCKSSA-N	OC[C@@H]1O/C(=N\OC(=O)Nc2ccccc2)/[C@H]([C@@H]([C@@H]1O)O)O
GPIOBIZYEXDBSE-YSUBWNFWSA-N	OC[C@@H]1O/C(=N\OC(=O)Nc2ccccc2)/[C@@H]([C@H]([C@@H]1O)O)O
HUDQLWBKJOMXSZ-UHFFFAOYSA-N	O=C(NC12CC3CC(C2)CC(C1)C3)NC1CCN(CC1)C(=O)C
CWDYIGUDTPRRHK-UHFFFAOYSA-O	CCC[NH+]1CCC(CC1)CNC(=O)NC12CC3CC(C2)CC(C1)C3
OYDLKUZQSIKGSE-UHFFFAOYSA-O	CCC[NH+]1CCC(CC1)NC(=O)NC12CC3CC(C2)CC(C1)C3
NLGBNJOFYGIGRX-UHFFFAOYSA-N	O=C(NC12CC3CC(C2)CC(C1)C3)NC1CCN(CC1)C(=O)c1ccccc1
FTNAVCVMGWLLJE-UHFFFAOYSA-O	CCCC[NH+]1CCC(CC1)NC(=O)NC12CC3CC(C2)CC(C1)C3
QKJLDOBXDUVGEE-UHFFFAOYSA-N	CCCCCCCN(C(=O)Nc1ccc(cc1F)F)Cc1ccc(cc1)CC(C)(C)C
AFKNGDFJVAPDNN-UHFFFAOYSA-N	c1occ(c1)c1c[nH]c2c1cccc2
GOIITZJBPPEODD-UHFFFAOYSA-N	CCCn1c2ccc(cc2c2c1c1CCc3c(c1c1c2CNC1=O)cn(n3)C)NC(=O)N(c1ccccc1)C
ZATWYMPHUYHZKA-NSHDSACASA-N	NC(=O)Nc1snc(c1C(=O)N)S[C@H]1CCCCc2c1cccc2
ODTKFNUPVBULRJ-NTCAYCPXSA-M	COc1ccc(cc1S(=O)(=O)/N=C(/C=C/c1ccccc1Cc1ccc2c(c1)cccc2)\[O-])Br
YPUOCYKJOLQYQS-KTKRTIGZSA-N	CCCCCCCC/C=C\CCCCCCCC(=O)Nc1ccccc1
PUZLNTXXVOFAIU-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCNC(=O)Nc1c(C)cccc1C
MUXHUWTVFOHVKD-LMVFSUKVSA-O	O[C@@H]1C[NH2+][C@H]([C@@H]1O)C
FYSRKRZDBHOFAY-UHFFFAOYSA-N	Fc1ccc(c(c1)F)c1nc(ccc1C(=O)N)N(c1c(F)cccc1F)C(=O)N
QGFYFOHMBDMGBZ-UHFFFAOYSA-P	CC[NH+](Cc1ccc(cc1O)Nc1cc[nH+]c2c1ccc(c2)Cl)CC
SZYYBVWPURUFRR-UHFFFAOYSA-N	N#Cc1nc(Nc2cc(F)cc(c2)F)c2c(n1)n(CC)cn2
