InChI Key	SMILES
SEZFNTZQMWJIAI-DHZHZOJOSA-N	O=C1Nc2c(/C/1=C\c1[nH]ccc1)cccc2
ZOHPJXCEVYGLJT-UHFFFAOYSA-L	O=C1c2ccccc2C(=O)c2c1c(N)c(cc2Nc1ccc(c(c1)N)S(=O)(=O)[O-])S(=O)(=O)[O-]
AQPYUQKKKCLZAT-RMKNXTFCSA-N	CC(=O)/C=C\1/C(=O)Nc2c1cccc2
QBICJHHCQYFVMI-UHFFFAOYSA-O	O=C1COCC(=O)N1CCCC[NH+]1CCN(CC1)c1nccc2c1cco2
IYGYMKDQCDOMRE-MSOLQXFVSA-N	CN1CCc2c([C@@H]1[C@H]1OC(=O)c3c1ccc1c3OCO1)cc1c(c2)OCO1
HYHFPMWIIOXTBM-JLHYYAGUSA-N	O=C(c1ccccc1)/C=C\1/C(=O)Nc2c1cccc2
SJUHDYWILSOYEK-UHFFFAOYSA-N	O=C1C(=O)Nc2c1ccc(c2)OCc1ccccc1
PUVMVPFLXCHEOY-UHFFFAOYSA-L	[O-][P@@](=O)(CCC[P@](=O)(O)[O-])O
YCADFOXVGUGHRV-UHFFFAOYSA-O	O=C(c1ccc(cc1)C(C)(C)C)CCC[NH+]1CCC(CC1)C(c1ccccc1)(c1ccccc1)O
DPVXFHPWUBDVMN-XYOKQWHBSA-N	O=C(c1cccnc1)/C=C\1/C(=O)Nc2c1cccc2
CFVKOAMEQVZCAM-DTWKUNHWSA-O	Brc1cccc(c1)[C@@H]1C[C@H]1[NH3+]
KCGUGVQODCQMBI-UHFFFAOYSA-N	S=C(N1CCCC1)SSC(=S)N1CCCC1
UOUHDIZYOCFQKG-UHFFFAOYSA-N	Cc1ccc(cc1)S(=O)(=O)c1ccc2c(c1)cccc2
UWBLHMYGSPCMLF-UHFFFAOYSA-N	Cc1cc(C)c(c(c1)C)Cn1cncc1
KCONJLWEYUCWTH-OCCSQVGLSA-N	COC(=O)[C@@H]1C[C@H](CN1C(=O)C)OS(=O)(=O)c1ccc(cc1)C
XKLRYMRLOBCRPN-UHFFFAOYSA-N	FC(c1ccc(cc1)c1ccncc1)(F)F
RNGVSSIIHLHHSN-UHFFFAOYSA-O	Clc1ccc2c(c1)cc([nH]2)C(=O)N1CC[NH2+]CC1
DRKGLYHLBGWKHL-UHFFFAOYSA-N	CN1Cc2cc(ccc2NC1=O)c1c(C)noc1C
XZFMJVJDSYRWDQ-AWFVSMACSA-M	[O-]C(=O)[C@@H]1[NH2+]C[C@@](C1)(N)C(=O)[O-]
KKIDKWUGBUWNPR-UHFFFAOYSA-N	CCc1ccc(cc1)Nc1nc2c(o1)cccc2
WSADNYYSESYYNB-LDADJPATSA-M	[O-]C(=O)CCN1C(=S)S/C(=C/c2ccccc2OCc2ccc(cc2)C)/C1=O
QZVKWPAHBBJEBY-VHDJGTGISA-M	C/C(=C/c1ccccc1)/C=C/1\SC(=NC1=O)[N-]c1cccc(c1)Cl
HVJJGTXESXSGPU-UHFFFAOYSA-O	O=C(N1CC[NH+](CC1)C1CCCC1)NCc1ccccc1
DUYSYHSSBDVJSM-DNWQSSKHSA-M	CCCCCCCCCCCCC/C=C/[C@@H]([C@H](COP(=O)([O-])[O-])[NH3+])O
WRROVDDBUYSEPX-UHFFFAOYSA-N	COc1ccc(cc1)S(=O)(=O)N1CCN(CC1)S(=O)(=O)c1c(F)cccc1F
IKJDIDUPEGBVKA-UHFFFAOYSA-N	O=c1[nH]c2ncccc2cc1O
MLCPSWPIYHDOKG-BUHFOSPRSA-N	O=C1Nc2c(/C/1=C/1\C(=O)Nc3c1cccc3)cccc2
SYFAEBVHHBJQER-XFFZJAGNSA-N	Clc1ccc2c(c1)/C(=C/c1[nH]ccc1)/C(=O)N2
DGWRCFRFNQNCMG-BOPFTXTBSA-N	O=C1S/C(=C\c2ccc3c(c2)n(C)c(=O)n3C)/C(=O)N1Cc1ccccc1
MOVBBVMDHIRCTG-LJQANCHMSA-O	Clc1ccc2c(c1)c(N[C@@H]1C[NH+]3CCC1CC3)c(c(=O)[nH]2)c1nc2c([nH]1)cccc2
PKUJNGORRVWSJX-ZSOIEALJSA-M	S=C1S/C(=C\c2cccc(c2)C(=O)[O-])/C(=O)N1c1cccc(c1)C(F)(F)F
HVCKRXNCZNJASA-UHFFFAOYSA-P	n1ccc(cc1)Cc1n[nH+]c(c2c1cccc2)N1CCN(CC1)c1cccc[nH+]1
UEDBOSNZRXYIME-UKTHLTGXSA-N	Brc1ccc(cc1)C(=O)/C=C\1/C(=O)Nc2c1cccc2
JPFZNQBBVXGNGG-UHFFFAOYSA-N	O=C(N1CCCCCC1)C1CCN(CC1)c1nnc(s1)N1CCCC1=O
AMFQIALECOUHGP-NTEUORMPSA-N	COc1cc(ccc1OC)/C=C\1/C(=O)N(N=C1C(F)(F)F)c1ccc(cc1)Cl
CQENTNJXTSZYFA-SANMLTNESA-N	Clc1cccc(c1)N1C2=C([C@](C1=O)(c1c(C)[nH]n(c1=O)c1ccccc1)C(F)(F)F)C(=O)CC(C2)(C)C
CQENTNJXTSZYFA-AREMUKBSSA-N	Clc1cccc(c1)N1C2=C([C@@](C1=O)(c1c(C)[nH]n(c1=O)c1ccccc1)C(F)(F)F)C(=O)CC(C2)(C)C
QERFJHUBLDEEJL-UHFFFAOYSA-N	COc1ccc(cn1)c1nc2c(C)nc(nc2n(c1=O)C(C)C)N
WVLHHLRVNDMIAR-LJQANCHMSA-O	[NH3+]CCCCN([C@@H]1CCCc2c1nccc2)Cc1nc2c([nH]1)cccc2
WVLHHLRVNDMIAR-IBGZPJMESA-O	[NH3+]CCCCN([C@H]1CCCc2c1nccc2)Cc1nc2c([nH]1)cccc2
LXROHYSWUUGKNY-DEOSSOPVSA-N	Cc1csc(n1)CN[C@H]1Cc2c(C1)cc(cc2)NC(=O)c1cccc(c1c1ccc(cc1)C(F)(F)F)C
GPIOBIZYEXDBSE-HMGHKAQVSA-N	OC[C@@H]1O/C(=N\OC(=O)Nc2ccccc2)/[C@H]([C@H]([C@@H]1O)O)O
PVXVYUCGACTAGE-AUWJEWJLSA-M	COc1cc(/C=C/2\SC(=S)N(C2=O)c2cccc(c2)Cl)cc(c1[O-])[N+](=O)[O-]
BOQIVKJIDMTNLR-XFXZXTDPSA-O	[NH3+]CCN1C(=O)S/C(=C\c2ccc(cc2)N(C)C)/C1=O
QOPAXITVPOJESI-DHDCSXOGSA-M	Fc1ccc(cc1)CN1C(=O)S/C(=C\c2cccc(c2)C(=O)[O-])/C1=O
BZGORQAAWKXLDP-DHDCSXOGSA-N	COc1cc(/C=C/2\SC(=S)N(C2=O)c2ccc(cc2)[N+](=O)[O-])cc(c1O)OC
YWNAVPSABPGECL-UHFFFAOYSA-N	Clc1ccc2c(c1)nc(o2)Nc1ccccc1
YZNNBIPIQWYLDM-JKUQZMGJSA-O	OC[C@@H]1[NH2+]CC[C@H]([C@H]1O)O
LXXHJSPSMPODIJ-UHFFFAOYSA-P	Nc1n(CC[NH+]2CCCCC2)c2c([n+]1CCOc1ccccc1)cccc2
ZOIUUCNFVDJSJK-LWFHIICWSA-N	O=C1CC[C@]2([C@H](N1)CC[C@H]1[C@H]2CC[C@@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C
ZOIUUCNFVDJSJK-CSSSSBCVSA-N	O=C1CC[C@]2([C@H](N1)CC[C@H]1[C@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C
ZOIUUCNFVDJSJK-GRQBZCBHSA-N	O=C1CC[C@]2([C@H](N1)CC[C@H]1[C@@H]2CC[C@@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C
ZOIUUCNFVDJSJK-VLYKBWAZSA-N	O=C1CC[C@]2([C@H](N1)CC[C@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C
JPQLXWDWCHMFPE-ZDLGFXPLSA-M	Clc1ccc(c(c1)C(=O)[O-])c1ccc(o1)/C=C/1\SC2N(C1=O)C1SC3C(C1C(=O)N2)CCCC3
IBOZZWGMZPMXBO-YIYPIFLZSA-O	COC(=O)[C@H]1[C@@H]2CC[C@@H]([NH2+]2)C[C@@H]1c1ccc(cc1)I
YRGSRFXZNYCJNK-PSWAGMNNSA-O	COc1ccc(c(c1)OC(C)C)C1=[NH+][C@H]([C@H](N1)c1ccc(cc1)Cl)c1ccc(cc1)Cl
SRPHMISUTWFFKJ-MKSGFSFGSA-N	O[C@H]1C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2([C@@]3(C)C[C@H]([C@@H]2[C@@](C(=O)/C=C/C(O)(C)C)(O)C)O)C)C(C1=O)(C)C
HBRLDCUDNAXURQ-UHFFFAOYSA-N	Clc1ccc(cc1)N/N=C/1\C(=O)NN=C1c1ccccc1
SZWYXJHTNGJPKU-UHFFFAOYSA-N	O=C(c1cccc2c1cccc2)c1cn(c2c1cccc2)CCN1CCOCC1
RPWFJAMTCNSJKK-UHFFFAOYSA-N	CCCCCCCCCCCCOC(=O)c1cc(O)c(c(c1)O)O
UAHKADJDKZZDAK-UHFFFAOYSA-N	Clc1cccc(c1)NC(=O)N=C(N)N
PBCZSGKMGDDXIJ-KRUBCLEUSA-O	C[NH2+][C@@H]1C[C@H]2O[C@]([C@@H]1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3[C@@H](NC1=O)O
HAHASQAKYSVXBE-WAYWQWQTSA-L	CC/C(=C(/C(=O)[O-])\CC)/C(=O)[O-]
ZQIFJVLALMSVMO-CFRMEGHHSA-N	C/C(=N/Nc1nc2c(n1Cc1ccccc1)c(=O)[nH]c(=O)n2C)/c1ccc(cc1)[N+](=O)[O-]
QBZLYEDJIWHIEF-GHXNOFRVSA-M	O=C1S/C(=C\c2ccc(o2)c2cccc(c2)C(=O)[O-])/C(=O)N1
HYVKVSAZCPKHDV-VXNVDRBHSA-N	[NH3+]C[C@@]1(CC[C@H](C1)C)CC(=O)[O-]
HYVKVSAZCPKHDV-IONNQARKSA-N	[NH3+]C[C@@]1(CC[C@@H](C1)C)CC(=O)[O-]
HYVKVSAZCPKHDV-APPZFPTMSA-N	[NH3+]C[C@]1(CC[C@H](C1)C)CC(=O)[O-]
HYVKVSAZCPKHDV-CBAPKCEASA-N	[NH3+]C[C@]1(CC[C@@H](C1)C)CC(=O)[O-]
JUKHKHMSQCQHEN-VQHVLOKHSA-N	CCCCCC(=O)CC(=O)/C=C/c1ccc(c(c1)OC)O
QZBKCCCUSMQVTC-JTQLQIEISA-N	[NH3+]C[C@@]1(CCC(C1)(C)C)CC(=O)[O-]
QZBKCCCUSMQVTC-SNVBAGLBSA-N	[NH3+]C[C@]1(CCC(C1)(C)C)CC(=O)[O-]
JUNVYYPZXPVIAH-PSASIEDQSA-N	CC[C@@H]1CC[C@](C1)(C[NH3+])CC(=O)[O-]
JUNVYYPZXPVIAH-SCZZXKLOSA-N	CC[C@@H]1CC[C@@](C1)(C[NH3+])CC(=O)[O-]
NUHBBNDBRCHIDV-UHFFFAOYSA-N	c1ccc2c(c1)c(n[nH]2)c1cc2c([nH]1)cccc2
YBUGDJUVZUNIRB-UHFFFAOYSA-O	COc1cc(N)c(cc1C(=O)NCC1CC[NH2+]CC1)Cl
HSWWFIPPMAFLPH-UHFFFAOYSA-N	OCCn1c2ccccc2c2c1c1CCc3c(c1c1c2CNC1=O)ccc(c3)OC(C)C
PIJVFDBKTWXHHD-HIFRSBDPSA-N	C/N=C(/Oc1ccc2c(c1)[C@]1(C)CCN([C@@H]1N2C)C)\O
QIVCCEZFEVOXGN-KOLCDFICSA-N	CCC[C@@H]1CC[C@@](C1)(C[NH3+])CC(=O)[O-]
SUGVYNSRNKFXQM-DETITRACSA-N	Cc1ccc(cc1)Cn1nc(cc1c1ccc(c(c1)C)Cl)C(=O)N[C@@H]1[C@]2(C)CC[C@H](C1(C)C)C2
WNWYUJFRSNTWIF-SSDOTTSWSA-N	[NH3+][C@@H](C(=O)N1CCCC1)CCC(=O)[O-]
WNWYUJFRSNTWIF-ZETCQYMHSA-N	[NH3+][C@H](C(=O)N1CCCC1)CCC(=O)[O-]
ZMELOYOKMZBMRB-DLBZAZTESA-N	Fc1ccc(cc1)CN1C[C@@H](C)N(C[C@@H]1C)C(=O)c1cc2c(cn(c2cc1Cl)C)C(=O)C(=O)N(C)C
LBWQSAZEYIZZCE-SNVBAGLBSA-N	CC[C@H](Nc1nc(C)nc2n1nc(c2c1ccc(nc1C)OC)C)C
WYWOBCJMDNZHAV-UHFFFAOYSA-O	C[NH+]1CCC(CC1)c1n[nH]c(c1c1ccncn1)c1ccc(cc1)Cl
QISLMXIYRQCLIR-FUMNGEBKSA-N	CSCC[C@@H](C(=O)[O-])NC(=O)[C@H](Cc1ccccc1)NC[C@H](C(C)C)[NH2+]C[C@H](CS)N
MKGSCDBHUPQQMX-UHFFFAOYSA-N	[NH3+]CC1(CCCC1)CC(=O)[O-]
QIVCCEZFEVOXGN-MWLCHTKSSA-N	CCC[C@@H]1CC[C@](C1)(C[NH3+])CC(=O)[O-]
CJRZFRLQNHKDCY-ZOWXZIJZSA-N	OCC([C@H]1Nc2ccc(cc2[C@@H]2[C@H]1CC=C2)[N+](=O)[O-])(C)C
DKAPUZDMFUBEBM-UHFFFAOYSA-N	COCCN(c1nc(C)nc2n1nc(c2c1ccc(cc1C)OC)C)CCOC
MOTJMGVDPWRKOC-UIUQJESISA-N	CCCCN(C(=O)C[NH+]1C[C@@H]([C@@H]([C@@H]1c1ccc(cc1)OC)C(=O)[O-])c1ccc2c(c1)OCO2)CCCC
MOTJMGVDPWRKOC-RNCAPKPVSA-N	CCCCN(C(=O)C[NH+]1C[C@H]([C@@H]([C@@H]1c1ccc(cc1)OC)C(=O)[O-])c1ccc2c(c1)OCO2)CCCC
JWJOTENAMICLJG-CCAQCXLASA-N	O=C1C=C[C@]2([C@H](N1)CC[C@H]1[C@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)Nc1cc(ccc1C(F)(F)F)C(F)(F)F)C)C
JWJOTENAMICLJG-IFUUKMSFSA-N	O=C1C=C[C@]2([C@H](N1)CC[C@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)Nc1cc(ccc1C(F)(F)F)C(F)(F)F)C)C
ZXFRFPSZAKNPQQ-VLEAKVRGSA-N	[O-]C(=O)[C@H]1[NH2+]C[C@@H]2[C@H](C1)C[C@@H](CC2)CCc1nnn[nH]1
ZXFRFPSZAKNPQQ-NAKRPEOUSA-N	[O-]C(=O)[C@H]1[NH2+]C[C@H]2[C@H](C1)C[C@@H](CC2)CCc1nnn[nH]1
ZXFRFPSZAKNPQQ-XWLWVQCSSA-N	[O-]C(=O)[C@@H]1[NH2+]C[C@H]2[C@H](C1)C[C@@H](CC2)CCc1nnn[nH]1
KXSIHXHEHABEJX-UHFFFAOYSA-O	CCC[NH+]1CCC(CC1)c1nc2c([nH]1)cccc2C(=O)N
IPKZCLGGYKRDES-ZDUSSCGKSA-O	O=C(c1ncc2c(c1)cco2)N[C@H]1C[NH+]2CCC1CC2
NNACHAUCXXVJSP-UHFFFAOYSA-O	Clc1ccc(cc1)CCCOCCC[NH+]1CCCCC1
ALBGFVLKMMXQOA-YVMONPNESA-N	O=C1NC(=O)/C(=C/c2cccc(c2)OC(F)(F)F)/S1
DDGQVFKVBFAACE-UHFFFAOYSA-O	c1ccc(cc1)CCCn1c[nH+]cc1
WEQLWGNDNRARGE-BHYGNILZSA-O	COc1cc2c(cc1OC)CC[NH+]1[C@H]2C[C@@H](O)[C@H](C1)CC(C)C
ACOYOVQVLSTOMH-UHFFFAOYSA-N	OCCCc1cncn1Cc1ccc(cc1)C#N
UCKLIUAJVINKBS-WDZFZDKYSA-M	Cc1ccc(o1)/C=C/1\OC(=O)c2c1cc(C)nc2[S-]
QFTXEYWITUUVIK-UHFFFAOYSA-N	COc1ccc(cc1C(=O)Nc1cc(Cl)ccc1O)Cl
FTQDJVZNPJRVPG-XWEVEMRCSA-M	CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2C(=O)C=C2[C@@]1(C)CC[C@@]1([C@H]2C[C@](C)(CC1)C(=O)[O-])C)C)C
LZCRRHQKPAEPKL-KVJVDKLYSA-O	O[C@@H]1C([NH3+])[C@@H]([C@H]([C@@H]1O)O)O
LZCRRHQKPAEPKL-TXICZTDVSA-O	O[C@@H]1C([NH3+])[C@H]([C@H]([C@@H]1O)O)O
CDLMQSSFJCERSO-YMQHIKHWSA-N	O=Cc1ccc(cc1)O[C@@H]1O[C@H](COC(=O)C)[C@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C)OC(=O)C
LHFKHAVGGJJQFF-UEOYEZOQSA-N	C/C=C/C=C/C=C\CC/C=C/C(=O)NCC(O)(C)C
FTJVGZHFDDPTNH-UHFFFAOYSA-M	Cc1ccc(cc1)[N-]C1=NC(=O)/C(=C/2\C(=O)Nc3c2cccc3)/S1
MJXIPHMGYJXKLJ-WFBMPGISSA-M	O=C1CC[C@]2([C@H](N1)CC[C@H]1[C@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)[O-])C)C
MJXIPHMGYJXKLJ-HYMWGPJDSA-M	O=C1CC[C@]2([C@H](N1)CC[C@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)[O-])C)C
HYUDUBGICRHDPP-UHFFFAOYSA-N	Fc1ccc(cc1)C(=O)c1ccc(cc1)S(=O)(=O)C
GOSQWFMKXKORBV-UHFFFAOYSA-N	O=C1OC2(c3c1cccc3)CCN(CC2)c1nc2c([nH]1)ccc(c2)C(F)(F)F
MEJNYOQOZUXCOG-UHFFFAOYSA-N	COc1cc(CCc2ccc(cc2)N)ccc1OC
NTRKMGDUWYBLMS-GFCCVEGCSA-N	OC[C@H](COc1ccc(cc1)CCCCN/C(=N\C(=O)c1nc(Cl)c(nc1N)N)/N)O
KGPGFQWBCSZGEL-ZDUSSCGKSA-O	CCn1c(nc2c1c(OC[C@H]1CCC[NH2+]C1)cnc2C#CC(O)(C)C)c1nonc1N
SQUNOCMDMIQIQK-OAHLLOKOSA-N	CC[C@@H](Nc1nc(NCc2ccccc2)n2c(n1)c(cn2)C(C)C)CO
KNTGXMNWVXZIMW-UHFFFAOYSA-N	O=C(Nc1cc(oc1C(F)(F)F)C)Nc1ncc(s1)CCNc1ncnc(c1)Nc1ncn[nH]1
HEAIZQNMNCHNFD-UHFFFAOYSA-N	COc1ccc2c(c1)nccc2OCc1nnc2n1nc(cc2)c1ccccc1
HDRSLHFTJYMQIL-QGZVFWFLSA-N	O=C(N1CCC[C@@H]1C(=O)N1CCCC1)CCCc1ccccc1
VAPSMQAHNAZRKC-ICAIEGGGSA-M	[O-]C(=O)C1=CC2=CC[C@H]3[C@@H]([C@]2(CC1)C)CC[C@]1([C@H]3CC[C@@H]1C(=O)NC(C)(C)C)C
NFEVFCAOVZCHBN-LLVKDONJSA-N	C[C@@H]1CCCCCCCc2c(C(=O)O1)c(O)cc(c2)O
YJNUPBNOZDKQMS-UHFFFAOYSA-N	Nc1nonc1c1nc2c(n1C1CC1)cccc2
WEQLWGNDNRARGE-DJIMGWMZSA-O	COc1cc2c(cc1OC)CC[NH+]1[C@@H]2C[C@@H](O)[C@@H](C1)CC(C)C
VZOYVGQAPOCCMI-MDZDMXLPSA-O	Nc1cccc([nH+]1)/C=C/c1ccccc1
YOTBOYFKPMRBAG-UHFFFAOYSA-O	CCCCc1c[nH]c[nH+]1
DYLCISDYRDBFBG-UHFFFAOYSA-N	Nc1nonc1c1nc2c(n1c1ccccc1)cccc2
WYJCYXOCHXWTHG-UHFFFAOYSA-P	O=C(Nc1cc(C)[nH+]c2c1cccc2)NCC[NH+]1CCC(CC1)(O)Cc1ccccc1
YVXVTLGIDOACBJ-GOSISDBHSA-N	CC(=O)Nc1ccc(cc1)OC[C@](C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-])(O)C
KSWPZVIUUGDWGZ-UHFFFAOYSA-N	CCOC(=S)SCC(=O)c1ccc(cc1)OC
BCOAGUVOBMNDRW-UHFFFAOYSA-M	CCN(C(=O)Nc1sc2c(c1C(=O)[O-])CCCC2)CC
SVQNYPQKWMFQJJ-LJQANCHMSA-O	NC1=[NH+][C@](C(=O)N1C)(CCC1CCCCC1)CC1CCCCC1
MSZJBCLQSZKRQD-ZDUSSCGKSA-N	CCOC(=O)[C@@H]1CCCCN1S(=O)(=O)c1ccccc1
MSZJBCLQSZKRQD-CYBMUJFWSA-N	CCOC(=O)[C@H]1CCCCN1S(=O)(=O)c1ccccc1
ANGUXJDGJCHGOG-UHFFFAOYSA-O	Cc1ccc2c(n1)cccc2N1CC[NH+](CC1)CCc1cccc(c1)N1CCNC1=O
LPAUOXUZGSBGDU-STDDISTJSA-N	CCC/N=C/1\S/C(=C\c2ccc(c(c2)Cl)OC[C@@H](CO)O)/C(=O)N1c1ccccc1C
RAYGAWWVJQZVJA-UHFFFAOYSA-M	COc1ccc(cc1)Nc1cccc(c1)C(=O)[O-]
DMTDZFGYURLLKX-UHFFFAOYSA-O	O=C(Nc1cccc(c1)F)Nc1ccc(cc1)c1cccc2c1c(N)[nH][nH+]2
KKVZKYOBQGDKIB-UHFFFAOYSA-N	N#CCCc1cccc(c1)n1ccc2c1nc(nc2)Nc1cc(OC)c(c(c1)OC)OC
LURDQLDPBFMVFX-UHFFFAOYSA-M	[O-]C(=O)CCCCc1cccnc1
PPUJONYIVOFJLM-UHFFFAOYSA-N	CCCC(=O)C(=O)c1ccccc1
IPEXHQGMTHOKQV-UHFFFAOYSA-O	O=c1[nH]ccc2c1ccc(c2)OC1CC[NH2+]CC1
FVTWTVQXNAJTQP-UHFFFAOYSA-N	OC(C12CC[N+](CC1)(CC2)CCOCc1ccccc1)(c1ccccc1)c1ccccc1
MTZMMGKPBKFVFB-HNNXBMFYSA-N	O=C(OC1CCCCC1)C[C@H]1ON=C(C1)c1ccc(cc1)O
MTZMMGKPBKFVFB-OAHLLOKOSA-N	O=C(OC1CCCCC1)C[C@@H]1ON=C(C1)c1ccc(cc1)O
JWHINRCANJWPCL-JQWIXIFHSA-N	CCCCCC[C@H](n1cnc(c1)C(=O)N)[C@@H](O)C
IEXUMDBQLIVNHZ-WXJBELMVSA-N	OCCC[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](c1ccc(cc1)N(C)C)C1=C3CCC(=O)C=C3CC[C@H]21
RJIBTAMXAXHIAN-WAVHTBQISA-N	O/N=C\1/C(=C\2/C(=O)Nc3c2cc(F)cc3)/Nc2c1cccc2
XCVJGPONRKMMGU-UHFFFAOYSA-O	N#Cc1nc(CCC[NH2+]C(C(=O)N)(C)C)cc(n1)c1cccc(c1)C(F)(F)F
FIHAXQZQWYILHF-UHFFFAOYSA-O	CC[NH+](CCOc1cccc(c1)Nc1nnc2c(n1)c(C)cc(c2)c1c(C)cccc1C)CC
MZDKLVOWGIOKTN-UHFFFAOYSA-N	O=C1Nc2c(C1)cc(cc2)Nc1ncc(c(n1)NCc1cccnc1N(S(=O)(=O)C)C)C(F)(F)F
DEZZLWQELQORIU-RELWKKBWSA-N	OCCn1cc(c(n1)c1ccncc1)c1ccc2c(c1)CC/C/2=N\O
BOFGUJVLYGISIU-AATRIKPKSA-M	[O-]C(=O)/C=C/C(=O)OCCCCC
NTRKMGDUWYBLMS-LBPRGKRZSA-N	OC[C@@H](COc1ccc(cc1)CCCCN/C(=N\C(=O)c1nc(Cl)c(nc1N)N)/N)O
XQGZSYKGWHUSDH-UHFFFAOYSA-N	[O-]C(=O)c1ccc(cc1)OCCn1c[nH+]cc1
QEHCDPCCCVENFD-UHFFFAOYSA-N	Fc1ccc(cc1)n1nc(cc1[N-]S(=O)(=O)c1ccc(s1)c1noc(c1)C(F)(F)F)c1cccs1
QOULZGMCIQSKEN-RKNXPDJKSA-O	CO[C@H]1C[C@H](C)CC2=C(NCC[NH+](C)C)C(=O)C/C(=N/C(=O)/C(=C/C=C\[C@@H]([C@H](/C(=C/[C@@H]([C@H]1O)C)/C)OC(=O)N)OC)/C)/C2=O
JGBBILLMZPWNFU-QGZVFWFLSA-N	Oc1cccc(c1)[C@H]1NC(=S)N(C(=C1C(=O)c1ccccc1)C)C
WGPZAVZHAGYUOL-BCUYJECFSA-N	O=C1CC[C@]2([C@H](N1C)CC[C@H]1[C@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C
HABYHHAEXZCLGB-CVZHOKEGSA-N	O=C1CC[C@]2([C@H](N1C)CC[C@H]1[C@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](O)C)C)C
HABYHHAEXZCLGB-BVSRHGJJSA-N	O=C1CC[C@]2([C@H](N1C)CC[C@H]1[C@H]2CC[C@]2([C@H]1CC[C@@H]2[C@H](O)C)C)C
WICQDDCNCVTFDX-VJGNERBWSA-N	CCC[C@@H]([C@H](C(=O)N[C@H]1CCCCN(C1=O)Cc1cccc(c1)Oc1ccccc1)CC(C)C)C(=O)NO
HFHIDKQMGIGARX-ATXIYDNESA-L	Nc1c(/N=N/c2ccc(cc2)c2ccc(cc2)/N=N/c2cc(c3c(c2N)cccc3)S(=O)(=O)[O-])cc(c2c1cccc2)S(=O)(=O)[O-]
UBLZPYJRNVSHFM-OAQYLSRUSA-N	COc1ccc(cc1C(C[C@](C(F)(F)F)(Cn1cnc(=O)c2c1cccc2)O)(C)C)F
UBLZPYJRNVSHFM-NRFANRHFSA-N	COc1ccc(cc1C(C[C@@](C(F)(F)F)(Cn1cnc(=O)c2c1cccc2)O)(C)C)F
DVRSTRMZTAPMKO-UHFFFAOYSA-N	Cc1ccc(cc1c1ccc2c(c1)cnc(n2)NCCN1CCOCC1)C(=O)Nc1cccc(c1)C(F)(F)F
YMLAXVVBJJHSKD-KTKRTIGZSA-N	CCCCCCCC/C=C\CCCCCCCC(=O)c1nc2c(o1)cccn2
SOJGXPSMVNTNQL-KTKRTIGZSA-N	CCCCCCCC/C=C\CCCCCCCC(=O)C(F)(F)F
DBMKKVSGBYKSFI-UHFFFAOYSA-N	CCCCCCCCC#CCCCCCCCC(=O)c1nc2c(o1)cccn2
FWEHVPCBXKCYHE-ZEVQVBBLSA-N	CCCCCC/C=C\CCCCCCCC(=O)OC[C@H]1OC1
FWEHVPCBXKCYHE-JTHGQSKGSA-N	CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H]1OC1
XUWBDQAPIZBSRY-UHFFFAOYSA-N	CCCCCCCCCCCC(=O)c1oc2c(n1)nccc2
DPEXRCOBPACFOO-UHFFFAOYSA-N	Oc1ccc2c(c1)c1c([nH]2)cc(c2c1c(=O)[nH]c2=O)c1ccccc1Cl
JGEBLDKNWBUGRZ-HXUWFJFHSA-N	Cn1ncc(c1)c1cnc2c(c1)c(=O)c1cc(ccc1cc2)NS(=O)(=O)N(C[C@@H]1COCCO1)C
JGEBLDKNWBUGRZ-FQEVSTJZSA-N	Cn1ncc(c1)c1cnc2c(c1)c(=O)c1cc(ccc1cc2)NS(=O)(=O)N(C[C@H]1COCCO1)C
DQXUHFMXKZHONA-UHFFFAOYSA-N	O=C(N1CCCN(CC1)c1ncc(cc1Cl)C(F)(F)F)Nc1ccc(c(c1)Cl)Cl
WZKZRSOWLZKJCL-UHFFFAOYSA-N	Ic1ccc(cc1)Cn1cncc1
IHOXNOQMRZISPV-YJYMSZOUSA-N	COc1ccc(cc1)C[C@H]([NH2+]C[C@@H](c1ccc(c2c1ccc(=O)[nH]2)[O-])O)C
FWEPNYNOKOHTNJ-SDQBBNPISA-N	O=C1S/C(=C\c2ccc(o2)c2ccc(cc2F)F)/C(=O)N1
