Standard_InChI_Key, UniProt_Accession, Ambiguity, Count_below10uM, Count_over10uM, max_IC50, min_IC50
WHTDIMVEICTJMU-UHFFFAOYSA-N, Q07422, Ambiguous_byMajorityVote, 1, 1, 13000.0, 230.0
WICYGIZRSNWVJD-UHFFFAOYSA-N, Q9Y239, Ambiguous_MaxIC50_too_high, 4, 2, 25000.0, 90.0
WIDBTZLJSHUYHO-DGAFUJMBSA-N, P28845, Ambiguous_byMajorityVote, 1, 1, 38700.0, 12.0
WILVTSRBYJQXPP-UHFFFAOYSA-N, O95977, Ambiguous_byMajorityVote, 1, 1, 12020.0, 1148.0
WINHZLLDWRZWRT-ATVHPVEESA-N, P00533, Ambiguous_byMajorityVote, 3, 24, 172100.0, 172.1
WINHZLLDWRZWRT-ATVHPVEESA-N, P35968, Active_tentative, 78, 18, 18900.0, 4.0
WINHZLLDWRZWRT-ATVHPVEESA-N, P09619, Ambiguous_byMajorityVote, 18, 18, 83100.0, 2.0
WIYUZYBFCWCCQJ-IFKAHUTRSA-N, P97266, Ambiguous_byMajorityVote, 1, 1, 11200.0, 37.0
WJDZZRSELRBXOP-NTEUORMPSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 2530.0
WJHCCSRZEBRIMU-UHFFFAOYSA-N, P10145, Ambiguous_byMajorityVote, 1, 1, 42400.0, 4140.0
WJHFADCPJAZZFS-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 27600.0, 6580.0
WJKUUVHLJCAMEU-UHFFFAOYSA-N, P50579, Ambiguous_MaxIC50_too_high, 2, 1, 23000.0, 150.0
WJOCDBUFEUKYNI-UHFFFAOYSA-N, Q13393, Ambiguous_byMajorityVote, 1, 1, 20000.0, 1900.0
WJOUGMPFYANZMI-INIZCTEOSA-N, O96017, Ambiguous_byMajorityVote, 2, 2, 30000.0, 1700.0
WJOUGMPFYANZMI-INIZCTEOSA-N, P49137, Active_tentative, 4, 2, 11000.0, 130.0
WJRHOGLBMOCHHB-UHFFFAOYSA-N, Q05769, Ambiguous_MaxIC50_too_high, 6, 4, 100000.0, 1000.0
WJRHOGLBMOCHHB-UHFFFAOYSA-N, P22437, Ambiguous_byMajorityVote, 2, 4, 100000.0, 10000.0
WJUOJTBPBKGQGN-UHFFFAOYSA-N, P42224, Ambiguous_byMajorityVote, 1, 1, 12169.0, 4363.0
WJWHRNMNNGRXHH-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 6630.0
WKBXNLQHNJOWNC-UHFFFAOYSA-N, P16152, Ambiguous_byMajorityVote, 1, 1, 11000.0, 4000.0
WKDFOVDLOVYRAJ-JDXGNMNLSA-N, P22303, Ambiguous_byMajorityVote, 2, 2, 30000.0, 6.0
WKMYRABSTSFCBR-UHFFFAOYSA-N, P11597, Ambiguous_MaxIC50_too_high, 2, 1, 21000.0, 470.0
WKUJMDZEOHQASN-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 13200.0, 9870.0
WKVMHMOLOLXPPL-UHFFFAOYSA-N, P42345, Ambiguous_byMajorityVote, 1, 2, 33100.0, 4600.0
WKXGDKXWDPBUFH-UHFFFAOYSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 5450.0
WKZLOBWJCQENOT-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 14500.0, 5990.0
WLAAJJZNAFKAMK-UHFFFAOYSA-N, P81908, Ambiguous_byMajorityVote, 1, 1, 23200.0, 5429.0
WLCGYIWOKVWFLB-UHFFFAOYSA-N, P06858, Ambiguous_byMajorityVote, 1, 1, 12500.0, 8000.0
WLEHRQYPVHFKDJ-UHFFFAOYSA-N, P11940, Ambiguous_byMajorityVote, 1, 1, 16205.0, 4390.0
WLKLQVQYVROPCI-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 2, 2, 100000.0, 1060.0
WLKLQVQYVROPCI-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 2, 2, 100000.0, 3890.0
WLMYZFDFXUHTHH-UHFFFAOYSA-N, Q96P20, Ambiguous_byMajorityVote, 1, 1, 11000.0, 2670.0
WLQLQOARHVMJPU-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 18846.0, 3341.0
WLRWABLVEWKIFU-UHFFFAOYSA-N, P49137, Ambiguous_byMajorityVote, 1, 1, 15300.0, 860.0
WLYIQVUZQRWOSU-FXQLRMTLSA-N, P23977, Ambiguous_byMajorityVote, 2, 2, 20000.0, 3800.0
WMBWREPUVVBILR-WIYYLYMNSA-N, Q13627, Ambiguous_byMajorityVote, 1, 1, 13440.0, 330.0
WMFDCMTYCGPZOP-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 18096.0, 3320.0
WNBYFPOLAZLHJN-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 100000.0, 4410.0
WNDSMKUDSOGQMQ-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 16400.0, 6590.0
WNLOCCXVPMELDQ-UHFFFAOYSA-N, P49137, Ambiguous_byMajorityVote, 1, 1, 17000.0, 200.0
WNPHMRNBAFYITQ-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 4, 4, 21400.0, 3200.0
WNPHMRNBAFYITQ-UHFFFAOYSA-N, Q9BQF6, Ambiguous_byMajorityVote, 4, 4, 19200.0, 1800.0
WNPHMRNBAFYITQ-UHFFFAOYSA-N, Q9GZR1, Ambiguous_byMajorityVote, 4, 4, 23400.0, 2800.0
WNPHMRNBAFYITQ-UHFFFAOYSA-N, P42574, Ambiguous_byMajorityVote, 4, 4, 34000.0, 3600.0
WNSAVOLNDMMVNP-UHFFFAOYSA-N, Q64346, Ambiguous_byMajorityVote, 1, 2, 100000.0, 10000.0
WNTCOOOGTSGZLG-UHFFFAOYSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 19000.0, 7520.0
WNVSFFVDMUSXSX-UHFFFAOYSA-N, P40763, Ambiguous_byMajorityVote, 1, 2, 25600.0, 6800.0
WNZGVZIAZBFIGV-UHFFFAOYSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 51000.0, 1100.0
WOGLBGNRQWGHDT-UIDYPRJRSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 32750.0, 340.0
WOLCAJVNDVWFDZ-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 50670.0, 2570.0
WOORIEAPSZLDDI-UHFFFAOYSA-N, P14902, Ambiguous_byMajorityVote, 1, 1, 25000.0, 6800.0
WOPMMEIHKMAGPH-DHRITJCHSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 6320.0
WORCCYVLMMTGFR-UHFFFAOYSA-M, P35354, Ambiguous_byMajorityVote, 1, 1, 10100.0, 10000.0
WOUPLZKWNBINRL-UHFFFAOYSA-N, Q9Y5S8, Active_tentative, 4, 1, 11000.0, 670.0
WOZUPVNRNGMNND-CRFBAAHOSA-N, P56817, Ambiguous_byMajorityVote, 1, 1, 20000.0, 74.0
WPDCHTSXOPUOII-UHFFFAOYSA-N, Q12809, Ambiguous_byMajorityVote, 1, 1, 13000.0, 10000.0
WPYMKLBDIGXBTP-UHFFFAOYSA-N, P14920, Ambiguous_byMajorityVote, 1, 2, 65700.0, 2089.3
WQDAAKIYFYJSFN-UHFFFAOYSA-N, P10145, Ambiguous_byMajorityVote, 1, 1, 79000.0, 8340.0
WQEMHDJMFOQPIV-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 9300.0
WQHNUCLXRFMSFN-UHFFFAOYSA-N, Q13093, Ambiguous_MaxIC50_too_high, 6, 1, 100000.0, 4.0
WQJHCJRBEYRRKP-XVNBXDOJSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 5220.0
WQLXFDGLBRNEHK-UTNMGCERSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 14600.0, 5300.0
WQQMJTPJWKIZIZ-UHFFFAOYSA-N, P06276, Ambiguous_byMajorityVote, 1, 1, 100000.0, 10000.0
WQZYYJRVBIQUGH-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 3280.0
WRFNFMUNJVHPGT-UHFFFAOYSA-N, P35236, Ambiguous_MaxIC50_too_high, 6, 3, 99000.0, 105.0
WRFNFMUNJVHPGT-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 3, 3, 66600.0, 6200.0
WRFNFMUNJVHPGT-UHFFFAOYSA-N, Q9Y2R2, Ambiguous_MaxIC50_too_high, 9, 6, 99000.0, 1158.0
WRIBCZHOWSHAQP-UHFFFAOYSA-N, Q9H244, Ambiguous_byMajorityVote, 1, 1, 11000.0, 42.0
WRUVTYDQVPMYDZ-UHFFFAOYSA-N, P27695, Ambiguous_byMajorityVote, 1, 1, 32000.0, 1500.0
WRXRPPQRURPMPT-UHFFFAOYSA-N, P05093, Ambiguous_byMajorityVote, 1, 1, 12000.0, 4000.0
WRYUQDYTDHZOQS-SRZZPIQSSA-N, Q07817, Ambiguous_MaxIC50_too_high, 2, 1, 20000.0, 6800.0
WSAIXODWUJAFGY-UHFFFAOYSA-N, P11229, Ambiguous_MaxIC50_too_high, 3, 2, 53703.18, 870.96
WSDHQVWNYXYMCJ-UHFFFAOYSA-N, P09917, Ambiguous_byMajorityVote, 1, 1, 50000.0, 33.0
WSEQXVZVJXJVFP-UHFFFAOYSA-N, P31645, Ambiguous_MaxIC50_too_high, 4, 2, 90000.0, 0.902
WSEQXVZVJXJVFP-UHFFFAOYSA-N, Q12809, Active_tentative, 10, 2, 16675.4, 10.0
WSIDSJAOLGDFPK-GDLZYMKVSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 18000.0, 2300.0
WSJBQXXWUPYAOH-UHFFFAOYSA-N, P25025, Ambiguous_byMajorityVote, 1, 1, 10300.0, 2000.0
WSJHXZVJUNDCKJ-UHFFFAOYSA-N, P26358, Ambiguous_byMajorityVote, 1, 1, 52000.0, 370.0
WSJSSLTVWWBHBO-BDURURIASA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 54200.0, 7100.0
WSJSWLQVPVZOKR-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 1620.0
WSQDDOJOJZYQMI-UHFFFAOYSA-N, O60760, Ambiguous_byMajorityVote, 1, 1, 79200.0, 700.0
WSTDGGDTEZNZHK-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 10000.0
WSUIQCHCZDRMAB-HCUGZAAXSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 11133.0, 9396.0
WSXIJTIFOWCMIQ-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 6290.0
WTUJTYDYKXFWIR-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 3, 100000.0, 1880.0
WTZJBLLWLKFGEQ-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 13700.0, 8040.0
WTZZZXPLWZFCHF-UHFFFAOYSA-N, P19793, Ambiguous_byMajorityVote, 1, 1, 100000.0, 10000.0
WUADCCWRTIWANL-UHFFFAOYSA-N, P16152, Inactive_all, 0, 1, 12710.0, 12710.0
WULZIURTBVLJRF-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 11200.0, 5020.0
WUPQSNFWLHFMRG-UHFFFAOYSA-N, P10145, Ambiguous_byMajorityVote, 1, 1, 79000.0, 1110.0
WUUDVRRYARVIBD-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 3540.0
WUWDLXZGHZSWQZ-WQLSENKSSA-N, P35968, Active_tentative, 32, 18, 12900.0, 12.9
WUWDLXZGHZSWQZ-WQLSENKSSA-N, P09619, Ambiguous_MaxIC50_too_high, 12, 10, 37900.0, 68.0
WUYVBSRCBSYWEE-UITAMQMPSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 20400.0, 6060.0
WVDSELHSQAACKS-UHFFFAOYSA-N, O00519, Ambiguous_byMajorityVote, 1, 1, 13900.0, 6500.0
WVFIRDDDXBDNJI-UHFFFAOYSA-N, P21980, Inactive_all, 0, 1, 18000.0, 18000.0
WVFOPBUSNNLNOD-UHFFFAOYSA-N, Q07817, Ambiguous_byMajorityVote, 1, 1, 20000.0, 9600.0
WVJKUGVVYXCLFV-FRGFDCQGSA-N, P61956, Ambiguous_byMajorityVote, 2, 2, 17900.0, 4200.0
WVJKUGVVYXCLFV-FRGFDCQGSA-N, P63165, Ambiguous_byMajorityVote, 2, 2, 39650.0, 8790.0
WVLBSRCGDXMGGV-UHFFFAOYSA-N, P49841, Ambiguous_byMajorityVote, 1, 1, 100000.0, 251.19
WVPRJVMPFHEDIF-GAYQJXMFSA-N, P11229, Ambiguous_byMajorityVote, 1, 1, 14900.0, 44.0
WVRKJDUKGPVBQD-UHFFFAOYSA-N, Q9Y5Y4, Ambiguous_byMajorityVote, 1, 1, 100000.0, 170.0
WVUNYSQLFKLYNI-AATRIKPKSA-N, P00533, Ambiguous_MaxIC50_too_high, 12, 1, 79983.43, 0.24
WVVKNKDBZMZCCR-BRJLIKDPSA-N, P61956, Ambiguous_byMajorityVote, 2, 2, 50610.0, 2490.0
WVVKNKDBZMZCCR-BRJLIKDPSA-N, P63165, Ambiguous_byMajorityVote, 2, 2, 10300.0, 6820.0
WVXZZGALNSGPLY-GDNBJRDFSA-N, P35236, Ambiguous_byMajorityVote, 2, 4, 24557.0, 608.0
WVXZZGALNSGPLY-GDNBJRDFSA-N, Q9Y2R2, Active_tentative, 16, 4, 16047.0, 3100.0
WVYUSTWIPRJJIC-UHFFFAOYSA-N, P42345, Ambiguous_MaxIC50_too_high, 2, 1, 25000.0, 2640.0
WWCOYKGGJVFNGO-UHFFFAOYSA-N, P23219, Ambiguous_byMajorityVote, 1, 1, 100000.0, 620.0
WWDIFGGEPQBRQB-MFKUBSTISA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10600.0, 5790.0
WWFIIZLHSNBNTC-UHFFFAOYSA-N, P14902, Ambiguous_byMajorityVote, 1, 1, 15000.0, 1200.0
WWIVUCGLXUETFF-UHFFFAOYSA-N, P09917, Ambiguous_byMajorityVote, 1, 1, 50000.0, 1100.0
WWKCRBRPVCWAEM-VEILYXNESA-N, Q07817, Ambiguous_byMajorityVote, 1, 1, 17400.0, 7300.0
WWNZEBNZUMPJOU-UHFFFAOYSA-N, P35236, Ambiguous_byMajorityVote, 3, 6, 49831.0, 3930.0
WWNZEBNZUMPJOU-UHFFFAOYSA-N, P61956, Ambiguous_byMajorityVote, 3, 3, 12600.0, 5020.0
WWNZEBNZUMPJOU-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 3, 3, 23560.0, 5380.0
WWPIFOBKKAFENH-UHFFFAOYSA-N, P51452, Ambiguous_MaxIC50_too_high, 7, 1, 100000.0, 127.0
WWZICQJZYZLTKB-FPYGCLRLSA-N, P27338, Ambiguous_byMajorityVote, 1, 1, 70794.58, 71.0
WXCXUHSOUPDCQV-UHFFFAOYSA-N, P10275, Ambiguous_byMajorityVote, 1, 1, 100000.0, 5600.0
WXCYFVSQEDOICZ-UHFFFAOYSA-N, P11712, Active_tentative, 2, 1, 13000.0, 3000.0
WXFLHMJSSLDOPA-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 5800.0
WXGPATLNQUUVPE-UHFFFAOYSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 5140.0
WYCFFUNCVUEJEH-UHFFFAOYSA-N, Q05769, Ambiguous_MaxIC50_too_high, 3, 2, 84000.0, 40.0
WYMDXXSMQXLDSI-FOCLMDBBSA-N, O95977, Ambiguous_byMajorityVote, 1, 1, 15430.0, 564.0
WYSKJJIHDSVWPV-UHFFFAOYSA-N, Q16581, Ambiguous_byMajorityVote, 1, 1, 12589.25, 3162.28
WYVIUYWRSQDWCQ-KZNAEPCWSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 100.0
WYVWIUYMWGVWCO-VAMGGRTRSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 30.0
WZDNHQNARAEMKS-UHFFFAOYSA-N, Q13547, Ambiguous_byMajorityVote, 2, 2, 18000.0, 3800.0
WZDNHQNARAEMKS-UHFFFAOYSA-N, Q92769, Active_tentative, 4, 2, 17000.0, 750.0
WZGZKOJPIUYGCY-BUHFOSPRSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 50000.0, 129.07
WZKNXJMCPRGNJZ-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 16400.0, 8760.0
WZKZRSOWLZKJCL-UHFFFAOYSA-N, P11715, Active_tentative, 4, 2, 10060.0, 164.0
WZNFKUJGIDMNDO-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 17800.0, 8290.0
WZPMXNLVZLIWBV-VHOCVAHHSA-N, P35236, Ambiguous_byMajorityVote, 2, 2, 99000.0, 2519.0
WZPMXNLVZLIWBV-VHOCVAHHSA-N, Q9Y2R2, Ambiguous_byMajorityVote, 4, 4, 99000.0, 1240.0
WZSCJOMKGFGYAC-UHFFFAOYSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 25000.0, 450.0
XABTYDRBGWHHBM-UHFFFAOYSA-N, Q9Y5Y4, Ambiguous_byMajorityVote, 1, 1, 100000.0, 160.0
XACFMCPSHAGRDW-OVDNTTTISA-N, P55072, Ambiguous_byMajorityVote, 1, 1, 11140.0, 9262.0
XAEATFZFGRMBDN-GOSISDBHSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 20000.0, 2800.0
XAGCHARTNJUMPC-LICLKQGHSA-N, Q96P20, Ambiguous_byMajorityVote, 1, 1, 45500.0, 9370.0
XAUUAMRKPGLLND-UHFFFAOYSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 11400.0, 9740.0
XAVIKIBYDAOWPO-ZVHZXABRSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 25500.0, 7370.0
XAVZMVCQMPSHMP-UHFFFAOYSA-N, P23219, Ambiguous_byMajorityVote, 1, 1, 100000.0, 1000.0
XAXIRVCTHOAVME-UHFFFAOYSA-N, P23946, Ambiguous_byMajorityVote, 1, 1, 51400.0, 2600.0
XAYUBJJWLVNUMR-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 24000.0, 10000.0
XBDBJEYXXYREEM-UHFFFAOYSA-N, P14324, Ambiguous_byMajorityVote, 1, 1, 26000.0, 200.0
XBEBONAQLXUAGH-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 13200.0, 8730.0
XBEGFOHXDVZSGV-SDXDJHTJSA-N, Q9Y239, Ambiguous_byMajorityVote, 2, 2, 20000.0, 4550.0
XBEGFOHXDVZSGV-SDXDJHTJSA-N, Q9HC29, Ambiguous_byMajorityVote, 2, 2, 20000.0, 4210.0
XBMAMEIOODCOIC-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10300.0, 6150.0
XBPLURLJIACOAL-GDNBJRDFSA-N, Q8R455, Ambiguous_byMajorityVote, 1, 1, 11300.0, 3400.0
XBTSSWGMHQSDTR-UHFFFAOYSA-M, O43613, Ambiguous_byMajorityVote, 2, 2, 63052.0, 8686.0
XBTSSWGMHQSDTR-UHFFFAOYSA-M, O43614, Ambiguous_byMajorityVote, 2, 2, 50000.0, 8900.0
XBWQSEBJKSPBBV-UHFFFAOYSA-N, P56817, Ambiguous_MaxIC50_too_high, 7, 3, 40000.0, 79.0
XCFFOWBCOFEAKL-KBPBESRZSA-N, P15207, Ambiguous_byMajorityVote, 1, 1, 29000.0, 22.0
XCIPOAZOZKLEOW-UHFFFAOYSA-N, P15559, Ambiguous_byMajorityVote, 1, 1, 22333.0, 1221.0
XCOXVCPPLXSBCJ-UHFFFAOYSA-N, P25779, Ambiguous_MaxIC50_too_high, 2, 1, 100000.0, 6000.0
XCPXLPAJFDXQSJ-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 11628.52, 708.8
XCVKSOZELZPHNO-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 26670.0, 5570.0
XCYKPEQQDWZDGQ-JCNFZFLDSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 54000.0, 702.0
XDJGRFVVVPCXCN-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 50000.0, 3365.49
XDRYMKDFEDOLFX-UHFFFAOYSA-N, Q86VL8, Ambiguous_byMajorityVote, 1, 1, 10400.0, 2700.0
XDYOENSWOAWNLC-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 8780.0
XDYSBUAWRBKWTK-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 6640.0
XEANEUCWOMKWJS-UHFFFAOYSA-N, P35236, Ambiguous_MaxIC50_too_high, 8, 2, 100000.0, 58.6
XEANEUCWOMKWJS-UHFFFAOYSA-N, P51452, Ambiguous_MaxIC50_too_high, 8, 2, 99000.0, 260.0
XEFAQVBOAQFYDS-ZRDIBKRKSA-N, P10145, Ambiguous_byMajorityVote, 1, 1, 79000.0, 685.0
XEFHLTYUAFPMRD-UHFFFAOYSA-N, Q9GZV3, Ambiguous_byMajorityVote, 1, 1, 10095.59, 3246.48
XEJFGTMHCXBIOL-UHFFFAOYSA-N, P21397, Inactive_all, 0, 1, 15925.0, 15925.0
XEJKJRFUFIJWBT-UHFFFAOYSA-N, Q9H244, Ambiguous_byMajorityVote, 1, 1, 30000.0, 270.0
XERLNCVIGMCAMO-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 7990.0
XESNEHWISAPTLL-UHFFFAOYSA-N, P19091, Ambiguous_byMajorityVote, 1, 1, 25599.0, 990.0
XEUHZOUOUOKIRY-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 2110.0
XEVBHUZWDDQBDC-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 50000.0, 1562.5
XFJREZUFRMFGKX-UHFFFAOYSA-N, P34972, Ambiguous_byMajorityVote, 1, 1, 10130.0, 2000.0
XFJSBMXXKPHIIX-NOCHOARKSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 21600.0, 2400.0
XFTLHSAQRJFORO-UHFFFAOYSA-N, P15559, Ambiguous_byMajorityVote, 1, 1, 63000.0, 4.9
XFXZWVGQXNFWDE-UHFFFAOYSA-N, Q63633, Ambiguous_MaxIC50_too_high, 2, 1, 40000.0, 400.0
XFZOACPROGGFGC-DLBZAZTESA-N, P35372, Ambiguous_byMajorityVote, 1, 1, 19000.0, 5.3
XGALLCVXEZPNRQ-UHFFFAOYSA-N, P35968, Active_tentative, 3, 2, 14800.0, 1900.0
XGAWVNADRTWTGY-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 2, 100000.0, 2040.0
XGBHHSJBHHCUHP-UHFFFAOYSA-N, P61956, Ambiguous_byMajorityVote, 2, 2, 66000.0, 2480.0
XGBHHSJBHHCUHP-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 2, 2, 51700.0, 2330.0
XGCGUXPBAZEMKX-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 2210.0
XGFZZURANXHOPT-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 42308.0, 6679.0
XGHUJWTXGMRXEL-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 12700.0, 4660.0
XGKPNPUBIREAAL-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10500.0, 5030.0
XGYUNGSPWLTXHR-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 14900.0, 8190.0
XHIXCOXISNYXTB-UHFFFAOYSA-N, P14324, Ambiguous_byMajorityVote, 1, 1, 20000.0, 200.0
XHJPGKJKEHAANQ-LSQIQBGYSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 5080.0
XHLKOHSAWQPOFO-UHFFFAOYSA-N, P14902, Inactive_all, 0, 2, 70300.0, 48000.0
XHPZVBGIPQQTQW-UHFFFAOYSA-N, P22906, Ambiguous_byMajorityVote, 1, 2, 90450.0, 160.0
XHSQDZXAVJRBMX-DDHJBXDOSA-N, P68400, Inactive_all, 0, 1, 13000.0, 13000.0
XHYHAGAWIQDXFU-UHFFFAOYSA-N, Q12809, Ambiguous_byMajorityVote, 1, 1, 19054.61, 4897.79
XIJOBJBWOPBBNG-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 747.0
XILWRBHKVRYWMD-UHFFFAOYSA-N, P15169, Ambiguous_byMajorityVote, 1, 1, 30000.0, 420.0
XINSMRKQRPCGCW-UHFFFAOYSA-N, P11940, Ambiguous_byMajorityVote, 1, 2, 100000.0, 10000.0
XIQWWKCEEKMESC-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 2140.0
XJBJGLNUNFWUIO-RWHKAFOFSA-N, P23415, Ambiguous_byMajorityVote, 2, 2, 12589.25, 7943.28
XJLSEXAGTJCILF-RXMQYKEDSA-N, P31648, Ambiguous_byMajorityVote, 2, 3, 40738027.78, 8511.38
XJLSEXAGTJCILF-UHFFFAOYSA-N, P31648, Active_tentative, 3, 2, 13182.57, 7943.28
XJMOSONTPMZWPB-UHFFFAOYSA-M, P23795, Ambiguous_byMajorityVote, 1, 1, 34600.0, 6289.0
XJTVFCPDXSOSDU-UHFFFAOYSA-N, Q05769, Ambiguous_byMajorityVote, 1, 2, 92000.0, 38.0
XJTXBUKLGQCZHC-BTLCHPSKSA-N, P02550, Ambiguous_byMajorityVote, 2, 14, 450000.0, 5000.0
XJTXBUKLGQCZHC-BTLCHPSKSA-N, P02554, Ambiguous_byMajorityVote, 2, 14, 450000.0, 5000.0
XKBWUSQGKHAUEZ-DQFHVVJASA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 54000.0, 81.0
XKVVTHNIBOARFW-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 4830.0
XKWILXCQJFNUJH-DEOSSOPVSA-N, Q15149, Ambiguous_byMajorityVote, 1, 2, 200000.0, 4382.15
XKYBPHWVOXMRHI-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 2, 2, 23619.0, 150.66
XKYBPHWVOXMRHI-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 2, 2, 16800.0, 5630.0
XLJMQSLOEBFAKA-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 2, 2, 49761.0, 915.0
XLJMQSLOEBFAKA-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 2, 2, 88800.0, 1500.0
XLOFTZPVFHISJO-BUVRLJJBSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 4590.0
XLRMULHWFRKNQV-UHFFFAOYSA-N, Q15910, Ambiguous_byMajorityVote, 2, 2, 58300.0, 32.0
XMAYWYJOQHXEEK-ZEQKJWHPSA-N, P11511, Ambiguous_MaxIC50_too_high, 21, 12, 110000.0, 40.0
