Standard_InChI_Key, UniProt_Accession, Ambiguity, Count_below10uM, Count_over10uM, max_IC50, min_IC50
BEESSKJNILHXMI-UHFFFAOYSA-N, P22906, Ambiguous_MaxIC50_too_high, 2, 1, 30700.0, 3370.0
BEJNERDRQOWKJM-UHFFFAOYSA-N, O42713, Ambiguous_byMajorityVote, 8, 78, 722000.0, 7400.0
BEJNERDRQOWKJM-UHFFFAOYSA-N, P14679, Ambiguous_byMajorityVote, 2, 16, 280000.0, 7400.0
BEKZFLGSXUYIRN-UHFFFAOYSA-N, P11597, Ambiguous_MaxIC50_too_high, 3, 1, 80001.84, 80.0
BEQHOOCNSMRQCI-UHFFFAOYSA-N, P30968, Ambiguous_byMajorityVote, 1, 1, 21000.0, 9500.0
BESWULOOWADLPK-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 9630.0
BEZLXEJGNUZTPC-MUUNZHRXSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 40000.0, 7200.0
BFCFGUPNXICZMR-UHFFFAOYSA-N, P09917, Ambiguous_byMajorityVote, 1, 1, 37000.0, 1400.0
BFDPMSKSQADYCT-UHFFFAOYSA-N, Q13535, Ambiguous_byMajorityVote, 1, 1, 24000.0, 720.0
BFJXGNDCJKJBPA-UHFFFAOYSA-N, P61956, Ambiguous_byMajorityVote, 2, 2, 66000.0, 9330.0
BFJXGNDCJKJBPA-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 2, 2, 53750.0, 751.0
BFQOMASDHSHRAN-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 19200.0, 2290.0
BFTLDTLCCMOXAD-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 6390.0
BFZZHFNBZUIYAN-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 8550.0
BGIZQPMUHKCJQO-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 50000.0, 1400.0
BGOGLZYZGDLNMB-UHFFFAOYSA-N, P14902, Ambiguous_byMajorityVote, 1, 1, 13000.0, 1100.0
BGOWMRGDUSUEFJ-HKOYGPOVSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 1850.0
BGVBMPDMXJVVSC-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 2500.0
BHAXDAUULXCVEK-UHFFFAOYSA-N, O60885, Ambiguous_byMajorityVote, 1, 1, 84200.0, 0.8
BHEBFNOMPOLHMJ-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 17500.0, 2310.0
BHPQQTACMHYMAH-WZUFQYTHSA-N, Q8R455, Ambiguous_byMajorityVote, 1, 1, 12100.0, 7700.0
BHRJLUKNGZIPRN-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 11900.0, 7290.0
BHUZLJOUHMBZQY-YXQOSMAKSA-N, P56524, Inactive_all, 0, 2, 17300.0, 17300.0
BHXISYYBPBULKV-GUDVDZBRSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 80.0
BIAWVZMEBADAPM-MJFWUJRASA-N, P98170, Ambiguous_byMajorityVote, 2, 2, 30800.0, 45.0
BIAWVZMEBADAPM-MJFWUJRASA-N, Q13490, Ambiguous_byMajorityVote, 2, 2, 54800.0, 2640.0
BIAYVBTUMYRJBI-UHFFFAOYSA-N, P39086, Ambiguous_byMajorityVote, 1, 1, 30000.0, 4600.0
BIEZSEGUHJMPKG-FPLPWBNLSA-N, P08487, Ambiguous_byMajorityVote, 1, 1, 95020.0, 9730.0
BIMZLRFONYSTPT-UHFFFAOYSA-N, Q9GZT9, Ambiguous_byMajorityVote, 2, 3, 26000.0, 5600.0
BIOQSDHKVYJUHX-UHFFFAOYSA-N, P35236, Ambiguous_byMajorityVote, 1, 1, 30200.0, 450.0
BIOYSHGCYYKKQU-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 13674.5, 141.5
BIVPHUOIFUDUSK-UHFFFAOYSA-N, P0C6X7, Ambiguous_byMajorityVote, 1, 1, 50000.0, 5200.0
BIWGYFZAEWGBAL-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 7430.0
BIWQNIMLAISTBV-UHFFFAOYSA-N, P06858, Ambiguous_byMajorityVote, 1, 1, 25000.0, 9000.0
BJFPPILHFRTJTD-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 4730.0
BJIVLGIZOMJQRT-GXDHUFHOSA-N, P42330, Ambiguous_byMajorityVote, 1, 1, 30000.0, 110.0
BJQBEJYZFPIBCQ-SAPNQHFASA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 13900.0, 3660.0
BJQYDOFYUOVBNL-UHFFFAOYSA-N, P11940, Ambiguous_byMajorityVote, 1, 1, 21550.0, 9400.0
BJRPPNOJYFZSLY-UHFFFAOYSA-N, Q16665, Ambiguous_byMajorityVote, 1, 1, 21000.0, 2440.0
BJXRNPXUTJVEQG-SKCUWOTOSA-N, P51681, Ambiguous_byMajorityVote, 1, 1, 16000.0, 9039.0
BKAPQHUNEAUVSH-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 30681.91, 58.63
BKGOEQARIFRUQI-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 2560.0
BKLCLPKXFLEDSN-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 14363.0, 9725.0
BKPQPETVXVHRTI-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 7190.0
BKTLPRDPOOMNNI-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10100.0, 9040.0
BKZDAHHUBCFASF-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 56500.0, 8190.0
BLCWNIGSFBOPQU-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 100000.0, 5080.0
BLCZKTYVLGECAW-UHFFFAOYSA-N, Q9P0U3, Ambiguous_byMajorityVote, 1, 1, 19700.0, 8980.0
BLGKGVMDNWKDHK-RUZDIDTESA-N, P11597, Ambiguous_byMajorityVote, 3, 3, 72000.0, 480.0
BLGNYUIODLVIML-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 27057.12, 61.1
BLSFZWWBJCEZAP-UHFFFAOYSA-N, P09917, Ambiguous_byMajorityVote, 1, 1, 21600.0, 1800.0
BMBUNRAVRJCKBO-UHFFFAOYSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 40000.0, 6900.0
BMHKZVDHCKLDME-MDZDMXLPSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 57.2
BMHSALXAHKMLCM-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 50800.0, 3590.0
BMUACLADCKCNKZ-UHFFFAOYSA-N, O14920, Ambiguous_byMajorityVote, 2, 2, 11200.0, 1300.0
BMVVLXNEZZJMOQ-UHFFFAOYSA-N, Q12809, Active_tentative, 2, 1, 11200.0, 7870.0
BMWVMHUSJDJACJ-JFQJCAQQSA-N, Q9Y5S8, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 429.6
BNIUPHKLLWSGIS-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 25300.0, 4560.0
BNPLLZIDWXJZHJ-UHFFFAOYSA-N, P31941, Ambiguous_byMajorityVote, 1, 2, 21100.0, 9820.0
BNRISRPMTTUVGH-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 11466.0, 5541.0
BNRNXUUZRGQAQC-UHFFFAOYSA-N, Q12809, Ambiguous_MaxIC50_too_high, 12, 4, 100000.0, 3300.0
BNRNXUUZRGQAQC-UHFFFAOYSA-N, Q08499, Ambiguous_MaxIC50_too_high, 10, 4, 20000.0, 500.0
BNSQYUBTRASHLN-XGCAABAXSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 17150.0, 140.0
BOEDMJQTMFYUNI-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 6690.0
BOQHEVYQIXGRBL-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 11100.0, 9390.0
BORCESQTPHKPLS-UHFFFAOYSA-N, Q96LD8, Ambiguous_byMajorityVote, 1, 1, 18900.0, 7500.0
BOSPJTDRCVFWMR-UHFFFAOYSA-N, P08684, Ambiguous_byMajorityVote, 1, 1, 26000.0, 1700.0
BOYASMFQZGSUQJ-RQBPZYBGSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 54800.0, 6750.0
BPTSCIALBUNFAZ-ABCMRBOESA-M, P05364, Ambiguous_byMajorityVote, 1, 1, 20000.0, 8950.0
BPTXICQAEGSTHS-ZJSPYRCASA-N, Q00987, Ambiguous_MaxIC50_too_high, 3, 1, 20700.0, 86.0
BPUTZYAEDHOPDE-QZVCFEQLSA-N, P98170, Active_tentative, 3, 1, 13700.0, 530.0
BQFDTKDYOCJBGZ-UHFFFAOYSA-N, P16116, Ambiguous_byMajorityVote, 1, 1, 39170.0, 6610.0
BQHADDZKAXXVBP-UHFFFAOYSA-N, Q96P20, Ambiguous_byMajorityVote, 1, 1, 11900.0, 8750.0
BQHBMBRIUAUPKU-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 50000.0, 46.81
BQJCRHHNABKAKU-KBQPJGBKSA-N, P97266, Ambiguous_MaxIC50_too_high, 10, 1, 29300.0, 4.0
BQORZESIOCMVDH-UHFFFAOYSA-N, P08581, Ambiguous_byMajorityVote, 1, 1, 30000.0, 675.0
BQQWMXUYUQDOGR-UHFFFAOYSA-N, O95136, Ambiguous_byMajorityVote, 1, 1, 50000.0, 8004.0
BQTKBBVVGSBWKU-UHFFFAOYSA-N, P32897, Ambiguous_byMajorityVote, 1, 1, 21600.0, 9480.0
BQTSHFJKLFGPIO-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 8840.0
BQUUTNOUIXDXTN-NJNXFGOHSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 441.0
BREDZPSZVHGXCM-LPYMAVHISA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 16100.0, 8770.0
BRKOVFUTTJGJEO-UHFFFAOYSA-N, P35372, Ambiguous_MaxIC50_too_high, 2, 1, 24000.0, 10000.0
BRPAABKVWTVIPX-LICLKQGHSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 1060.0
BRQGBZKOHQRHQP-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 1510.0
BRQZHMHHZLRXOO-UHFFFAOYSA-N, P14174, Inactive_all, 0, 2, 103200.0, 45200.0
BSODUXBASLZJEK-JHJVBQTASA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 100.0
BSYNRYMUTXBXSQ-UHFFFAOYSA-N, P35354, Ambiguous_byMajorityVote, 21, 30, 18000000.0, 2400.0
BSYNRYMUTXBXSQ-UHFFFAOYSA-N, P79208, Ambiguous_MaxIC50_too_high, 42, 15, 5000000.0, 2400.0
BSYNRYMUTXBXSQ-UHFFFAOYSA-N, P05979, Ambiguous_MaxIC50_too_high, 63, 21, 49700000.0, 300.0
BTCSSZJGUNDROE-UHFFFAOYSA-N, P31650, Ambiguous_byMajorityVote, 1, 1, 11481.54, 8128.31
BTFDOQOPNARQSS-HBMCJLEFSA-N, Q00987, Ambiguous_byMajorityVote, 1, 1, 14400.0, 880.0
BTIHMVBBUGXLCJ-OAHLLOKOSA-N, Q13627, Active_tentative, 3, 1, 18000.0, 3000.0
BTJJARTUWGTJNI-UHFFFAOYSA-N, Q07422, Ambiguous_byMajorityVote, 1, 1, 13000.0, 300.0
BTLVITBYDTYASE-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 980.0
BTQQRTVTLFERGV-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 6590.0
BTURFDFZCYITAI-CMDGGOBGSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 80000.0, 7000.0
BUTZZDLVAWAPRH-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 30730.0, 9170.0
BUWBVEJQFXVJCT-UHFFFAOYSA-N, P50579, Ambiguous_byMajorityVote, 1, 1, 100000.0, 90.0
BUXUBGSAKDVDSG-UHFFFAOYSA-M, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 8860.0
BUZBVOKDNAZIIM-UHFFFAOYSA-N, Q12809, Ambiguous_byMajorityVote, 1, 1, 30000.0, 10000.0
BVFLHOOKHPFDCT-UHFFFAOYSA-N, P24557, Ambiguous_MaxIC50_too_high, 2, 1, 40000.0, 3000.0
BVLDTQOJHAZUMB-UHFFFAOYSA-N, P23219, Ambiguous_byMajorityVote, 1, 1, 100000.0, 10000.0
BVUAQJINEZJNCE-JYRVWZFOSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 50000.0, 61.07
BWBSGQBVVSKFMY-UHFFFAOYSA-N, P14324, Ambiguous_byMajorityVote, 1, 1, 60000.0, 7100.0
BWCLPNGLALERQB-UHFFFAOYSA-N, O43614, Ambiguous_byMajorityVote, 1, 1, 56000.0, 9410.0
BWHLPLXXIDYSNW-UHFFFAOYSA-N, P35354, Ambiguous_byMajorityVote, 1, 1, 60500.0, 120.0
BWOQIIJZDUKDPB-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 11000.0, 10000.0
BWSDYKXKOONUOR-UHFFFAOYSA-N, P51684, Ambiguous_byMajorityVote, 1, 1, 25500.0, 9410.0
BWVIYUMPYJOSEV-UHFFFAOYSA-N, P11229, Ambiguous_byMajorityVote, 1, 1, 14791.08, 162.18
BWXMGCLNRRSVLZ-MGPQQGTHSA-N, P56524, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 340.0
BWZFGUKJQQFBKY-MOUTVQLLSA-N, P16050, Ambiguous_byMajorityVote, 1, 1, 50000.0, 7600.0
BXHDFWIJQJGBEQ-UHFFFAOYSA-N, P34949, Ambiguous_byMajorityVote, 1, 2, 100000.0, 10000.0
BXIWKBWJRKXQTA-RIAYWLAYSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 54800.0, 58.0
BXMFBVSLAAZQII-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 28100.0, 8760.0
BXRUGMGHHLXLFV-JSSTZBRYSA-N, P11229, Ambiguous_byMajorityVote, 1, 1, 23500.0, 795.0
BXYRCDZUINXBPI-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 23100.0, 7510.0
BYDCIBXURIFARK-UHFFFAOYSA-N, Q9Y239, Ambiguous_byMajorityVote, 1, 4, 25000.0, 9330.0
BYOYASAICAHUNR-SKRBABGKSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 9730.0
BYPIURIATSUHDW-UHFFFAOYSA-N, P12527, Ambiguous_byMajorityVote, 2, 2, 45708.82, 4840.0
BYQBMIHQROWCQG-UHFFFAOYSA-N, P0C6X7, Ambiguous_byMajorityVote, 1, 1, 20900.0, 4100.0
BYZTYQQPRFCLCI-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 14000.0, 9070.0
BZAWUDRIEMKRLJ-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 11200.0, 8440.0
BZJYTIGGFLSTDM-ZTQUWTGOSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 20300.0, 6680.0
BZKRTHSHHUBVMS-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 11300.0, 8930.0
BZLWEOUZAHROCJ-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 7360.0
BZPPWOZQYKSIBQ-BNSHTTSQSA-N, P11229, Ambiguous_byMajorityVote, 1, 1, 35600.0, 362.0
BZRKCCCJQGQZNS-WJDWOHSUSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 2640.0
BZRLSZPXWKJEHX-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 21600.0, 5290.0
BZWSQPYXZMPJQF-WPWMEQJKSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 8440.0
CABYYOSJFIVJAB-UHFFFAOYSA-N, Q27757, Ambiguous_byMajorityVote, 1, 1, 50000.0, 4900.0
CADBYMBVMUDAQP-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 16800.0, 9520.0
CADJIHNBDOOPOV-UHFFFAOYSA-N, Q96P20, Ambiguous_byMajorityVote, 1, 1, 100000.0, 2220.0
CAHPXHQZHWTNBI-YVMONPNESA-N, P35750, Ambiguous_byMajorityVote, 1, 1, 23900.0, 4300.0
CANOJKGQDCJDOX-VZUCSPMQSA-N, P05186, Ambiguous_byMajorityVote, 1, 1, 100000.0, 9490.0
CASJEHRWVCYLGU-UHFFFAOYSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 12700.0, 9040.0
CASRTAOYDNMUOI-AATRIKPKSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 49801.0, 3965.0
CASUHSYWKAPYDI-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 80000.0, 6320.0
CATONQSSWBTCAE-AJNGGQMLSA-N, P23739, Ambiguous_byMajorityVote, 1, 1, 14000.0, 310.0
CBAQRGUWFGLMKB-LLVKDONJSA-N, O60674, Ambiguous_byMajorityVote, 1, 2, 30000.0, 22.0
CBDIQTNMPYCESL-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10300.0, 7660.0
CBIBCHQFCAJEHI-WUAPDDLWSA-N, P98170, Ambiguous_byMajorityVote, 1, 1, 54800.0, 58.0
CBNCIYNCWVGEKJ-UHFFFAOYSA-M, P49327, Ambiguous_byMajorityVote, 1, 1, 10100.0, 8480.0
CBPHONAGSPFBCY-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 8730.0
CBUUIRGCKAEAJC-UHFFFAOYSA-N, P11473, Ambiguous_byMajorityVote, 1, 1, 11300.0, 3200.0
CCBOYGOTQIYLJA-CATCILLUSA-N, P06276, Ambiguous_MaxIC50_too_high, 2, 1, 50000.0, 3600.0
CCNNEJPCNXRSQA-UHFFFAOYSA-N, P34707, Ambiguous_byMajorityVote, 1, 1, 51560.0, 1460.0
CCQQSWGQEBMHHL-UHFFFAOYSA-N, P22906, Ambiguous_byMajorityVote, 1, 2, 59400.0, 1090.0
CCSNJERMAQFWPG-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 1800.0
CCUGLDMUHTVGOJ-UHFFFAOYSA-N, Q92731, Ambiguous_byMajorityVote, 1, 1, 50000.0, 721.07
CDCFSINNCBTHAU-UHFFFAOYSA-N, O43613, Ambiguous_byMajorityVote, 1, 1, 42234.0, 5523.0
CDEJXRZSAIZTRF-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 3210.0
CDIZCPPXVIAKBJ-UHFFFAOYSA-N, P42574, Ambiguous_byMajorityVote, 1, 1, 100000.0, 9700.0
CDRPUGZCRXZLFL-OWOJBTEDSA-N, P43405, Ambiguous_MaxIC50_too_high, 3, 1, 38000.0, 5.0
CDSZKWUUDLFLDE-UHFFFAOYSA-N, O00311, Ambiguous_byMajorityVote, 1, 1, 50000.0, 360.0
CDZHDRCHMIIJEO-UHFFFAOYSA-N, P63165, Ambiguous_byMajorityVote, 1, 1, 66600.0, 4080.0
CELQNOCWABHQCF-LICLKQGHSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 400.0
CELQOEJPNANKNS-UHFFFAOYSA-N, Q9P0U3, Ambiguous_byMajorityVote, 1, 1, 18300.0, 2750.0
CEQFYDPBGAVIJJ-RSGUCCNWSA-N, P11229, Ambiguous_byMajorityVote, 1, 1, 11500.0, 72.0
CEQKVTUACFLLOZ-HSZRJFAPSA-N, P11597, Ambiguous_byMajorityVote, 1, 1, 14800.0, 220.0
CESCCRNITIBUGD-UHFFFAOYSA-N, Q9P0U3, Ambiguous_byMajorityVote, 1, 1, 20400.0, 7950.0
CEUAYFMFBGNGQD-UHFFFAOYSA-N, P19971, Ambiguous_byMajorityVote, 1, 1, 10200.0, 4300.0
CEULKLHKLQOZEL-UHFFFAOYSA-N, P14902, Ambiguous_byMajorityVote, 1, 1, 14000.0, 4300.0
CFGHRAUIXLZNBY-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 18500.0, 8390.0
CFKJLFIEBHBVKA-UHFFFAOYSA-N, P65502, Ambiguous_byMajorityVote, 1, 1, 23800.0, 9580.0
CGCKKFFDYBVAMW-UHFFFAOYSA-N, Q13535, Ambiguous_byMajorityVote, 1, 1, 30000.0, 1700.0
CGGSTYDVWWUILD-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 22700.0, 6780.0
CGIGDMFJXJATDK-UHFFFAOYSA-N, P35354, Ambiguous_MaxIC50_too_high, 204, 33, 25703957.83, 5.9
CGIGDMFJXJATDK-UHFFFAOYSA-N, P79208, Ambiguous_MaxIC50_too_high, 48, 21, 1710000.0, 0.2
CGIGDMFJXJATDK-UHFFFAOYSA-N, Q05769, Active_tentative, 27, 3, 15370.0, 6.4
CGLIDRNLWKCDLU-UHFFFAOYSA-N, Q03137, Ambiguous_byMajorityVote, 1, 1, 50000.0, 1200.0
CGLQJZGTXNGVBC-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 12400.0, 9920.0
CGMZNRHLKZJXFR-UHFFFAOYSA-N, P06858, Ambiguous_byMajorityVote, 1, 1, 50000.0, 1500.0
CGQOKKARJMHAJG-UHFFFAOYSA-N, Q2TB90, Ambiguous_byMajorityVote, 1, 1, 10100.0, 7240.0
CGVPOLUKPMAOAN-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 1270.0
CGXZQWUEHHMFGV-UHFFFAOYSA-N, P42574, Ambiguous_byMajorityVote, 1, 1, 22100.0, 8290.0
CHFDKPMDYFIDBA-BQYQJAHWSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 13800.0, 9240.0
CHJWNHFNKBOQQK-OPOADAIRSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 10900.0, 7560.0
CHKNMFFGUVTJPC-AQTBWJFISA-N, P09917, Ambiguous_byMajorityVote, 1, 1, 30000.0, 2140.0
CHKQDHWITYZYQX-RQZCQDPDSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 32000.0, 3540.0
CHLCWXNTFXVPAL-MRXNPFEDSA-N, Q8NER1, Ambiguous_byMajorityVote, 1, 1, 100000.0, 15.0
CHNUOJQWGUIOLD-NFZZJPOKSA-N, P15121, Active_tentative, 4, 1, 12500.0, 0.03
CHQFDZJMEJQEJN-UHFFFAOYSA-N, P61088, Ambiguous_byMajorityVote, 1, 1, 12399.0, 9255.0
CIFGPLIJBYKXOG-VXNXSFHZSA-N, Q12809, Ambiguous_byMajorityVote, 1, 1, 20000.0, 8399.99
CIIVDZAOJONZNU-NDUUIVGLSA-N, P87108, Ambiguous_byMajorityVote, 2, 2, 100000.0, 3620.0
CISJJIPWRRRGMU-AUWJEWJLSA-N, Q96LD8, Ambiguous_byMajorityVote, 2, 2, 15800.0, 2290.0
CISJJIPWRRRGMU-AUWJEWJLSA-N, P42574, Ambiguous_byMajorityVote, 2, 2, 18200.0, 9250.0
CIUPYBFUPLMRLH-UHFFFAOYSA-N, P35236, Ambiguous_byMajorityVote, 2, 2, 28000.0, 420.0
CIUPYBFUPLMRLH-UHFFFAOYSA-N, Q64346, Ambiguous_byMajorityVote, 2, 4, 100000.0, 10000.0
CJFQNIYVIFWKDV-UHFFFAOYSA-N, P41145, Ambiguous_MaxIC50_too_high, 2, 1, 20000.0, 432.0
CJQJPGUNGNGXFJ-UHFFFAOYSA-N, P06401, Ambiguous_byMajorityVote, 1, 1, 11000.0, 10000.0
CJXORYYEEAJZSR-UHFFFAOYSA-N, O14727, Ambiguous_byMajorityVote, 1, 1, 100000.0, 2120.0
CKEKTBXVLBSIMQ-UHFFFAOYSA-N, P51452, Ambiguous_byMajorityVote, 1, 1, 100000.0, 3040.0
CKELAGJMAWSHKC-UHFFFAOYSA-N, P87108, Ambiguous_byMajorityVote, 1, 1, 11900.0, 4840.0
CKXIKLPAAUCJFU-UHFFFAOYSA-N, P14740, Ambiguous_byMajorityVote, 1, 1, 38000.0, 550.0
CKYCEFTUODMZKE-UHFFFAOYSA-N, P51452, Active_tentative, 4, 2, 17400.0, 1670.0
CKYCEFTUODMZKE-UHFFFAOYSA-N, P24666, Ambiguous_byMajorityVote, 2, 2, 24900.0, 8040.0
CKYVDHZHFCZJBC-UHFFFAOYSA-N, P11473, Ambiguous_byMajorityVote, 1, 1, 11900.0, 3800.0
CKZMWJORQGFJMR-JOBJLJCHSA-N, P28845, Ambiguous_byMajorityVote, 2, 2, 17393.0, 310.0
CKZMWJORQGFJMR-JOBJLJCHSA-N, P16232, Ambiguous_byMajorityVote, 2, 2, 21987.0, 3469.0
CLLDGZJVIZEVBU-UHFFFAOYSA-N, P51452, Ambiguous_MaxIC50_too_high, 4, 1, 99000.0, 727.0
CLPUWZXVKKDOLP-UHFFFAOYSA-N, P11597, Ambiguous_byMajorityVote, 2, 2, 90011.91, 90.0
CLRZEHBDUJTPBU-UHFFFAOYSA-N, Q96RI1, Ambiguous_byMajorityVote, 1, 1, 11800.0, 996.0
CLVRDSQHWNEIQR-KRWDZBQOSA-N, P29466, Ambiguous_byMajorityVote, 3, 3, 25000.0, 10000.0
CLVRDSQHWNEIQR-KRWDZBQOSA-N, P55212, Ambiguous_byMajorityVote, 3, 3, 25000.0, 10000.0
CLVRDSQHWNEIQR-KRWDZBQOSA-N, Q14790, Ambiguous_byMajorityVote, 3, 3, 25000.0, 10000.0
CLVUFWXGNIFGNC-GGTDAZAQSA-N, Q6P7A9, Active_tentative, 2, 1, 15000.0, 7200.0
CMBSDXYRJXGTDO-UHFFFAOYSA-N, P09917, Ambiguous_byMajorityVote, 1, 1, 15800.0, 1600.0
CMKIPUDSZBGVQI-UHFFFAOYSA-N, P14902, Ambiguous_byMajorityVote, 1, 1, 15000.0, 1700.0
CMQRVSPKRIIKTM-UHFFFAOYSA-N, P41145, Ambiguous_byMajorityVote, 1, 1, 14021.0, 7210.0
CMRFPXCXBDQMNQ-JXMROGBWSA-N, P24666, Ambiguous_byMajorityVote, 1, 1, 22200.0, 9980.0
CMRYHKUOCWIKMH-UHFFFAOYSA-N, Q12809, Ambiguous_byMajorityVote, 1, 2, 30000.0, 2600.0
CMWTZPSULFXXJA-VIFPVBQESA-N, P05979, Ambiguous_byMajorityVote, 3, 3, 49000.0, 180.0
CMYXFPSPHBCEGV-UHFFFAOYSA-N, P49327, Ambiguous_byMajorityVote, 1, 1, 12400.0, 5460.0
CMZCTYBLFDTBOP-UHFFFAOYSA-N, P08238, Ambiguous_byMajorityVote, 1, 1, 10230.0, 3230.0
CNFDNZNQIKNQLC-UHFFFAOYSA-N, Q96P20, Ambiguous_byMajorityVote, 1, 1, 23300.0, 4440.0
